Source;Target;Combined;Inserts;Deletes
terrificare;terrifichi;terrificDEL(are)INS(h)INS(i);INS(h),INS(i);DEL(are)
incazzarsi;si incazzava;INS(si )incazzINS(a)INS(v)aDEL(rsi);INS(si ),INS(a),INS(v);DEL(rsi)
arsicciare;arsicciavamo;arsicciaDEL(re)INS(va)INS(mo);INS(va),INS(mo);DEL(re)
impomatarsi;mi impomatavo;INS(mi )impomataDEL(rsi)INS(v)INS(o);INS(mi ),INS(v),INS(o);DEL(rsi)
lodarsi;mi lodassi;INS(mi )lodaDEL(r)sINS(s)i;INS(mi ),INS(s);DEL(r)
involgarire;involgarirete;involgarirINS(et)e;INS(et);
coricare;coricherai;coricINS(h)INS(e)INS(r)aDEL(re)INS(i);INS(h),INS(e),INS(r),INS(i);DEL(re)
ribattezzare;ribattezzerei;ribattezzDEL(a)INS(e)reINS(i);INS(e),INS(i);DEL(a)
ignifugare;ignifughi;ignifugDEL(are)INS(h)INS(i);INS(h),INS(i);DEL(are)
divorziare;divorziaste;divorziaDEL(r)INS(st)e;INS(st);DEL(r)
riappropriare;riappropriassi;riappropriaDEL(re)INS(ssi);INS(ssi);DEL(re)
accoccovarsi;si accoccovino;INS(si )accoccovDEL(ars)iINS(no);INS(si ),INS(no);DEL(ars)
rassicurarsi;vi rassicuraste;INS(vi )rassicuraDEL(r)sDEL(i)INS(t)INS(e);INS(vi ),INS(t),INS(e);DEL(r),DEL(i)
riaffermarsi;vi riaffermaste;INS(vi )riaffermaDEL(r)sDEL(i)INS(t)INS(e);INS(vi ),INS(t),INS(e);DEL(r),DEL(i)
degnare;degneresti;degnDEL(a)INS(e)reINS(sti);INS(e),INS(sti);DEL(a)
inamidare;inamidante;inamidaDEL(r)INS(n)INS(t)e;INS(n),INS(t);DEL(r)
mercanteggiare;mercanteggerebbe;mercanteggDEL(i)DEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(i),DEL(a)
inzotichire;inzotichire;inzotichire;;
scaricare;scaricarono;scaricarDEL(e)INS(o)INS(n)INS(o);INS(o),INS(n),INS(o);DEL(e)
telematizzare;telematizzerà;telematizzDEL(ar)eINS(r)INS(à);INS(r),INS(à);DEL(ar)
rirompere;rirompono;rirompDEL(ere)INS(o)INS(n)INS(o);INS(o),INS(n),INS(o);DEL(ere)
raffazzonare;raffazzonai;raffazzonaDEL(re)INS(i);INS(i);DEL(re)
scudisciare;scudisceremo;scudiscDEL(i)DEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(i),DEL(a)
anfanare;anfanavate;anfanaDEL(r)INS(v)INS(a)INS(t)e;INS(v),INS(a),INS(t);DEL(r)
lavarsi;mi laverei;INS(mi )lavDEL(ars)INS(e)INS(r)INS(e)i;INS(mi ),INS(e),INS(r),INS(e);DEL(ars)
ignifugare;ignifugassero;ignifugaINS(s)INS(s)INS(e)rDEL(e)INS(o);INS(s),INS(s),INS(e),INS(o);DEL(e)
smacchiare;smacchi;smacchiDEL(are);;DEL(are)
catechizzare;catechizzerebbe;catechizzDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a)
cospergere;cospergevo;cospergDEL(er)eINS(v)INS(o);INS(v),INS(o);DEL(er)
predisporsi;vi predisponeste;INS(vi )predispoDEL(rsi)INS(n)INS(e)INS(s)INS(t)INS(e);INS(vi ),INS(n),INS(e),INS(s),INS(t),INS(e);DEL(rsi)
copiare;copierei;copiDEL(a)INS(e)reINS(i);INS(e),INS(i);DEL(a)
delirare;deliri;delirDEL(are)INS(i);INS(i);DEL(are)
cantilenare;cantilenante;cantilenaDEL(r)INS(n)INS(t)e;INS(n),INS(t);DEL(r)
bruciacchiarsi;bruciacchiati;bruciacchiaDEL(r)DEL(s)INS(t)i;INS(t);DEL(r),DEL(s)
ricollegare;ricolleghereste;ricollegDEL(a)INS(h)INS(e)rINS(e)INS(s)INS(t)e;INS(h),INS(e),INS(e),INS(s),INS(t);DEL(a)
riscotere;riscoterà;riscoterDEL(e)INS(à);INS(à);DEL(e)
danzare;danzeresti;danzDEL(a)INS(e)reINS(sti);INS(e),INS(sti);DEL(a)
chetare;cheteranno;chetDEL(ar)eINS(r)INS(a)INS(n)INS(n)INS(o);INS(r),INS(a),INS(n),INS(n),INS(o);DEL(ar)
rateizzare;rateizzaste;rateizzaDEL(r)INS(st)e;INS(st);DEL(r)
vulcanizzare;vulcanizzassero;vulcanizzaINS(s)INS(s)INS(e)rDEL(e)INS(o);INS(s),INS(s),INS(e),INS(o);DEL(e)
spiccicare;spiccichiamo;spiccicINS(h)INS(i)aDEL(re)INS(mo);INS(h),INS(i),INS(mo);DEL(re)
sfilacciarsi;ti sfilacceresti;INS(ti )sfilaccDEL(i)DEL(a)INS(e)rINS(e)sINS(t)i;INS(ti ),INS(e),INS(e),INS(t);DEL(i),DEL(a)
misconoscere;misconoscemmo;misconoscDEL(er)eINS(mmo);INS(mmo);DEL(er)
impasticcarsi;ti impasticchi;INS(ti )impasticcDEL(ars)INS(h)i;INS(ti ),INS(h);DEL(ars)
diesare;diesi;diesDEL(are)INS(i);INS(i);DEL(are)
fallarsi;si falli;INS(si )fallDEL(ars)i;INS(si );DEL(ars)
ingraziosire;ingraziosire;ingraziosire;;
inguaiarsi;si inguaiano;INS(si )inguaiaDEL(rsi)INS(no);INS(si ),INS(no);DEL(rsi)
confederare;confedera;confederaDEL(re);;DEL(re)
matrizzare;matrizzammo;matrizzaDEL(re)INS(mmo);INS(mmo);DEL(re)
comprare;compreranno;compDEL(r)DEL(a)reINS(r)INS(a)INS(n)INS(n)INS(o);INS(r),INS(a),INS(n),INS(n),INS(o);DEL(r),DEL(a)
affiliare;affiliate;affiliaDEL(r)INS(t)e;INS(t);DEL(r)
conformare;conformerete;conformDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a)
nevrotizzare;nevrotizzerei;nevrotizzDEL(a)INS(e)reINS(i);INS(e),INS(i);DEL(a)
meritarsi;ci meriteremo;INS(ci )meritDEL(arsi)INS(e)INS(r)INS(e)INS(m)INS(o);INS(ci ),INS(e),INS(r),INS(e),INS(m),INS(o);DEL(arsi)
ispessire;ispessiranno;ispessirDEL(e)INS(a)INS(n)INS(n)INS(o);INS(a),INS(n),INS(n),INS(o);DEL(e)
elogiare;elogia;elogiaDEL(re);;DEL(re)
vilipendere;vilipendeste;vilipendeDEL(r)INS(st)e;INS(st);DEL(r)
centinare;centinava;centinINS(a)INS(v)aDEL(re);INS(a),INS(v);DEL(re)
strangolarsi;ti strangolasti;INS(ti )strangolaDEL(r)sINS(t)i;INS(ti ),INS(t);DEL(r)
autocontrarre;autocontraendo;autocontraDEL(r)DEL(r)eINS(n)INS(d)INS(o);INS(n),INS(d),INS(o);DEL(r),DEL(r)
attanagliare;attanaglieremo;attanagliDEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(a)
agglutinare;agglutinaste;agglutinaDEL(r)INS(st)e;INS(st);DEL(r)
battezzare;battezza;battezzaDEL(re);;DEL(re)
riesporre;riesponevate;riespoDEL(r)DEL(r)INS(n)INS(e)INS(v)INS(a)INS(t)e;INS(n),INS(e),INS(v),INS(a),INS(t);DEL(r),DEL(r)
sottrarsi;mi sottraggo;INS(mi )sottraDEL(rsi)INS(g)INS(g)INS(o);INS(mi ),INS(g),INS(g),INS(o);DEL(rsi)
suffondere;suffondevo;suffondDEL(er)eINS(v)INS(o);INS(v),INS(o);DEL(er)
adoprarsi;adoprarsi;adoprarsi;;
peragrare;peragravano;peragraDEL(re)INS(vano);INS(vano);DEL(re)
crogiolare;crogiolano;crogiolaDEL(re)INS(no);INS(no);DEL(re)
decorticare;decorticasti;decorticaDEL(re)INS(sti);INS(sti);DEL(re)
affienare;affienereste;affienDEL(a)INS(e)rINS(e)INS(s)INS(t)e;INS(e),INS(e),INS(s),INS(t);DEL(a)
accaprettare;accaprettava;accaprettINS(a)INS(v)aDEL(re);INS(a),INS(v);DEL(re)
impegolarsi;vi impegolate;INS(vi )impegolaDEL(rsi)INS(t)INS(e);INS(vi ),INS(t),INS(e);DEL(rsi)
sottopassare;sottopasserà;sottopassDEL(ar)eINS(r)INS(à);INS(r),INS(à);DEL(ar)
disselciare;disselciavano;disselciaDEL(re)INS(vano);INS(vano);DEL(re)
imparruccare;imparruccassi;imparruccaDEL(re)INS(ssi);INS(ssi);DEL(re)
rincoraggiare;rincoraggerò;rincoraggDEL(i)DEL(ar)eINS(r)INS(ò);INS(r),INS(ò);DEL(i),DEL(ar)
sancire;sanciamo;sanciDEL(re)INS(a)INS(mo);INS(a),INS(mo);DEL(re)
augurarsi;ti auguri;INS(ti )augurDEL(ars)i;INS(ti );DEL(ars)
depolimerizzarsi;mi depolimerizzi;INS(mi )depolimerizzDEL(ars)i;INS(mi );DEL(ars)
proporzionare;proporzionerebbe;proporzionDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a)
ricaricarsi;ti ricaricavi;INS(ti )ricaricaDEL(r)DEL(s)INS(v)i;INS(ti ),INS(v);DEL(r),DEL(s)
diagrammare;diagrammiamo;diagrammINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
abbruciare;abbruciaste;abbruciaDEL(r)INS(st)e;INS(st);DEL(r)
avventarsi;si avventasse;INS(si )avventaDEL(r)sDEL(i)INS(s)INS(e);INS(si ),INS(s),INS(e);DEL(r),DEL(i)
librarsi;si libri;INS(si )librDEL(ars)i;INS(si );DEL(ars)
ricalcificare;ricalcifichi;ricalcificDEL(are)INS(h)INS(i);INS(h),INS(i);DEL(are)
imbufalire;imbufalissimo;imbufaliDEL(re)INS(s)INS(s)INS(i)INS(m)INS(o);INS(s),INS(s),INS(i),INS(m),INS(o);DEL(re)
definire;definire;definire;;
scarrellare;scarrelli;scarrellDEL(are)INS(i);INS(i);DEL(are)
detrarre;detrassero;detraINS(s)INS(s)INS(e)rDEL(re)INS(o);INS(s),INS(s),INS(e),INS(o);DEL(re)
caramellare;caramellassi;caramellaDEL(re)INS(ssi);INS(ssi);DEL(re)
ritrascrivere;ritrascrissi;ritrascrINS(i)INS(s)INS(s)iDEL(v)DEL(e)DEL(r)DEL(e);INS(i),INS(s),INS(s);DEL(v),DEL(e),DEL(r),DEL(e)
sciorinare;sciorinavano;sciorinaDEL(re)INS(vano);INS(vano);DEL(re)
sottostimare;sottostimassi;sottostimaDEL(re)INS(ssi);INS(ssi);DEL(re)
affarsi;si affecero;INS(si )affDEL(arsi)INS(e)INS(c)INS(e)INS(r)INS(o);INS(si ),INS(e),INS(c),INS(e),INS(r),INS(o);DEL(arsi)
rimembrarsi;rimembrato;rimembraDEL(rsi)INS(t)INS(o);INS(t),INS(o);DEL(rsi)
cannare;cannino;cannDEL(are)INS(i)INS(n)INS(o);INS(i),INS(n),INS(o);DEL(are)
ritrasformare;ritrasformaste;ritrasformaDEL(r)INS(st)e;INS(st);DEL(r)
aggrumare;aggrumi;aggrumDEL(are)INS(i);INS(i);DEL(are)
elettrocoagulare;elettrocoagulai;elettrocoagulaDEL(re)INS(i);INS(i);DEL(re)
istillare;istilleresti;istillDEL(a)INS(e)reINS(sti);INS(e),INS(sti);DEL(a)
confrontare;confronterai;confrontDEL(ar)eINS(r)INS(a)INS(i);INS(r),INS(a),INS(i);DEL(ar)
tritare;tritassi;tritaDEL(re)INS(ssi);INS(ssi);DEL(re)
taccare;taccherai;taccINS(h)INS(e)INS(r)aDEL(re)INS(i);INS(h),INS(e),INS(r),INS(i);DEL(re)
concettare;concettammo;concettaDEL(re)INS(mmo);INS(mmo);DEL(re)
grandinare;grandini;grandinDEL(are)INS(i);INS(i);DEL(are)
sgravarsi;ci sgravassimo;INS(ci )sgravaDEL(r)sINS(s)iINS(mo);INS(ci ),INS(s),INS(mo);DEL(r)
ridursi;ci ridurremo;INS(ci )ridurDEL(s)DEL(i)INS(r)INS(e)INS(m)INS(o);INS(ci ),INS(r),INS(e),INS(m),INS(o);DEL(s),DEL(i)
sottorappresentare;sottorappresentai;sottorappresentaDEL(re)INS(i);INS(i);DEL(re)
affiochire;affiochito;affiochiDEL(re)INS(t)INS(o);INS(t),INS(o);DEL(re)
farsela;ve la farete;INS(v)INS(e)INS( )INS(l)INS(a)INS( )farDEL(s)INS(et)eDEL(l)DEL(a);INS(v),INS(e),INS( ),INS(l),INS(a),INS( ),INS(et);DEL(s),DEL(l),DEL(a)
propinare;propinerebbero;propinDEL(a)INS(e)reINS(b)INS(b)INS(e)INS(r)INS(o);INS(e),INS(b),INS(b),INS(e),INS(r),INS(o);DEL(a)
sfrenare;sfreneranno;sfrenDEL(ar)eINS(r)INS(a)INS(n)INS(n)INS(o);INS(r),INS(a),INS(n),INS(n),INS(o);DEL(ar)
psichiatrizzare;psichiatrizzaste;psichiatrizzaDEL(r)INS(st)e;INS(st);DEL(r)
riallacciarsi;ci riallacciavamo;INS(ci )riallacciaDEL(rsi)INS(va)INS(mo);INS(ci ),INS(va),INS(mo);DEL(rsi)
ravvisare;ravvisavi;ravvisaDEL(re)INS(v)INS(i);INS(v),INS(i);DEL(re)
vanagloriarsi;vi vanagloriate;INS(vi )vanagloriaDEL(rsi)INS(t)INS(e);INS(vi ),INS(t),INS(e);DEL(rsi)
addoppiare;addoppiavano;addoppiaDEL(re)INS(vano);INS(vano);DEL(re)
proporzionare;proporzionare;proporzionare;;
disilludersi;mi disillusi;INS(mi )disilluDEL(d)DEL(e)DEL(r)si;INS(mi );DEL(d),DEL(e),DEL(r)
aitare;aiterò;aitDEL(ar)eINS(r)INS(ò);INS(r),INS(ò);DEL(ar)
biadare;biadiamo;biadINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
risovvenire;risovvenire;risovvenire;;
premeditare;premeditassi;premeditaDEL(re)INS(ssi);INS(ssi);DEL(re)
riallacciare;riallacceranno;riallaccDEL(i)DEL(ar)eINS(r)INS(a)INS(n)INS(n)INS(o);INS(r),INS(a),INS(n),INS(n),INS(o);DEL(i),DEL(ar)
confezionare;confezionerete;confezionDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a)
battibeccare;battibeccherei;battibeccDEL(a)INS(h)INS(e)reINS(i);INS(h),INS(e),INS(i);DEL(a)
sciancare;sciancherà;sciancDEL(ar)INS(h)eINS(r)INS(à);INS(h),INS(r),INS(à);DEL(ar)
trasecolare;trasecolassi;trasecolaDEL(re)INS(ssi);INS(ssi);DEL(re)
disfarsi;si disfa;INS(si )disfaDEL(rsi);INS(si );DEL(rsi)
riddare;riddassimo;riddaDEL(re)INS(s)INS(s)INS(i)INS(m)INS(o);INS(s),INS(s),INS(i),INS(m),INS(o);DEL(re)
congegnare;congegnerai;congegnDEL(ar)eINS(r)INS(a)INS(i);INS(r),INS(a),INS(i);DEL(ar)
scherzare;scherzammo;scherzaDEL(re)INS(mmo);INS(mmo);DEL(re)
inurbarsi;si inurberebbe;INS(si )inurbDEL(arsi)INS(e)INS(r)INS(e)INS(b)INS(b)INS(e);INS(si ),INS(e),INS(r),INS(e),INS(b),INS(b),INS(e);DEL(arsi)
crossare;crosserà;crossDEL(ar)eINS(r)INS(à);INS(r),INS(à);DEL(ar)
escutere;escuta;escutDEL(ere)INS(a);INS(a);DEL(ere)
inginocchiarsi;si inginocchiasse;INS(si )inginocchiaDEL(r)sDEL(i)INS(s)INS(e);INS(si ),INS(s),INS(e);DEL(r),DEL(i)
lamentare;lamentavamo;lamentaDEL(re)INS(va)INS(mo);INS(va),INS(mo);DEL(re)
racemizzare;racemizzeranno;racemizzDEL(ar)eINS(r)INS(a)INS(n)INS(n)INS(o);INS(r),INS(a),INS(n),INS(n),INS(o);DEL(ar)
snellire;snelliranno;snellirDEL(e)INS(a)INS(n)INS(n)INS(o);INS(a),INS(n),INS(n),INS(o);DEL(e)
controllare;controlla;controllaDEL(re);;DEL(re)
shakerare;shakeri;shakerDEL(are)INS(i);INS(i);DEL(are)
sbracarsi;ci sbrachiamo;INS(ci )sbracDEL(ars)INS(h)iINS(a)INS(mo);INS(ci ),INS(h),INS(a),INS(mo);DEL(ars)
disrompere;disrompemmo;disrompDEL(er)eINS(mmo);INS(mmo);DEL(er)
rivettare;rivetta;rivettaDEL(re);;DEL(re)
introdursi;ti introducesti;INS(ti )introduDEL(r)INS(c)INS(e)sINS(t)i;INS(ti ),INS(c),INS(e),INS(t);DEL(r)
funghire;funghivate;funghiDEL(r)INS(v)INS(a)INS(t)e;INS(v),INS(a),INS(t);DEL(r)
accottimare;accottimassi;accottimaDEL(re)INS(ssi);INS(ssi);DEL(re)
premescolare;premescolo;premescolDEL(are)INS(o);INS(o);DEL(are)
usare;usai;usaDEL(re)INS(i);INS(i);DEL(re)
abbellirsi;abbelliamoci;abbelliDEL(r)DEL(s)INS(a)INS(m)INS(o)INS(c)i;INS(a),INS(m),INS(o),INS(c);DEL(r),DEL(s)
assemprare;assemprerà;assempDEL(r)DEL(a)reINS(r)INS(à);INS(r),INS(à);DEL(r),DEL(a)
rincoraggiare;rincoraggeranno;rincoraggDEL(i)DEL(ar)eINS(r)INS(a)INS(n)INS(n)INS(o);INS(r),INS(a),INS(n),INS(n),INS(o);DEL(i),DEL(ar)
riverberare;riverbererò;riverbeDEL(r)DEL(a)reINS(r)INS(ò);INS(r),INS(ò);DEL(r),DEL(a)
riscalare;riscalante;riscalaDEL(r)INS(n)INS(t)e;INS(n),INS(t);DEL(r)
aggiaccare;aggiaccasti;aggiaccaDEL(re)INS(sti);INS(sti);DEL(re)
fantasticare;fantastichino;fantasticDEL(are)INS(h)INS(i)INS(n)INS(o);INS(h),INS(i),INS(n),INS(o);DEL(are)
opsonizzare;opsonizzammo;opsonizzaDEL(re)INS(mmo);INS(mmo);DEL(re)
riesportare;riesporterebbe;riesportDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a)
accagionare;accagioniamo;accagionINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
vangare;vanghereste;vangDEL(a)INS(h)INS(e)rINS(e)INS(s)INS(t)e;INS(h),INS(e),INS(e),INS(s),INS(t);DEL(a)
ingiungere;ingiunga;ingiungDEL(ere)INS(a);INS(a);DEL(ere)
estremizzare;estremizzerebbe;estremizzDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a)
attristire;attristimmo;attristiDEL(re)INS(mmo);INS(mmo);DEL(re)
ingolfare;ingolfò;ingolfDEL(are)INS(ò);INS(ò);DEL(are)
convincersi;si convincano;INS(si )convincDEL(e)DEL(rsi)INS(a)INS(n)INS(o);INS(si ),INS(a),INS(n),INS(o);DEL(e),DEL(rsi)
indolenzirsi;mi indolenzirei;INS(mi )indolenzirDEL(s)INS(e)i;INS(mi ),INS(e);DEL(s)
ricolonizzare;ricolonizzaste;ricolonizzaDEL(r)INS(st)e;INS(st);DEL(r)
ellenizzare;ellenizzo;ellenizzDEL(are)INS(o);INS(o);DEL(are)
reincontrare;reincontrerete;reincontrDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a)
certificare;certifichi;certificDEL(are)INS(h)INS(i);INS(h),INS(i);DEL(are)
reincarnare;reincarno;reincarnDEL(are)INS(o);INS(o);DEL(are)
fallire;falliamo;falliDEL(re)INS(a)INS(mo);INS(a),INS(mo);DEL(re)
sloggare;sloggheresti;sloggDEL(a)INS(h)INS(e)reINS(sti);INS(h),INS(e),INS(sti);DEL(a)
incornare;incorna;incornaDEL(re);;DEL(re)
desensibilizzare;desensibilizzavo;desensibilizzaDEL(re)INS(v)INS(o);INS(v),INS(o);DEL(re)
autogestirsi;ci autogestivamo;INS(ci )autogestDEL(i)DEL(rs)iINS(va)INS(mo);INS(ci ),INS(va),INS(mo);DEL(i),DEL(rs)
malmettere;malmetteremmo;malmettereINS(mmo);INS(mmo);
frammezzare;frammezzassimo;frammezzaDEL(re)INS(s)INS(s)INS(i)INS(m)INS(o);INS(s),INS(s),INS(i),INS(m),INS(o);DEL(re)
sbiellare;sbiellarono;sbiellarDEL(e)INS(o)INS(n)INS(o);INS(o),INS(n),INS(o);DEL(e)
infittire;infittirei;infittireINS(i);INS(i);
incardinare;incardinassimo;incardinaDEL(re)INS(s)INS(s)INS(i)INS(m)INS(o);INS(s),INS(s),INS(i),INS(m),INS(o);DEL(re)
evocare;evocherai;evocINS(h)INS(e)INS(r)aDEL(re)INS(i);INS(h),INS(e),INS(r),INS(i);DEL(re)
temersi;temuto;temDEL(e)DEL(rsi)INS(u)INS(t)INS(o);INS(u),INS(t),INS(o);DEL(e),DEL(rsi)
rivedere;rivedeva;rivedDEL(er)eINS(v)INS(a);INS(v),INS(a);DEL(er)
disdegnare;disdegnò;disdegnDEL(are)INS(ò);INS(ò);DEL(are)
fingere;fingeva;fingDEL(er)eINS(v)INS(a);INS(v),INS(a);DEL(er)
circonscrivere;circonscrisse;circonscriDEL(v)DEL(e)DEL(r)INS(s)INS(s)e;INS(s),INS(s);DEL(v),DEL(e),DEL(r)
confutare;confutavano;confutaDEL(re)INS(vano);INS(vano);DEL(re)
ravvivare;ravvivasse;ravvivaDEL(r)INS(s)INS(s)e;INS(s),INS(s);DEL(r)
spicciolare;spicciolava;spicciolINS(a)INS(v)aDEL(re);INS(a),INS(v);DEL(re)
stridulare;stridulassi;stridulaDEL(re)INS(ssi);INS(ssi);DEL(re)
razionare;razionassero;razionaINS(s)INS(s)INS(e)rDEL(e)INS(o);INS(s),INS(s),INS(e),INS(o);DEL(e)
ridestare;ridestasti;ridestaDEL(re)INS(sti);INS(sti);DEL(re)
shakerare;shakererebbero;shakerDEL(a)INS(e)reINS(b)INS(b)INS(e)INS(r)INS(o);INS(e),INS(b),INS(b),INS(e),INS(r),INS(o);DEL(a)
marnare;marno;marnDEL(are)INS(o);INS(o);DEL(are)
sniffare;snifferebbe;sniffDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a)
coinvolgere;coinvolga;coinvolgDEL(ere)INS(a);INS(a);DEL(ere)
abbronzarsi;abbronzantesi;abbronzaDEL(r)INS(n)INS(t)INS(e)si;INS(n),INS(t),INS(e);DEL(r)
gemicare;gemicassi;gemicaDEL(re)INS(ssi);INS(ssi);DEL(re)
soprapprendere;soprappreso;soprappDEL(r)DEL(e)DEL(n)DEL(d)DEL(e)reINS(s)INS(o);INS(s),INS(o);DEL(r),DEL(e),DEL(n),DEL(d),DEL(e)
toppare;toppate;toppaDEL(r)INS(t)e;INS(t);DEL(r)
riproporre;riproporresti;riproporreINS(sti);INS(sti);
luccicare;luccicai;luccicaDEL(re)INS(i);INS(i);DEL(re)
dimerizzare;dimerizzando;dimerizzaDEL(re)INS(n)INS(d)INS(o);INS(n),INS(d),INS(o);DEL(re)
boicottare;boicottava;boicottINS(a)INS(v)aDEL(re);INS(a),INS(v);DEL(re)
inzaccherarsi;mi inzacchero;INS(mi )inzaccherDEL(arsi)INS(o);INS(mi ),INS(o);DEL(arsi)
videocomunicare;videocomunicammo;videocomunicaDEL(re)INS(mmo);INS(mmo);DEL(re)
sdoganare;sdoganeresti;sdoganDEL(a)INS(e)reINS(sti);INS(e),INS(sti);DEL(a)
dimezzare;dimezziamo;dimezzINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
squilibrare;squilibrate;squilibraDEL(r)INS(t)e;INS(t);DEL(r)
allentarsi;allentatevi;allentaDEL(r)DEL(s)INS(t)INS(e)INS(v)i;INS(t),INS(e),INS(v);DEL(r),DEL(s)
screscere;screscessimo;screscDEL(er)eINS(s)INS(s)INS(i)INS(m)INS(o);INS(s),INS(s),INS(i),INS(m),INS(o);DEL(er)
infilzare;infilziamo;infilzINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re)
pregare;prega;pregaDEL(re);;DEL(re)
accorcire;accorcisca;accorciDEL(re)INS(s)INS(c)INS(a);INS(s),INS(c),INS(a);DEL(re)
scappellarsi;si scappellarono;INS(si )scappellarDEL(s)DEL(i)INS(o)INS(n)INS(o);INS(si ),INS(o),INS(n),INS(o);DEL(s),DEL(i)
svolere;svolere;svolere;;
ragghiare;ragghiasse;ragghiaDEL(r)INS(s)INS(s)e;INS(s),INS(s);DEL(r)
effondere;effonderà;effonderDEL(e)INS(à);INS(à);DEL(e)
abbancare;abbanchiamo;abbancINS(h)INS(i)aDEL(re)INS(mo);INS(h),INS(i),INS(mo);DEL(re)
limitare;limiterebbe;limitDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a)
farneticare;farneticava;farneticINS(a)INS(v)aDEL(re);INS(a),INS(v);DEL(re)
sovraintendere;sovraintendente;sovraintendeDEL(r)INS(n)INS(t)e;INS(n),INS(t);DEL(r)
sfare;sfarai;sfarDEL(e)INS(a)INS(i);INS(a),INS(i);DEL(e)
stallare;stallerebbe;stallDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a)
ipertrofizzare;ipertrofizzaste;ipertrofizzaDEL(r)INS(st)e;INS(st);DEL(r)
esonerarsi;ci esonereremo;INS(ci )esonerDEL(arsi)INS(e)INS(r)INS(e)INS(m)INS(o);INS(ci ),INS(e),INS(r),INS(e),INS(m),INS(o);DEL(arsi)
apostrofare;apostroferai;apostrofDEL(ar)eINS(r)INS(a)INS(i);INS(r),INS(a),INS(i);DEL(ar)
verdicare;verdicassimo;verdicaDEL(re)INS(s)INS(s)INS(i)INS(m)INS(o);INS(s),INS(s),INS(i),INS(m),INS(o);DEL(re)
dezippare;dezippate;dezippaDEL(r)INS(t)e;INS(t);DEL(r)
universalizzare;universalizzereste;universalizzDEL(a)INS(e)rINS(e)INS(s)INS(t)e;INS(e),INS(e),INS(s),INS(t);DEL(a)
collocarsi;ci collocheremmo;INS(ci )collocDEL(arsi)INS(h)INS(e)INS(r)INS(e)INS(m)INS(m)INS(o);INS(ci ),INS(h),INS(e),INS(r),INS(e),INS(m),INS(m),INS(o);DEL(arsi)
vantarsi;si vanti;INS(si )vantDEL(ars)i;INS(si );DEL(ars)
rassumere;rassunto;rassuDEL(m)DEL(ere)INS(n)INS(t)INS(o);INS(n),INS(t),INS(o);DEL(m),DEL(ere)
sovrapporre;sovrapponevate;sovrappoDEL(r)DEL(r)INS(n)INS(e)INS(v)INS(a)INS(t)e;INS(n),INS(e),INS(v),INS(a),INS(t);DEL(r),DEL(r)
riottimizzare;riottimizzerebbe;riottimizzDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a)
aggiungere;aggiunsero;aggiunDEL(g)INS(s)erDEL(e)INS(o);INS(s),INS(o);DEL(g),DEL(e)
pentirsi;ci pentimmo;INS(ci )pentDEL(i)DEL(rs)iINS(mmo);INS(ci ),INS(mmo);DEL(i),DEL(rs)
provvedere;provvedrei;provvedDEL(e)reINS(i);INS(i);DEL(e)
scapicollarsi;ci scapicolleremo;INS(ci )scapicollDEL(arsi)INS(e)INS(r)INS(e)INS(m)INS(o);INS(ci ),INS(e),INS(r),INS(e),INS(m),INS(o);DEL(arsi)
impiombare;impiombano;impiombaDEL(re)INS(no);INS(no);DEL(re)
sibilare;sibilano;sibilaDEL(re)INS(no);INS(no);DEL(re)
prestampare;prestamperesti;prestampDEL(a)INS(e)reINS(sti);INS(e),INS(sti);DEL(a)
debilitarsi;si debilitò;INS(si )debilitDEL(arsi)INS(ò);INS(si ),INS(ò);DEL(arsi)
sbizzarrirsi;ti sbizzarrissi;INS(ti )sbizzarriDEL(r)sINS(s)i;INS(ti ),INS(s);DEL(r)
assestare;assesti;assestDEL(are)INS(i);INS(i);DEL(are)
annestare;annestante;annestaDEL(r)INS(n)INS(t)e;INS(n),INS(t);DEL(r)
aureolare;aureolano;aureolaDEL(re)INS(no);INS(no);DEL(re)
attossicare;attossicasti;attossicaDEL(re)INS(sti);INS(sti);DEL(re)
