Source;Target;Combined;Inserts;Deletes;Grammar
ratib;ratibin;ratibINS(in);INS(in);;INDF,N,NOM,PL
beliþandin;beliþandina;beliþandinINS(a);INS(a);;DEF,LGSPEC1,N,SG
rebî;rebî;rebî;;;DEF,N,NOM,PL,SG,ACC
rezalet;rezaletine;rezaletINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
pismîr;pismîrekî;pismîrINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
oy;oyê;oyINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
sermayedar;sermayedarek;sermayedarINS(ek);INS(ek);;INDF,N,NOM,SG
hêftyar;hêftyara;hêftyarINS(a);INS(a);;DEF,LGSPEC1,N,SG
reto;retono;retINS(o)INS(n)o;INS(o),INS(n);;DEF,N,PL,VOC
narsîst;narsîsto;narsîstINS(o);INS(o);;DEF,N,SG,VOC
telefone móvel;telefone móvela;telefone móvelINS(a);INS(a);;DEF,LGSPEC1,N,SG
arena;arenaeke;arenaINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
pêþkirin;pêþkirinno;pêþkirinINS(no);INS(no);;DEF,N,PL,VOC
neyar;neyarekî;neyarINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
nearamî;nearamî;nearamî;;;DEF,N,NOM,PL,SG
agah;agah;agah;;;ADJ,DEF,N,NOM,PL,SG
patrîk;patrîkî;patrîkINS(î);INS(î);;DEF,N,SG,LGSPEC2
binçeng;binçengan;binçengINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
cêr;cêrê;cêrINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
þelxem;þelxemeke;þelxemINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
bîrewerî;bîrewerîo;bîrewerîINS(o);INS(o);;DEF,N,SG,VOC
xêzikên dest;xêzikên destên;xêzikên destINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
tewizîn;tewizînno;tewizînINS(no);INS(no);;DEF,N,PL,VOC
barû;barûek;barûINS(ek);INS(ek);;INDF,N,NOM,SG
kepen;kepeneke;kepenINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
zirrbav;zirrbavine;zirrbavINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
reþe;reþeno;reþeINS(no);INS(no);;DEF,N,PL,VOC
reqisîn;bireqisîbayî;INS(bi)reqisINS(î)INS(b)INS(a)INS(y)îDEL(n);INS(bi),INS(î),INS(b),INS(a),INS(y);DEL(n);2,COND,POS,PRF,PST,SG,V
dindikê dirnixê;dindikê dirnixêine;dindikê dirnixêINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
matmayîn;matmayîneke;matmayînINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
rex;rexekî;rexINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
enwai;enwaine;enwaiINS(ne);INS(ne);;INDF,LGSPEC1,N,PL
sivnik;sivnikine;sivnikINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
hil-weþandin;nehil-weþandiana;INS(ne)hil-weþandiINS(a)nINS(a);INS(ne),INS(a),INS(a);;1,2,3,COND,NEG,PL,PST,V
rabûn;nerabûiye;INS(ne)rabûDEL(n)INS(i)INS(y)INS(e);INS(ne),INS(i),INS(y),INS(e);DEL(n);3,IND,NEG,PRF,PRS,SG,V
sentaks;sentaksno;sentaksINS(no);INS(no);;DEF,N,PL,VOC
þef;þefo;þefINS(o);INS(o);;DEF,N,SG,VOC
ortax;ortaxinan;ortaxINS(inan);INS(inan);;INDF,N,PL,ACC
masîk;masîka;masîkINS(a);INS(a);;DEF,LGSPEC1,N,SG
ajnî;ajnîên;ajnîINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
pûka diran;pûka diraninan;pûka dirINS(a)INS(n)INS(i)INS(n)an;INS(a),INS(n),INS(i),INS(n);;INDF,N,PL,ACC
fer;ferine;ferINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
apo;apoine;apoINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
çahlik;çahlikinan;çahlikINS(inan);INS(inan);;INDF,N,PL,ACC
gîska mêvanan;gîska mêvananine;gîska mêvananINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
ekrad;ekradine;ekradINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
elo-elo;elo-eloê;elo-eloINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
riste;risteeke;ristINS(e)INS(ek)e;INS(e),INS(ek);;INDF,LGSPEC1,N,SG,ACC
nifûz;nifûzeke;nifûzINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
prens;prensek;prensINS(ek);INS(ek);;INDF,N,NOM,SG
þayîþ;þayîþan;þayîþINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
girar;girarine;girarINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
nanpêjî;nanpêjîin;nanpêjîINS(in);INS(in);;INDF,N,NOM,PL
sator;satoreke;satorINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
þuxulandin;biþuxulandiban;INS(bi)þuxulandiINS(b)INS(a)n;INS(bi),INS(b),INS(a);;1,2,3,COND,PL,POS,PRF,PST,V
xezal;xezala;xezalINS(a);INS(a);;DEF,LGSPEC1,N,SG
kêlik;kêlik;kêlik;;;DEF,N,NOM,PL,SG,ACC
xirar;xirarin;xirarINS(in);INS(in);;INDF,N,NOM,PL
muzîkvan;muzîkvan;muzîkvan;;;DEF,N,NOM,PL,SG,ACC
rewahî;rewahî;rewahî;;;DEF,N,NOM,PL,SG,ACC
negatîf;negatîfan;negatîfINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
piyes;piyes;piyes;;;DEF,N,NOM,PL,SG
kerrifîn;kerrifînno;kerrifînINS(no);INS(no);;DEF,N,PL,VOC
titûn;titûna;titûnINS(a);INS(a);;DEF,LGSPEC1,N,SG
profesor;profesorin;profesorINS(in);INS(in);;INDF,N,NOM,PL
keresî;keresîine;keresîINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
kelk;kelkeke;kelkINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
girê-dan;negirê-dm;INS(ne)girê-dDEL(a)DEL(n)INS(m);INS(ne),INS(m);DEL(a),DEL(n);1,NEG,PRS,SBJV,SG,V
tirakochi;tirakochia;tirakochiINS(a);INS(a);;DEF,LGSPEC1,N,SG
bîber;bîberine;bîberINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
felte;felteno;felteINS(no);INS(no);;DEF,N,PL,VOC
çinko;çinkoî;çinkoINS(î);INS(î);;DEF,N,SG,LGSPEC2
qîzmetik;qîzmetikên;qîzmetikINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
zadika hêksorê;zadika hêksorêine;zadika hêksorêINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
friyolî;friyolîa;friyolîINS(a);INS(a);;DEF,LGSPEC1,N,SG
cixirandin;cixirandinê;cixirandinINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
qerisîn;nediqerisîn;INS(ne)INS(di)qerisîn;INS(ne),INS(di);;1,2,3,IND,NEG,PL,PST,V,PROG
bermilk;bermilkî;bermilkINS(î);INS(î);;DEF,N,SG,LGSPEC2
biþkov;biþkovin;biþkovINS(in);INS(in);;INDF,N,NOM,PL
hem;hemno;hemINS(no);INS(no);;DEF,N,PL,VOC
zadika hêksorê;zadika hêksorêinan;zadika hêksorêINS(inan);INS(inan);;INDF,N,PL,ACC
este;esteê;esteINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
nivêj;nivêjno;nivêjINS(no);INS(no);;DEF,N,PL,VOC
hesingêr;hesingêrine;hesingêrINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
mihrican;mihricana;mihricanINS(a);INS(a);;DEF,LGSPEC1,N,SG
silûk;silûkan;silûkINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
fealiyet;fealiyeteke;fealiyetINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
lezgînî;lezgînîeke;lezgînîINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
zewac;zewacinan;zewacINS(inan);INS(inan);;INDF,N,PL,ACC
lêser;lêserine;lêserINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
deydik;deydikinan;deydikINS(inan);INS(inan);;INDF,N,PL,ACC
xas;xasa;xasINS(a);INS(a);;DEF,LGSPEC1,N,SG
ziblê têkel;ziblê têkel;ziblê têkel;;;DEF,N,NOM,PL,SG,ACC
pêþcênîk;pêþcênîko;pêþcênîkINS(o);INS(o);;DEF,N,SG,VOC
yekane;yekaneo;yekaneINS(o);INS(o);;DEF,N,SG,VOC
kabra;kabraine;kabraINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
dermal;dermalek;dermalINS(ek);INS(ek);;INDF,N,NOM,SG
qazan;qazanê;qazanINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
zurnevan;zurnevanên;zurnevaINS(n)INS(ê)n;INS(n),INS(ê);;DEF,LGSPEC1,N,PL,VOC
þalik;þalika;þalikINS(a);INS(a);;DEF,LGSPEC1,N,SG
kurmam;kurmaminan;kurmamINS(inan);INS(inan);;INDF,N,PL,ACC
alabora;alaborain;alaboraINS(in);INS(in);;INDF,N,NOM,PL
guherrîn;guherrînên;guherrîINS(n)INS(ê)n;INS(n),INS(ê);;DEF,LGSPEC1,N,PL,VOC
riba;riba;riba;;;DEF,N,NOM,PL,SG
asker;askera;askerINS(a);INS(a);;DEF,LGSPEC1,N,SG
zend;zendinan;zendINS(inan);INS(inan);;INDF,N,PL,ACC
þkest;þkestine;þkestINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
funguo;funguoa;funguoINS(a);INS(a);;DEF,LGSPEC1,N,SG
dengûbas;dengûbasin;dengûbasINS(in);INS(in);;INDF,N,NOM,PL
diþeme;diþemeê;diþemeINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
peroc;perocan;perocINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
kerrik;kerrikine;kerrikINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
berîk;berîkan;berîkINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
befr;befra;befrINS(a);INS(a);;DEF,LGSPEC1,N,SG
grîl;grîlinan;grîlINS(inan);INS(inan);;INDF,N,PL,ACC
dizan;dizan;dizan;;;ADJ,DEF,N,NOM,PL,SG,ACC
hedad;hedadî;hedadINS(î);INS(î);;DEF,N,SG,LGSPEC2
toren;toreninan;toreINS(nin)INS(a)n;INS(nin),INS(a);;INDF,N,PL,ACC
pêçik;pêçik;pêçik;;;DEF,N,NOM,PL,SG
cezayê diravî;cezayê diravîî;cezayê diravîINS(î);INS(î);;DEF,N,SG,LGSPEC2
nijadperist;nijadperisteke;nijadperistINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
pranga;prangaa;prangaINS(a);INS(a);;DEF,LGSPEC1,N,SG
zina;zinainan;zinaINS(inan);INS(inan);;INDF,N,PL,ACC
raborîn;raborînine;raborînINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
albeþk;albeþkî;albeþkINS(î);INS(î);;DEF,N,SG,LGSPEC2
mal;malên;malINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
geniaalsus;geniaalsusek;geniaalsusINS(ek);INS(ek);;INDF,N,NOM,SG
çilmisandin;nediçilmisandim;INS(ne)INS(di)çilmisandiDEL(n)INS(m);INS(ne),INS(di),INS(m);DEL(n);1,IND,NEG,PST,SG,V,PROG
li yekî çûn;li yekî çûnin;li yekî çûINS(n)INS(i)n;INS(n),INS(i);;INDF,N,NOM,PL
lîman;lîmaneke;lîmanINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
zêdiyayîþ;zêdiyayîþo;zêdiyayîþINS(o);INS(o);;DEF,N,SG,VOC
fikirîn;fikirîm;fikirîDEL(n)INS(m);INS(m);DEL(n);1,IND,PFV,POS,PST,SG,V
muhît;muhîtinan;muhîtINS(inan);INS(inan);;INDF,N,PL,ACC
legena gurçikê;legena gurçikê;legena gurçikê;;;DEF,N,NOM,PL,SG,ACC
pirîsk;pirîskin;pirîskINS(in);INS(in);;INDF,N,NOM,PL
prostat;prostatê;prostatINS(ê);INS(ê);;DEF,LGSPEC1,N,SG
laçin;laçina;laçinINS(a);INS(a);;DEF,LGSPEC1,N,SG
kirêwe;kirêweek;kirêweINS(ek);INS(ek);;INDF,N,NOM,SG
miema;miemaek;miemaINS(ek);INS(ek);;INDF,N,NOM,SG
hilkolîn;hilkolînin;hilkolîINS(n)INS(i)n;INS(n),INS(i);;INDF,N,NOM,PL
werêç;werêçê;werêçINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
am;ama;amINS(a);INS(a);;DEF,LGSPEC1,N,SG
ayîndar;ayîndarinan;ayîndarINS(inan);INS(inan);;INDF,N,PL,ACC
trimbêl;trimbêla;trimbêlINS(a);INS(a);;DEF,LGSPEC1,N,SG
berþ;berþine;berþINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
desþtok;desþtokine;desþtokINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
ape;apeek;apeINS(ek);INS(ek);;INDF,N,NOM,SG
harem;haremê;haremINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
helîl;helîlin;helîlINS(in);INS(in);;INDF,N,NOM,PL
eqeliyet;eqeliyetan;eqeliyetINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
wîskî;wîskîek;wîskîINS(ek);INS(ek);;INDF,N,NOM,SG
zingar;zingarê;zingarINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
azadiye;azadiyeê;azadiyeINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
çok;çokê;çokINS(ê);INS(ê);;DEF,LGSPEC1,N,SG
bêþ;bêþno;bêþINS(no);INS(no);;DEF,N,PL,VOC
kevçiyê darîn;kevçiyê darîn;kevçiyê darîn;;;DEF,N,NOM,PL,SG,ACC
ve-bûn;neve-bûibûn;INS(ne)ve-INS(b)INS(û)INS(i)bûn;INS(ne),INS(b),INS(û),INS(i);;1,2,3,IND,NEG,PL,PRF,PST,V
þûlikîn;neþûlikîya;INS(ne)þûlikîDEL(n)INS(y)INS(a);INS(ne),INS(y),INS(a);DEL(n);2,3,COND,NEG,PST,SG,V
geda;gedaek;gedaINS(ek);INS(ek);;INDF,N,NOM,SG
iqtisad;iqtisada;iqtisadINS(a);INS(a);;DEF,LGSPEC1,N,SG
elîf;elîfa;elîfINS(a);INS(a);;DEF,LGSPEC1,N,SG
lale;laleek;laleINS(ek);INS(ek);;INDF,N,NOM,SG
vilakerdiþ;vilakerdiþin;vilakerdiþINS(in);INS(in);;INDF,N,NOM,PL
alîgir;alîgirno;alîgirINS(no);INS(no);;DEF,N,PL,VOC
vên;vêninan;vêINS(nin)INS(a)n;INS(nin),INS(a);;INDF,N,PL,ACC
fason;fasono;fasonINS(o);INS(o);;DEF,N,SG,VOC
xweh;xweha;xwehINS(a);INS(a);;DEF,LGSPEC1,N,SG
bedilandin;bedilandinno;bedilandinINS(no);INS(no);;DEF,N,PL,VOC
polîtîsyen;polîtîsyenên;polîtîsyeINS(n)INS(ê)n;INS(n),INS(ê);;DEF,LGSPEC1,N,PL,VOC
çoratan;çoratanan;çoratINS(an)an;INS(an);;DEF,N,PL,ACC,LGSPEC2
lîberalîzm;lîberalîzm;lîberalîzm;;;DEF,N,NOM,PL,SG
ra-hiþtin;bira-hiþtiayî;INS(bi)ra-hiþtiDEL(n)INS(a)INS(y)INS(î);INS(bi),INS(a),INS(y),INS(î);DEL(n);2,COND,POS,PST,SG,V
tevkujî;tevkujîeke;tevkujîINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
qirr;qirran;qirrINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
performans;performansno;performansINS(no);INS(no);;DEF,N,PL,VOC
zil;zilno;zilINS(no);INS(no);;DEF,N,PL,VOC
muzîsyen;muzîsyenên;muzîsyeINS(n)INS(ê)n;INS(n),INS(ê);;DEF,LGSPEC1,N,PL,VOC
xefnêr;xefnêrinan;xefnêrINS(inan);INS(inan);;INDF,N,PL,ACC
cemîl;cemîlinan;cemîlINS(inan);INS(inan);;INDF,N,PL,ACC
zelilandin;zelilandinin;zelilandINS(in)in;INS(in);;INDF,N,NOM,PL
mormonî;mormonîê;mormonîINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
dexisîn;nedexisîime;INS(ne)dexisîDEL(n)INS(i)INS(m)INS(e);INS(ne),INS(i),INS(m),INS(e);DEL(n);1,IND,NEG,PRF,PRS,SG,V
bafik;bafikine;bafikINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
bot;botin;botINS(in);INS(in);;INDF,N,NOM,PL
keliþîn;keliþînê;keliþînINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
tirsandin;netirsandiama;INS(ne)tirsandiDEL(n)INS(a)INS(m)INS(a);INS(ne),INS(a),INS(m),INS(a);DEL(n);1,COND,NEG,PST,SG,V
teror;terorê;terorINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
dada;dadaan;dadaINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
îz;îzek;îzINS(ek);INS(ek);;INDF,N,NOM,SG
zîraet;zîraetê;zîraetINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
arêkerdox;arêkerdoxa;arêkerdoxINS(a);INS(a);;DEF,LGSPEC1,N,SG
dest;dest;dest;;;DEF,N,NOM,PL,SG,ACC
hekîm;hekîmek;hekîmINS(ek);INS(ek);;INDF,N,NOM,SG
çolter;çolterno;çolterINS(no);INS(no);;DEF,N,PL,VOC
jiyan;dijîyî;INS(di)jDEL(i)DEL(y)DEL(a)DEL(n)INS(î)INS(y)INS(î);INS(di),INS(î),INS(y),INS(î);DEL(i),DEL(y),DEL(a),DEL(n);2,IND,POS,PRS,SG,V,IPFV
hîraganayî;hîraganayîên;hîraganayîINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
konto;kontoinan;kontoINS(inan);INS(inan);;INDF,N,PL,ACC
war;warinan;warINS(inan);INS(inan);;INDF,N,PL,ACC
serbilindî;serbilindîa;serbilindîINS(a);INS(a);;DEF,LGSPEC1,N,SG
vihanpito;vihanpitoinan;vihanpitoINS(inan);INS(inan);;INDF,N,PL,ACC
hûrêwezîr;hûrêwezîrekî;hûrêwezîrINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
zêdegun;zêdeguno;zêdegunINS(o);INS(o);;DEF,N,SG,VOC
qidqidandin;qidqidandininan;qidqidandiINS(nin)INS(a)n;INS(nin),INS(a);;INDF,N,PL,ACC
riwek;riwekî;riwekINS(î);INS(î);;DEF,N,SG,LGSPEC2
nikul;nikulno;nikulINS(no);INS(no);;DEF,N,PL,VOC
çapxane;çapxanein;çapxaneINS(in);INS(in);;INDF,N,NOM,PL
qerisîn;neqerisîbû;INS(ne)qerisîDEL(n)INS(b)INS(û);INS(ne),INS(b),INS(û);DEL(n);3,IND,NEG,PRF,PST,SG,V
bertîl;bertîlno;bertîlINS(no);INS(no);;DEF,N,PL,VOC
sofîtî;sofîtîê;sofîtîINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
mole;moleno;moleINS(no);INS(no);;DEF,N,PL,VOC
solger;solgerin;solgerINS(in);INS(in);;INDF,N,NOM,PL
teþqilîn;teþqilînine;teþqilînINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
koçberî;koçberîno;koçberîINS(no);INS(no);;DEF,N,PL,VOC
kirde;kirdeine;kirdINS(e)INS(in)e;INS(e),INS(in);;INDF,LGSPEC1,N,PL
dang;dangin;dangINS(in);INS(in);;INDF,N,NOM,PL
zehfî;zehfîinan;zehfîINS(inan);INS(inan);;INDF,N,PL,ACC
ve-qetandin;neve-qetandiba;INS(ne)ve-qetandiDEL(n)INS(b)INS(a);INS(ne),INS(b),INS(a);DEL(n);3,COND,NEG,PRF,PST,SG,V
lê-gerîn;lê-gerîibû;lê-gerîDEL(n)INS(i)INS(b)INS(û);INS(i),INS(b),INS(û);DEL(n);3,IND,POS,PRF,PST,SG,V
dan;nedabûna;INS(ne)daINS(b)INS(û)nINS(a);INS(ne),INS(b),INS(û),INS(a);;1,2,3,COND,NEG,PL,PRF,PST,V
gemîgeh;gemîgeh;gemîgeh;;;DEF,N,NOM,PL,SG
nik;nikên;nikINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
îma;îmaan;îmaINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
bêxewî;bêxewîê;bêxewîINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
piþemasî;piþemasîno;piþemasîINS(no);INS(no);;DEF,N,PL,VOC
girê-dan;nedigirê-dayî;INS(ne)INS(di)girê-daDEL(n)INS(y)INS(î);INS(ne),INS(di),INS(y),INS(î);DEL(n);2,IND,NEG,PST,SG,V,PROG
albûm;albûmê;albûmINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
lîberalîzm;lîberalîzman;lîberalîzmINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
hilkêþan;hilkêþanên;hilkêþaINS(n)INS(ê)n;INS(n),INS(ê);;DEF,LGSPEC1,N,PL,VOC
çikîn;çikîme;çikîDEL(n)INS(m)INS(e);INS(m),INS(e);DEL(n);1,IND,POS,PRF,PRS,SG,V
hinarok;hinarokên;hinarokINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
cawîdanî;cawîdanîan;cawîdanîINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
awir;awirê;awirINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
çewtî;çewtîê;çewtîINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
serkantiya giþtî;serkantiya giþtîno;serkantiya giþtîINS(no);INS(no);;DEF,N,PL,VOC
senarîst;senarîstinan;senarîstINS(inan);INS(inan);;INDF,N,PL,ACC
dozgêrr;dozgêrr;dozgêrr;;;DEF,N,NOM,PL,SG,ACC
barandin;dibarînin;INS(di)barDEL(a)INS(î)nDEL(d)in;INS(di),INS(î);DEL(a),DEL(d);1,2,3,IND,PL,POS,PRS,V,IPFV
mekteb;mektebek;mektebINS(ek);INS(ek);;INDF,N,NOM,SG
tevþo;tevþoan;tevþoINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
derpî;derpîî;derpîINS(î);INS(î);;DEF,N,SG,LGSPEC2
pêncoke;pêncokeo;pêncokeINS(o);INS(o);;DEF,N,SG,VOC
Îmad;Îmadî;ÎmadINS(î);INS(î);;DEF,N,SG,LGSPEC2
pêþdibistan;pêþdibistanno;pêþdibistanINS(no);INS(no);;DEF,N,PL,VOC
stû;stûê;stûINS(ê);INS(ê);;DEF,LGSPEC1,N,SG
raker;rakerinan;rakerINS(inan);INS(inan);;INDF,N,PL,ACC
sîlo;sîloan;sîloINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
destve-înan;nedestve-înaibam;INS(ne)destve-înaDEL(n)INS(i)INS(b)INS(a)INS(m);INS(ne),INS(i),INS(b),INS(a),INS(m);DEL(n);1,COND,NEG,PRF,PST,SG,V
rêze;rêzean;rêzeINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
akîle û makîle;akîle û makîleeke;akîle û makîlINS(e)INS(ek)e;INS(e),INS(ek);;INDF,LGSPEC1,N,SG,ACC
ximþ;ximþ;ximþ;;;DEF,N,NOM,PL,SG,ACC
behs kirin;dibehs kim;INS(di)behs kiDEL(r)DEL(in)INS(m);INS(di),INS(m);DEL(r),DEL(in);1,IND,POS,PRS,SG,V,IPFV
veqetandin;veqetandinno;veqetandinINS(no);INS(no);;DEF,N,PL,VOC
kurdayetî;kurdayetîine;kurdayetîINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
mûçinkê nînokan;mûçinkê nînokanan;mûçinkê nînokINS(an)an;INS(an);;DEF,N,PL,ACC,LGSPEC2
komî;komîek;komîINS(ek);INS(ek);;INDF,N,NOM,SG
sitar;sitarek;sitarINS(ek);INS(ek);;INDF,N,NOM,SG
heliyan;biheliyaya;INS(bi)heliINS(y)INS(a)yaDEL(n);INS(bi),INS(y),INS(a);DEL(n);2,3,COND,POS,PST,SG,V
anakonda;anakondaî;anakondaINS(î);INS(î);;DEF,N,SG,LGSPEC2
lîmonada;lîmonadaa;lîmonadaINS(a);INS(a);;DEF,LGSPEC1,N,SG
cedwel;cedwela;cedwelINS(a);INS(a);;DEF,LGSPEC1,N,SG
dilqayimî;dilqayimîine;dilqayimîINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
xar;xareke;xarINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
zindan;zindanê;zindanINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
serokkomar;serokkomarinan;serokkomarINS(inan);INS(inan);;INDF,N,PL,ACC
pevçûn;pevçûnê;pevçûnINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
qarîn;qarînên;qarîINS(n)INS(ê)n;INS(n),INS(ê);;DEF,LGSPEC1,N,PL,VOC
lobandin;lobandinê;lobandinINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
bîm;bîmên;bîmINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
mast;mastno;mastINS(no);INS(no);;DEF,N,PL,VOC
fînans;fînansine;fînansINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
revî;revî;revî;;;DEF,N,NOM,PL,SG,ACC
Çad;Çadeke;ÇadINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
tûtin;tûtininan;tûtiINS(nin)INS(a)n;INS(nin),INS(a);;INDF,N,PL,ACC
bûsî;bûsîin;bûsîINS(in);INS(in);;INDF,N,NOM,PL
xas;xasinan;xasINS(inan);INS(inan);;INDF,N,PL,ACC
kon;konin;koINS(n)INS(i)n;INS(n),INS(i);;INDF,N,NOM,PL
lamerkeziyet;lamerkeziyetê;lamerkeziyetINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
bijiqandin;nebijiqandin;INS(ne)bijiqandin;INS(ne);;1,2,3,IND,NEG,PFV,PL,PST,V,V.MSDR
giriyan;giriyan;giriyan;;;1,2,3,IND,PFV,PL,POS,PST,V,V.MSDR
nod;nodan;nodINS(an);INS(an);;ADJ,N
tiwalet;tiwaletan;tiwaletINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
diktatorî;diktatorîno;diktatorîINS(no);INS(no);;DEF,N,PL,VOC
fisîn;fisîninan;fisîINS(nin)INS(a)n;INS(nin),INS(a);;INDF,N,PL,ACC
seza;sezainan;sezaINS(inan);INS(inan);;INDF,N,PL,ACC
kavil;kavilên;kavilINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
wer-gerandin;biwer-gerandiama;INS(bi)wer-gerandiDEL(n)INS(a)INS(m)INS(a);INS(bi),INS(a),INS(m),INS(a);DEL(n);1,COND,POS,PST,SG,V
hengam;hengamên;hengamINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
ra-hiþtin;nera-hiþn;INS(ne)ra-hiþDEL(t)DEL(i)n;INS(ne);DEL(t),DEL(i);1,2,3,IMP,NEG,PL,PRS,SBJV,V
