Source;Target;Combined;Inserts;Deletes
elősegítés;elősegítésekhez;elősegítésINS(e)INS(k)INS(h)INS(e)INS(z);INS(e),INS(k),INS(h),INS(e),INS(z);
égtáj;égtájnak;égtájINS(n)INS(ak);INS(n),INS(ak);
villany;villanyoknál;villanyINS(o)INS(k)INS(n)INS(á)INS(l);INS(o),INS(k),INS(n),INS(á),INS(l);
revolver;revolverekig;revolverINS(e)INS(k)INS(i)INS(g);INS(e),INS(k),INS(i),INS(g);
segítés;segítésnek;segítésINS(n)INS(e)INS(k);INS(n),INS(e),INS(k);
workshop;workshopot;workshopINS(o)INS(t);INS(o),INS(t);
átír;átírd;átírINS(d);INS(d);
rendes;rendessel;rendesINS(s)INS(e)INS(l);INS(s),INS(e),INS(l);
elismerése;elismerésétől;elismerésDEL(e)INS(é)INS(t)INS(ő)INS(l);INS(é),INS(t),INS(ő),INS(l);DEL(e)
pusztít;pusztítanának;pusztítINS(a)INS(n)INS(á)INS(n)INS(a)INS(k);INS(a),INS(n),INS(á),INS(n),INS(a),INS(k);
zajtalan;zajtalannak;zajtalanINS(n)INS(ak);INS(n),INS(ak);
teknősbéka;teknősbékára;teknősbékINS(á)INS(r)a;INS(á),INS(r);
felső;felsőkre;felsőINS(k)INS(r)INS(e);INS(k),INS(r),INS(e);
megkér;megkértünk;megkérINS(t)INS(ü)INS(n)INS(k);INS(t),INS(ü),INS(n),INS(k);
kizárt;kizárttal;kizártINS(t)INS(a)INS(l);INS(t),INS(a),INS(l);
decentralizáció;decentralizációnak;decentralizációINS(n)INS(ak);INS(n),INS(ak);
konstatál;konstatáljátok;konstatálINS(j)INS(á)INS(t)INS(o)INS(k);INS(j),INS(á),INS(t),INS(o),INS(k);
árnyékod;árnyékodnál;árnyékodINS(ná)INS(l);INS(ná),INS(l);
legolajosabb;legolajosabbal;legolajosabbINS(a)INS(l);INS(a),INS(l);
kisfiú;kisfiúkként;kisfiúINS(k)INS(k)INS(é)INS(n)INS(t);INS(k),INS(k),INS(é),INS(n),INS(t);
rendelkezése;rendelkezéséért;rendelkezésDEL(e)INS(é)INS(é)INS(r)INS(t);INS(é),INS(é),INS(r),INS(t);DEL(e)
kizárólagos;kizárólagosakért;kizárólagosINS(a)INS(k)INS(é)INS(r)INS(t);INS(a),INS(k),INS(é),INS(r),INS(t);
tornacipő;tornacipő;tornacipő;;
megoldható;megoldhatóért;megoldhatóINS(ért);INS(ért);
fogás;fogásokon;fogásINS(o)INS(k)INS(o)INS(n);INS(o),INS(k),INS(o),INS(n);
hermelin;hermelinre;hermelinINS(r)INS(e);INS(r),INS(e);
füröszt;fürösztöttél;fürösztINS(ö)INS(t)INS(t)INS(é)INS(l);INS(ö),INS(t),INS(t),INS(é),INS(l);
szervál;szerválja;szerválINS(j)INS(a);INS(j),INS(a);
színez;színezi;színezINS(i);INS(i);
legszánalmasabb;legszánalmasabbakért;legszánalmasabbINS(a)INS(k)INS(é)INS(r)INS(t);INS(a),INS(k),INS(é),INS(r),INS(t);
moralizál;moralizálnom;moralizálINS(n)INS(o)INS(m);INS(n),INS(o),INS(m);
vadrózsa;vadrózsákba;vadrózsINS(á)INS(k)INS(b)a;INS(á),INS(k),INS(b);
hasznosít;hasznosítottátok;hasznosítINS(o)INS(t)INS(t)INS(á)INS(t)INS(o)INS(k);INS(o),INS(t),INS(t),INS(á),INS(t),INS(o),INS(k);
rendszerváltozás;rendszerváltozásban;rendszerváltozásINS(b)INS(a)INS(n);INS(b),INS(a),INS(n);
legszennyezettebb;legszennyezettebbek;legszennyezettebbINS(e)INS(k);INS(e),INS(k);
évf.;évf.-ot;évf.INS(-)INS(o)INS(t);INS(-),INS(o),INS(t);
illeszt;illesszen;illesINS(s)zDEL(t)INS(e)INS(n);INS(s),INS(e),INS(n);DEL(t)
szótlan;szótlanra;szótlanINS(r)INS(a);INS(r),INS(a);
lel;lelni;lelINS(n)INS(i);INS(n),INS(i);
kontingens;kontingenseknek;kontingensINS(e)INS(k)INS(n)INS(e)INS(k);INS(e),INS(k),INS(n),INS(e),INS(k);
nehézfém;nehézfémekből;nehézfémINS(e)INS(k)INS(b)INS(ő)INS(l);INS(e),INS(k),INS(b),INS(ő),INS(l);
elsodor;elsodortam;elsodorINS(t)INS(a)INS(m);INS(t),INS(a),INS(m);
nonszensz;nonszenszt;nonszenszINS(t);INS(t);
hamvaszt;hamvasztok;hamvasztINS(o)INS(k);INS(o),INS(k);
felület;felületeket;felülINS(e)INS(t)INS(e)INS(k)et;INS(e),INS(t),INS(e),INS(k);
félelem;félelemnél;félelemINS(né)INS(l);INS(né),INS(l);
emeletes;emeleteseken;emeletesINS(e)INS(k)INS(e)INS(n);INS(e),INS(k),INS(e),INS(n);
zsalugáter;zsalugáterért;zsalugáterINS(ért);INS(ért);
alelnök;alelnököt;alelnökINS(ö)INS(t);INS(ö),INS(t);
kupola;kupolákig;kupolDEL(a)INS(á)INS(k)INS(i)INS(g);INS(á),INS(k),INS(i),INS(g);DEL(a)
tisztesség;tisztességek;tisztességINS(e)INS(k);INS(e),INS(k);
hóember;hóemberért;hóemberINS(ért);INS(ért);
promóció;promóciókat;promócióINS(k)INS(a)INS(t);INS(k),INS(a),INS(t);
átló;átlót;átlóINS(t);INS(t);
éber;ébertől;éberINS(t)INS(ől);INS(t),INS(ől);
karaván;karavánnál;karavánINS(ná)INS(l);INS(ná),INS(l);
bekezdés;bekezdéseknél;bekezdésINS(e)INS(k)INS(n)INS(é)INS(l);INS(e),INS(k),INS(n),INS(é),INS(l);
milliárdos;milliárdosokba;milliárdosINS(o)INS(k)INS(b)INS(a);INS(o),INS(k),INS(b),INS(a);
legbőségesebb;legbőségesebben;legbőségesebbINS(e)INS(n);INS(e),INS(n);
pulóver;pulóverről;pulóverINS(r)INS(ő)INS(l);INS(r),INS(ő),INS(l);
abrak;abrakból;abrakINS(b)INS(ól);INS(b),INS(ól);
nagyszámú;nagyszámút;nagyszámúINS(t);INS(t);
repülőgépgyár;repülőgépgyárért;repülőgépgyárINS(ért);INS(ért);
könyvespolc;könyvespolcról;könyvespolcINS(r)INS(ól);INS(r),INS(ól);
bizonyos;bizonyosakig;bizonyosINS(a)INS(k)INS(i)INS(g);INS(a),INS(k),INS(i),INS(g);
likvidál;likvidáld;likvidálINS(d);INS(d);
átkeresztel;átkeresztelnek;átkeresztelINS(n)INS(e)INS(k);INS(n),INS(e),INS(k);
vadászrepülőgép;vadászrepülőgépekig;vadászrepülőgépINS(e)INS(k)INS(i)INS(g);INS(e),INS(k),INS(i),INS(g);
pályaválasztás;pályaválasztásoknál;pályaválasztásINS(o)INS(k)INS(n)INS(á)INS(l);INS(o),INS(k),INS(n),INS(á),INS(l);
zöldpaprika;zöldpaprikákon;zöldpaprikDEL(a)INS(á)INS(k)INS(o)INS(n);INS(á),INS(k),INS(o),INS(n);DEL(a)
kiválasztása;kiválasztásával;kiválasztásINS(á)INS(v)aINS(l);INS(á),INS(v),INS(l);
ánizs;ánizsoktól;ánizsINS(o)INS(k)INS(t)INS(ó)INS(l);INS(o),INS(k),INS(t),INS(ó),INS(l);
strici;stricit;striciINS(t);INS(t);
vonz;vonzottak;vonzINS(o)INS(t)INS(t)INS(a)INS(k);INS(o),INS(t),INS(t),INS(a),INS(k);
vályú;vályúval;vályúINS(v)INS(a)INS(l);INS(v),INS(a),INS(l);
oxidáció;oxidációban;oxidációINS(b)INS(a)INS(n);INS(b),INS(a),INS(n);
találékonyság;találékonyságból;találékonyságINS(b)INS(ól);INS(b),INS(ól);
csalás;csalásként;csalásINS(ként);INS(ként);
ültetvény;ültetvényekkel;ültetvényINS(e)INS(k)INS(k)INS(e)INS(l);INS(e),INS(k),INS(k),INS(e),INS(l);
cumi;cumik;cumiINS(k);INS(k);
szakértő;szakértőnél;szakértőINS(né)INS(l);INS(né),INS(l);
szépirodalom;szépirodalmakhoz;szépirodalDEL(o)mINS(a)INS(k)INS(h)INS(o)INS(z);INS(a),INS(k),INS(h),INS(o),INS(z);DEL(o)
elkerül;elkerüljek;elkerülINS(j)INS(e)INS(k);INS(j),INS(e),INS(k);
tízparancsolat;tízparancsolatoknál;tízparancsolatINS(o)INS(k)INS(n)INS(á)INS(l);INS(o),INS(k),INS(n),INS(á),INS(l);
aktivitás;aktivitásokig;aktivitásINS(o)INS(k)INS(i)INS(g);INS(o),INS(k),INS(i),INS(g);
festmény;festményeken;festményINS(e)INS(k)INS(e)INS(n);INS(e),INS(k),INS(e),INS(n);
borpince;borpincékből;borpincDEL(e)INS(é)INS(k)INS(b)INS(ő)INS(l);INS(é),INS(k),INS(b),INS(ő),INS(l);DEL(e)
tartozás;tartozásoktól;tartozásINS(o)INS(k)INS(t)INS(ó)INS(l);INS(o),INS(k),INS(t),INS(ó),INS(l);
lidérc;lidércért;lidércINS(ért);INS(ért);
zsong;zsongó;zsongINS(ó);INS(ó);
festőművész;festőművészben;festőművészINS(b)INS(e)INS(n);INS(b),INS(e),INS(n);
kulminál;kulmináld;kulminálINS(d);INS(d);
szállítása;szállításán;szállításDEL(a)INS(á)INS(n);INS(á),INS(n);DEL(a)
mérleghinta;mérleghintákra;mérleghintINS(á)INS(k)INS(r)a;INS(á),INS(k),INS(r);
mikádó;mikádókért;mikádóINS(k)INS(é)INS(r)INS(t);INS(k),INS(é),INS(r),INS(t);
követő;követőkről;követőINS(k)INS(r)INS(ő)INS(l);INS(k),INS(r),INS(ő),INS(l);
fecske;fecskeként;fecskeINS(ként);INS(ként);
fénycső;fénycsőre;fénycsőINS(r)INS(e);INS(r),INS(e);
tájékoztatása;tájékoztatásáig;tájékoztatásDEL(a)INS(á)INS(i)INS(g);INS(á),INS(i),INS(g);DEL(a)
automatizál;automatizálnia;automatizálINS(n)INS(i)INS(a);INS(n),INS(i),INS(a);
nagyapa;nagyapákban;nagyapINS(á)INS(k)INS(b)aINS(n);INS(á),INS(k),INS(b),INS(n);
akkumulátor;akkumulátorokért;akkumulátorINS(o)INS(k)INS(é)INS(r)INS(t);INS(o),INS(k),INS(é),INS(r),INS(t);
vízrajz;vízrajzra;vízrajzINS(r)INS(a);INS(r),INS(a);
rágcsáló;rágcsálókért;rágcsálóINS(k)INS(é)INS(r)INS(t);INS(k),INS(é),INS(r),INS(t);
szakrális;szakrálisakért;szakrálisINS(a)INS(k)INS(é)INS(r)INS(t);INS(a),INS(k),INS(é),INS(r),INS(t);
igényel;igényelnetek;igényelINS(n)INS(e)INS(t)INS(e)INS(k);INS(n),INS(e),INS(t),INS(e),INS(k);
kialszik;kialudná;kialDEL(s)DEL(z)DEL(i)DEL(k)INS(u)INS(d)INS(n)INS(á);INS(u),INS(d),INS(n),INS(á);DEL(s),DEL(z),DEL(i),DEL(k)
közlekedési;közlekedésin;közlekedésiINS(n);INS(n);
nagycsütörtök;nagycsütörtökökért;nagycsütörtökINS(ö)INS(k)INS(é)INS(r)INS(t);INS(ö),INS(k),INS(é),INS(r),INS(t);
kétkamarás;kétkamaráson;kétkamarásINS(o)INS(n);INS(o),INS(n);
ártatlan;ártatlanná;ártatlanINS(n)INS(á);INS(n),INS(á);
minősít;minősítették;minősítINS(e)INS(t)INS(t)INS(é)INS(k);INS(e),INS(t),INS(t),INS(é),INS(k);
harmonika;harmonikákhoz;harmonikDEL(a)INS(á)INS(k)INS(h)INS(o)INS(z);INS(á),INS(k),INS(h),INS(o),INS(z);DEL(a)
teke;tekéből;tekDEL(e)INS(é)INS(b)INS(ő)INS(l);INS(é),INS(b),INS(ő),INS(l);DEL(e)
plébános;plébánosként;plébánosINS(ként);INS(ként);
tüzel;tüzeled;tüzelINS(e)INS(d);INS(e),INS(d);
megnehezít;megnehezítsen;megnehezítINS(s)INS(e)INS(n);INS(s),INS(e),INS(n);
világtalan;világtalanokkal;világtalanINS(o)INS(k)INS(k)INS(a)INS(l);INS(o),INS(k),INS(k),INS(a),INS(l);
kölcsönöz;kölcsönzöd;kölcsönDEL(ö)zINS(ö)INS(d);INS(ö),INS(d);DEL(ö)
evidens;evidensekben;evidensINS(e)INS(k)INS(b)INS(e)INS(n);INS(e),INS(k),INS(b),INS(e),INS(n);
bolgár;bolgárról;bolgárINS(r)INS(ól);INS(r),INS(ól);
keddi;keddihez;keddiINS(h)INS(e)INS(z);INS(h),INS(e),INS(z);
munkaviszony;munkaviszonyokig;munkaviszonyINS(o)INS(k)INS(i)INS(g);INS(o),INS(k),INS(i),INS(g);
fülemüle;fülemülékig;fülemülDEL(e)INS(é)INS(k)INS(i)INS(g);INS(é),INS(k),INS(i),INS(g);DEL(e)
szövetkezeti;szövetkezetieknél;szövetkezetiINS(e)INS(k)INS(n)INS(é)INS(l);INS(e),INS(k),INS(n),INS(é),INS(l);
brácsa;brácsákig;brácsDEL(a)INS(á)INS(k)INS(i)INS(g);INS(á),INS(k),INS(i),INS(g);DEL(a)
apród;apróddal;apródINS(d)INS(a)INS(l);INS(d),INS(a),INS(l);
tápláléklánc;táplálékláncokkal;táplálékláncINS(o)INS(k)INS(k)INS(a)INS(l);INS(o),INS(k),INS(k),INS(a),INS(l);
munkásság;munkásság;munkásság;;
centenárium;centenáriumok;centenáriumINS(o)INS(k);INS(o),INS(k);
hangsúly;hangsúlyoknál;hangsúlyINS(o)INS(k)INS(n)INS(á)INS(l);INS(o),INS(k),INS(n),INS(á),INS(l);
felmond;felmondanod;felmonINS(d)INS(a)INS(n)INS(o)d;INS(d),INS(a),INS(n),INS(o);
mágus;mágusokból;mágusINS(o)INS(k)INS(b)INS(ó)INS(l);INS(o),INS(k),INS(b),INS(ó),INS(l);
ügyfelei;ügyfelein;ügyfeleiINS(n);INS(n);
frigy;frigyekért;frigyINS(e)INS(k)INS(é)INS(r)INS(t);INS(e),INS(k),INS(é),INS(r),INS(t);
káros;károssal;károsINS(s)INS(a)INS(l);INS(s),INS(a),INS(l);
elvégzés;elvégzéssel;elvégzésINS(s)INS(e)INS(l);INS(s),INS(e),INS(l);
kivisz;kivittek;kiviDEL(s)DEL(z)INS(t)INS(t)INS(e)INS(k);INS(t),INS(t),INS(e),INS(k);DEL(s),DEL(z)
jégszem;jégszemnél;jégszemINS(né)INS(l);INS(né),INS(l);
másfajta;másfajtáért;másfajINS(t)INS(á)INS(é)INS(r)tDEL(a);INS(t),INS(á),INS(é),INS(r);DEL(a)
koncertterem;koncertteremmé;koncertteremINS(m)INS(é);INS(m),INS(é);
felmos;felmosnánk;felmosINS(n)INS(á)INS(n)INS(k);INS(n),INS(á),INS(n),INS(k);
berakás;berakásra;berakásINS(r)INS(a);INS(r),INS(a);
szociológus;szociológusként;szociológusINS(ként);INS(ként);
koalíciós;koalíciósakká;koalíciósINS(a)INS(k)INS(k)INS(á);INS(a),INS(k),INS(k),INS(á);
tá;tákig;táINS(k)INS(i)INS(g);INS(k),INS(i),INS(g);
álom;álmokra;álDEL(o)mINS(o)INS(k)INS(r)INS(a);INS(o),INS(k),INS(r),INS(a);DEL(o)
kiadó;kiadóknál;kiadóINS(k)INS(n)INS(á)INS(l);INS(k),INS(n),INS(á),INS(l);
úd;údhoz;údINS(h)INS(oz);INS(h),INS(oz);
zsalu;zsalukból;zsaluINS(k)INS(b)INS(ó)INS(l);INS(k),INS(b),INS(ó),INS(l);
forgalom;forgalmakhoz;forgalDEL(o)mINS(a)INS(k)INS(h)INS(o)INS(z);INS(a),INS(k),INS(h),INS(o),INS(z);DEL(o)
futballista;futballistáért;futballisINS(t)INS(á)INS(é)INS(r)tDEL(a);INS(t),INS(á),INS(é),INS(r);DEL(a)
blamíroz;blamíroznánk;blamírozINS(n)INS(á)INS(n)INS(k);INS(n),INS(á),INS(n),INS(k);
nemesem;nemesemmel;nemesemINS(m)INS(e)INS(l);INS(m),INS(e),INS(l);
tőzsde;tőzsdéktől;tőzsdDEL(e)INS(é)INS(k)INS(t)INS(ő)INS(l);INS(é),INS(k),INS(t),INS(ő),INS(l);DEL(e)
totalitárius;totalitáriusba;totalitáriusINS(b)INS(a);INS(b),INS(a);
legalkalmasabb;legalkalmasabb;legalkalmasabb;;
összekötő;összekötőnél;összekötőINS(né)INS(l);INS(né),INS(l);
sárgaréz;sárgarézről;sárgarézINS(r)INS(ő)INS(l);INS(r),INS(ő),INS(l);
aszályos;aszályoshoz;aszályosINS(h)INS(oz);INS(h),INS(oz);
alkotóbb;alkotóbbaknak;alkotóbbINS(a)INS(k)INS(n)INS(a)INS(k);INS(a),INS(k),INS(n),INS(a),INS(k);
élesztő;élesztőkhöz;élesztőINS(k)INS(h)INS(ö)INS(z);INS(k),INS(h),INS(ö),INS(z);
olvasó;olvasókig;olvasóINS(k)INS(i)INS(g);INS(k),INS(i),INS(g);
veszprémi;veszprémieken;veszprémiINS(e)INS(k)INS(e)INS(n);INS(e),INS(k),INS(e),INS(n);
naszád;naszádért;naszádINS(ért);INS(ért);
nézet;nézetektől;nézetINS(e)INS(k)INS(t)INS(ő)INS(l);INS(e),INS(k),INS(t),INS(ő),INS(l);
kolonializmus;kolonializmusoknak;kolonializmusINS(o)INS(k)INS(n)INS(a)INS(k);INS(o),INS(k),INS(n),INS(a),INS(k);
kulturált;kulturált;kulturált;;
magnitúdó;magnitúdó;magnitúdó;;
lexikológia;lexikológiát;lexikológiDEL(a)INS(á)INS(t);INS(á),INS(t);DEL(a)
lándzsa;lándzsákként;lándzsDEL(a)INS(á)INS(k)INS(k)INS(é)INS(n)INS(t);INS(á),INS(k),INS(k),INS(é),INS(n),INS(t);DEL(a)
vasfüggöny;vasfüggönyökig;vasfüggönyINS(ö)INS(k)INS(i)INS(g);INS(ö),INS(k),INS(i),INS(g);
dobhártya;dobhártyánál;dobhártyDEL(a)INS(á)INS(n)INS(á)INS(l);INS(á),INS(n),INS(á),INS(l);DEL(a)
gátol;gátoljon;gátolINS(j)INS(o)INS(n);INS(j),INS(o),INS(n);
hercegprímás;hercegprímásokká;hercegprímásINS(o)INS(k)INS(k)INS(á);INS(o),INS(k),INS(k),INS(á);
külkereskedelmi;külkereskedelmiekbe;külkereskedelmiINS(e)INS(k)INS(b)INS(e);INS(e),INS(k),INS(b),INS(e);
vizsga;vizsgáig;vizsINS(g)INS(á)INS(i)gDEL(a);INS(g),INS(á),INS(i);DEL(a)
szilvalekvár;szilvalekvárokkal;szilvalekvárINS(o)INS(k)INS(k)INS(a)INS(l);INS(o),INS(k),INS(k),INS(a),INS(l);
belátható;beláthatóról;beláthatóINS(r)INS(ól);INS(r),INS(ól);
beton;betonokon;betINS(o)INS(n)INS(o)INS(k)on;INS(o),INS(n),INS(o),INS(k);
állattan;állattanra;állattanINS(r)INS(a);INS(r),INS(a);
szükségszerűség;szükségszerűségtől;szükségszerűségINS(t)INS(ől);INS(t),INS(ől);
ujjong;ujjongunk;ujjongINS(u)INS(n)INS(k);INS(u),INS(n),INS(k);
maki;makikon;makiINS(k)INS(o)INS(n);INS(k),INS(o),INS(n);
ornitológiai;ornitológiaiból;ornitológiaiINS(b)INS(ól);INS(b),INS(ól);
tizenéves;tizenévesnél;tizenévesINS(né)INS(l);INS(né),INS(l);
tapasztalatom;tapasztalatom;tapasztalatom;;
statisztika;statisztikára;statisztikINS(á)INS(r)a;INS(á),INS(r);
kereszthalál;kereszthalált;kereszthalálINS(t);INS(t);
gyógyítás;gyógyításnak;gyógyításINS(n)INS(ak);INS(n),INS(ak);
feketepiac;feketepiacokra;feketepiacINS(o)INS(k)INS(r)INS(a);INS(o),INS(k),INS(r),INS(a);
legdepressziósabb;legdepressziósabbnál;legdepressziósabbINS(ná)INS(l);INS(ná),INS(l);
ablakuk;ablakukból;ablakukINS(b)INS(ól);INS(b),INS(ól);
takar;takarnál;takarINS(ná)INS(l);INS(ná),INS(l);
széllökés;széllökéseknél;széllökésINS(e)INS(k)INS(n)INS(é)INS(l);INS(e),INS(k),INS(n),INS(é),INS(l);
fogászat;fogászatokért;fogászaINS(t)INS(o)INS(k)INS(é)INS(r)t;INS(t),INS(o),INS(k),INS(é),INS(r);
pornó;pornók;pornóINS(k);INS(k);
szállítás;szállítások;szállításINS(o)INS(k);INS(o),INS(k);
kulcsszó;kulcsszavakba;kulcsszDEL(ó)INS(a)INS(v)INS(a)INS(k)INS(b)INS(a);INS(a),INS(v),INS(a),INS(k),INS(b),INS(a);DEL(ó)
gyászol;gyászoltok;gyászolINS(t)INS(o)INS(k);INS(t),INS(o),INS(k);
show;singular;sDEL(h)DEL(o)DEL(w)INS(i)INS(n)INS(g)INS(u)INS(l)INS(a)INS(r);INS(i),INS(n),INS(g),INS(u),INS(l),INS(a),INS(r);DEL(h),DEL(o),DEL(w)
lényeges;lényegessel;lényegesINS(s)INS(e)INS(l);INS(s),INS(e),INS(l);
hegedű;hegedűkkel;hegedűINS(k)INS(k)INS(e)INS(l);INS(k),INS(k),INS(e),INS(l);
masíroz;masíroztátok;masírozINS(t)INS(á)INS(t)INS(o)INS(k);INS(t),INS(á),INS(t),INS(o),INS(k);
kétéves;kétéveseknél;kétévesINS(e)INS(k)INS(n)INS(é)INS(l);INS(e),INS(k),INS(n),INS(é),INS(l);
biztosabb;biztosabbal;biztosabbINS(a)INS(l);INS(a),INS(l);
szemetesebb;szemetesebbre;szemetesebbINS(r)INS(e);INS(r),INS(e);
keresztény;kereszténynél;keresztényINS(né)INS(l);INS(né),INS(l);
szarka;szarkákként;szarkDEL(a)INS(á)INS(k)INS(k)INS(é)INS(n)INS(t);INS(á),INS(k),INS(k),INS(é),INS(n),INS(t);DEL(a)
analfabéta;analfabétákra;analfabétINS(á)INS(k)INS(r)a;INS(á),INS(k),INS(r);
virulens;virulensekből;virulensINS(e)INS(k)INS(b)INS(ő)INS(l);INS(e),INS(k),INS(b),INS(ő),INS(l);
csapda;csapdákkal;csapdINS(á)INS(k)INS(k)aINS(l);INS(á),INS(k),INS(k),INS(l);
spontaneitás;spontaneitásokról;spontaneitásINS(o)INS(k)INS(r)INS(ó)INS(l);INS(o),INS(k),INS(r),INS(ó),INS(l);
világbéke;világbékékben;világbékINS(é)INS(k)INS(b)eINS(n);INS(é),INS(k),INS(b),INS(n);
egzisztencia;egzisztenciától;egzisztenciDEL(a)INS(á)INS(t)INS(ó)INS(l);INS(á),INS(t),INS(ó),INS(l);DEL(a)
előállít;előállított;előállíINS(t)INS(o)INS(t)t;INS(t),INS(o),INS(t);
tánczene;tánczenévé;tánczenDEL(e)INS(é)INS(v)INS(é);INS(é),INS(v),INS(é);DEL(e)
merészel;merészelné;merészelINS(n)INS(é);INS(n),INS(é);
padjaitok;padjaitokként;padjaitokINS(ként);INS(ként);
nyaka;nyaka;nyaka;;
jelvény;jelvényekre;jelvényINS(e)INS(k)INS(r)INS(e);INS(e),INS(k),INS(r),INS(e);
csúnyább;csúnyábbnak;csúnyábbINS(n)INS(ak);INS(n),INS(ak);
tünde;tündéket;tündINS(é)INS(k)eINS(t);INS(é),INS(k),INS(t);
mosogató;mosogatónál;mosogatóINS(ná)INS(l);INS(ná),INS(l);
mispóche;mispóchéra;mispóchDEL(e)INS(é)INS(r)INS(a);INS(é),INS(r),INS(a);DEL(e)
OS;OS-ről;OSINS(-)INS(r)INS(ő)INS(l);INS(-),INS(r),INS(ő),INS(l);
társadalombiztosítás;társadalombiztosításért;társadalombiztosításINS(ért);INS(ért);
kezem;kezemben;kezemINS(b)INS(e)INS(n);INS(b),INS(e),INS(n);
becsületes;becsületesekkel;becsületesINS(e)INS(k)INS(k)INS(e)INS(l);INS(e),INS(k),INS(k),INS(e),INS(l);
eszterga;esztergából;esztergDEL(a)INS(á)INS(b)INS(ó)INS(l);INS(á),INS(b),INS(ó),INS(l);DEL(a)
ejtőernyő;ejtőernyők;ejtőernyőINS(k);INS(k);
kalász;kalászokra;kalászINS(o)INS(k)INS(r)INS(a);INS(o),INS(k),INS(r),INS(a);
körszínház;körszínházat;körszínházINS(a)INS(t);INS(a),INS(t);
horogkereszt;horogkeresztekig;horogkeresztINS(e)INS(k)INS(i)INS(g);INS(e),INS(k),INS(i),INS(g);
hefti;heftikké;heftiINS(k)INS(k)INS(é);INS(k),INS(k),INS(é);
előnyei;előnyeiként;előnyeiINS(ként);INS(ként);
fasírt;fasírt;fasírt;;
tárol;tárolok;tárolINS(o)INS(k);INS(o),INS(k);
megfojt;megfojtotok;megfojtINS(o)INS(t)INS(o)INS(k);INS(o),INS(t),INS(o),INS(k);
elfogadott;elfogadottakig;elfogadottINS(a)INS(k)INS(i)INS(g);INS(a),INS(k),INS(i),INS(g);
pontosvessző;pontosvesszőként;pontosvesszőINS(ként);INS(ként);
terjedelmesebb;terjedelmesebbnek;terjedelmesebbINS(n)INS(e)INS(k);INS(n),INS(e),INS(k);
észszerűség;észszerűségekkel;észszerűségINS(e)INS(k)INS(k)INS(e)INS(l);INS(e),INS(k),INS(k),INS(e),INS(l);
bókol;bókoljak;bókolINS(j)INS(a)INS(k);INS(j),INS(a),INS(k);
legzajtalanabb;legzajtalanabbakért;legzajtalanabbINS(a)INS(k)INS(é)INS(r)INS(t);INS(a),INS(k),INS(é),INS(r),INS(t);
mosómedve;mosómedvéknek;mosómedvINS(é)INS(k)INS(n)eINS(k);INS(é),INS(k),INS(n),INS(k);
gáz;gázokba;gázINS(o)INS(k)INS(b)INS(a);INS(o),INS(k),INS(b),INS(a);
arisztokrácia;arisztokrácia;arisztokrácia;;
orrszarv;orrszarvról;orrszarvINS(r)INS(ól);INS(r),INS(ól);
pünkösd;pünkösdért;pünkösdINS(ért);INS(ért);
gulyás;gulyásokká;gulyásINS(o)INS(k)INS(k)INS(á);INS(o),INS(k),INS(k),INS(á);
társadalom;társadalomhoz;társadalomINS(h)INS(oz);INS(h),INS(oz);
műkorcsolyázás;műkorcsolyázás;műkorcsolyázás;;
jáde;jádéknak;jádDEL(e)INS(é)INS(k)INS(n)INS(a)INS(k);INS(é),INS(k),INS(n),INS(a),INS(k);DEL(e)
díszvacsora;díszvacsorából;díszvacsorDEL(a)INS(á)INS(b)INS(ó)INS(l);INS(á),INS(b),INS(ó),INS(l);DEL(a)
import;importokig;importINS(o)INS(k)INS(i)INS(g);INS(o),INS(k),INS(i),INS(g);
diszkriminál;diszkrimináltam;diszkriminálINS(t)INS(a)INS(m);INS(t),INS(a),INS(m);
ökölvívó;ökölvívókról;ökölvívóINS(k)INS(r)INS(ó)INS(l);INS(k),INS(r),INS(ó),INS(l);
királyi;királyival;királyiINS(v)INS(a)INS(l);INS(v),INS(a),INS(l);
elnéz;elnéznek;elnézINS(n)INS(e)INS(k);INS(n),INS(e),INS(k);
tipor;tipornom;tiporINS(n)INS(o)INS(m);INS(n),INS(o),INS(m);
szubjektivitás;szubjektivitástól;szubjektivitásINS(t)INS(ól);INS(t),INS(ól);
legértelmesebb;legértelmesebbekké;legértelmesebbINS(e)INS(k)INS(k)INS(é);INS(e),INS(k),INS(k),INS(é);
kondás;kondásokként;kondásINS(o)INS(k)INS(k)INS(é)INS(n)INS(t);INS(o),INS(k),INS(k),INS(é),INS(n),INS(t);
holdfény;holdfénynél;holdfényINS(né)INS(l);INS(né),INS(l);
állandóság;állandóságnak;állandóságINS(n)INS(ak);INS(n),INS(ak);
pénzmosás;pénzmosástól;pénzmosásINS(t)INS(ól);INS(t),INS(ól);
lábtyű;lábtyűben;lábtyűINS(b)INS(e)INS(n);INS(b),INS(e),INS(n);
szelekció;szelekciót;szelekcióINS(t);INS(t);
gésa;gésánál;gésDEL(a)INS(á)INS(n)INS(á)INS(l);INS(á),INS(n),INS(á),INS(l);DEL(a)
vipera;viperákért;viperDEL(a)INS(á)INS(k)INS(é)INS(r)INS(t);INS(á),INS(k),INS(é),INS(r),INS(t);DEL(a)
császárság;császárságokhoz;császárságINS(o)INS(k)INS(h)INS(o)INS(z);INS(o),INS(k),INS(h),INS(o),INS(z);
