Source;Target;Combined;Inserts;Deletes;Grammar
locare;locante;locaDEL(r)INS(nt)e;INS(nt);DEL(r);V.PTCP,PRS
scegliersi;ci sceglieremo;INS(ci )sceglierDEL(si)INS(emo);INS(ci ),INS(emo);DEL(si);V,IND,FUT,1,PL
assetare;assetassi;assetaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,2,SG
arenarsi;mi arenai;INS(mi )arenaDEL(rs)i;INS(mi );DEL(rs);V,IND,PST,1,SG,PFV
squamare;squami;squamDEL(are)INS(i);INS(i);DEL(are);V,SBJV,PRS,1,SG
stropicciare;stropicciammo;stropicciaDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
fidanzarsi;vi fidanzaste;INS(vi )fidanzaDEL(r)sDEL(i)INS(te);INS(vi ),INS(te);DEL(r),DEL(i);V,SBJV,PST,2,PL
protendersi;ci protendiamo;INS(ci )protendDEL(ers)iINS(amo);INS(ci ),INS(amo);DEL(ers);V,IND,PRS,1,PL
smetterla;la smettevano;INS(la )smetteDEL(rl)INS(v)aINS(no);INS(la ),INS(v),INS(no);DEL(rl);V,IND,PST,3,PL,IPFV
ubbligare;ubbligassi;ubbligaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,2,SG
terrificare;terrifichi;terrificDEL(are)INS(hi);INS(hi);DEL(are);V,IND,PRS,2,SG
incazzarsi;si incazzava;INS(si )incazzINS(av)aDEL(rsi);INS(si ),INS(av);DEL(rsi);V,IND,PST,3,SG,IPFV
arsicciare;arsicciavamo;arsicciaDEL(re)INS(vamo);INS(vamo);DEL(re);V,IND,PST,1,PL,IPFV
impomatarsi;mi impomatavo;INS(mi )impomataDEL(rsi)INS(vo);INS(mi ),INS(vo);DEL(rsi);V,IND,PST,1,SG,IPFV
lodarsi;mi lodassi;INS(mi )lodaDEL(r)sINS(s)i;INS(mi ),INS(s);DEL(r);V,SBJV,PST,1,SG
involgarire;involgarirete;involgarirINS(et)e;INS(et);;V,IND,FUT,2,PL
coricare;coricherai;coricINS(her)aDEL(re)INS(i);INS(her),INS(i);DEL(re);V,IND,FUT,2,SG
ribattezzare;ribattezzerei;ribattezzDEL(a)INS(e)reINS(i);INS(e),INS(i);DEL(a);V,COND,1,SG
ignifugare;ignifughi;ignifugDEL(are)INS(hi);INS(hi);DEL(are);V,IND,PRS,2,SG
divorziare;divorziaste;divorziaDEL(r)INS(st)e;INS(st);DEL(r);V,IND,PST,2,PL,PFV
riappropriare;riappropriassi;riappropriaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
accoccovarsi;si accoccovino;INS(si )accoccovDEL(ars)iINS(no);INS(si ),INS(no);DEL(ars);V,POS,IMP,3,PL
rassicurarsi;vi rassicuraste;INS(vi )rassicuraDEL(r)sDEL(i)INS(te);INS(vi ),INS(te);DEL(r),DEL(i);V,SBJV,PST,2,PL
riaffermarsi;vi riaffermaste;INS(vi )riaffermaDEL(r)sDEL(i)INS(te);INS(vi ),INS(te);DEL(r),DEL(i);V,SBJV,PST,2,PL
degnare;degneresti;degnDEL(a)INS(e)reINS(sti);INS(e),INS(sti);DEL(a);V,COND,2,SG
inamidare;inamidante;inamidaDEL(r)INS(nt)e;INS(nt);DEL(r);V.PTCP,PRS
mercanteggiare;mercanteggerebbe;mercanteggDEL(ia)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(ia);V,COND,3,SG
inzotichire;inzotichire;inzotichire;;;V,NFIN
scaricare;scaricarono;scaricarDEL(e)INS(ono);INS(ono);DEL(e);V,IND,PST,3,PL,PFV
telematizzare;telematizzerà;telematizzDEL(ar)eINS(rà);INS(rà);DEL(ar);V,IND,FUT,3,SG
rirompere;rirompono;rirompDEL(ere)INS(ono);INS(ono);DEL(ere);V,IND,PRS,3,PL
raffazzonare;raffazzonai;raffazzonaDEL(re)INS(i);INS(i);DEL(re);V,IND,PST,1,SG,PFV
scudisciare;scudisceremo;scudiscDEL(ia)INS(e)reINS(mo);INS(e),INS(mo);DEL(ia);V,IND,FUT,1,PL
anfanare;anfanavate;anfanaDEL(r)INS(vat)e;INS(vat);DEL(r);V,IND,PST,2,PL,IPFV
lavarsi;mi laverei;INS(mi )lavDEL(ars)INS(ere)i;INS(mi ),INS(ere);DEL(ars);V,COND,1,SG
ignifugare;ignifugassero;ignifugaINS(sse)rDEL(e)INS(o);INS(sse),INS(o);DEL(e);V,SBJV,PST,3,PL
smacchiare;smacchi;smacchiDEL(are);;DEL(are);V,SBJV,PRS,2,SG
catechizzare;catechizzerebbe;catechizzDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a);V,COND,3,SG
cospergere;cospergevo;cospergDEL(er)eINS(vo);INS(vo);DEL(er);V,IND,PST,1,SG,IPFV
predisporsi;vi predisponeste;INS(vi )predispoDEL(rsi)INS(neste);INS(vi ),INS(neste);DEL(rsi);V,IND,PST,2,PL,PFV
copiare;copierei;copiDEL(a)INS(e)reINS(i);INS(e),INS(i);DEL(a);V,COND,1,SG
delirare;deliri;delirDEL(are)INS(i);INS(i);DEL(are);V,IND,PRS,2,SG
cantilenare;cantilenante;cantilenaDEL(r)INS(nt)e;INS(nt);DEL(r);V.PTCP,PRS
bruciacchiarsi;bruciacchiati;bruciacchiaDEL(rs)INS(t)i;INS(t);DEL(rs);V,POS,IMP,2,SG
ricollegare;ricolleghereste;ricollegDEL(a)INS(he)rINS(est)e;INS(he),INS(est);DEL(a);V,COND,2,PL
riscotere;riscoterà;riscoterDEL(e)INS(à);INS(à);DEL(e);V,IND,FUT,3,SG
danzare;danzeresti;danzDEL(a)INS(e)reINS(sti);INS(e),INS(sti);DEL(a);V,COND,2,SG
chetare;cheteranno;chetDEL(ar)eINS(ranno);INS(ranno);DEL(ar);V,IND,FUT,3,PL
rateizzare;rateizzaste;rateizzaDEL(r)INS(st)e;INS(st);DEL(r);V,SBJV,PST,2,PL
vulcanizzare;vulcanizzassero;vulcanizzaINS(sse)rDEL(e)INS(o);INS(sse),INS(o);DEL(e);V,SBJV,PST,3,PL
spiccicare;spiccichiamo;spiccicINS(hi)aDEL(re)INS(mo);INS(hi),INS(mo);DEL(re);V,POS,IMP,1,PL
sfilacciarsi;ti sfilacceresti;INS(ti )sfilaccDEL(ia)INS(e)rINS(e)sINS(t)i;INS(ti ),INS(e),INS(e),INS(t);DEL(ia);V,COND,2,SG
misconoscere;misconoscemmo;misconoscDEL(er)eINS(mmo);INS(mmo);DEL(er);V,IND,PST,1,PL,PFV
impasticcarsi;ti impasticchi;INS(ti )impasticcDEL(ars)INS(h)i;INS(ti ),INS(h);DEL(ars);V,SBJV,PRS,2,SG
diesare;diesi;diesDEL(are)INS(i);INS(i);DEL(are);V,SBJV,PRS,2,SG
fallarsi;si falli;INS(si )fallDEL(ars)i;INS(si );DEL(ars);V,POS,IMP,3,SG
ingraziosire;ingraziosire;ingraziosire;;;V,NFIN
inguaiarsi;si inguaiano;INS(si )inguaiaDEL(rsi)INS(no);INS(si ),INS(no);DEL(rsi);V,IND,PRS,3,PL
confederare;confedera;confederaDEL(re);;DEL(re);V,POS,IMP,2,SG
matrizzare;matrizzammo;matrizzaDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
comprare;compreranno;compDEL(ra)reINS(ranno);INS(ranno);DEL(ra);V,IND,FUT,3,PL
affiliare;affiliate;affiliaDEL(r)INS(t)e;INS(t);DEL(r);V,SBJV,PRS,2,PL
conformare;conformerete;conformDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a);V,IND,FUT,2,PL
nevrotizzare;nevrotizzerei;nevrotizzDEL(a)INS(e)reINS(i);INS(e),INS(i);DEL(a);V,COND,1,SG
meritarsi;ci meriteremo;INS(ci )meritDEL(arsi)INS(eremo);INS(ci ),INS(eremo);DEL(arsi);V,IND,FUT,1,PL
ispessire;ispessiranno;ispessirDEL(e)INS(anno);INS(anno);DEL(e);V,IND,FUT,3,PL
elogiare;elogia;elogiaDEL(re);;DEL(re);V,IND,PRS,3,SG
vilipendere;vilipendeste;vilipendeDEL(r)INS(st)e;INS(st);DEL(r);V,SBJV,PST,2,PL
centinare;centinava;centinINS(av)aDEL(re);INS(av);DEL(re);V,IND,PST,3,SG,IPFV
strangolarsi;ti strangolasti;INS(ti )strangolaDEL(r)sINS(t)i;INS(ti ),INS(t);DEL(r);V,IND,PST,2,SG,PFV
autocontrarre;autocontraendo;autocontraDEL(rr)eINS(ndo);INS(ndo);DEL(rr);V.CVB,PRS
attanagliare;attanaglieremo;attanagliDEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(a);V,IND,FUT,1,PL
agglutinare;agglutinaste;agglutinaDEL(r)INS(st)e;INS(st);DEL(r);V,IND,PST,2,PL,PFV
battezzare;battezza;battezzaDEL(re);;DEL(re);V,POS,IMP,2,SG
riesporre;riesponevate;riespoDEL(rr)INS(nevat)e;INS(nevat);DEL(rr);V,IND,PST,2,PL,IPFV
sottrarsi;mi sottraggo;INS(mi )sottraDEL(rsi)INS(ggo);INS(mi ),INS(ggo);DEL(rsi);V,IND,PRS,1,SG
suffondere;suffondevo;suffondDEL(er)eINS(vo);INS(vo);DEL(er);V,IND,PST,1,SG,IPFV
adoprarsi;adoprarsi;adoprarsi;;;V,NFIN
peragrare;peragravano;peragraDEL(re)INS(vano);INS(vano);DEL(re);V,IND,PST,3,PL,IPFV
crogiolare;crogiolano;crogiolaDEL(re)INS(no);INS(no);DEL(re);V,IND,PRS,3,PL
decorticare;decorticasti;decorticaDEL(re)INS(sti);INS(sti);DEL(re);V,IND,PST,2,SG,PFV
affienare;affienereste;affienDEL(a)INS(e)rINS(est)e;INS(e),INS(est);DEL(a);V,COND,2,PL
accaprettare;accaprettava;accaprettINS(av)aDEL(re);INS(av);DEL(re);V,IND,PST,3,SG,IPFV
impegolarsi;vi impegolate;INS(vi )impegolaDEL(rsi)INS(te);INS(vi ),INS(te);DEL(rsi);V,IND,PRS,2,PL
sottopassare;sottopasserà;sottopassDEL(ar)eINS(rà);INS(rà);DEL(ar);V,IND,FUT,3,SG
disselciare;disselciavano;disselciaDEL(re)INS(vano);INS(vano);DEL(re);V,IND,PST,3,PL,IPFV
imparruccare;imparruccassi;imparruccaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
rincoraggiare;rincoraggerò;rincoraggDEL(iar)eINS(rò);INS(rò);DEL(iar);V,IND,FUT,1,SG
sancire;sanciamo;sanciDEL(re)INS(amo);INS(amo);DEL(re);V,IND,PRS,1,PL
augurarsi;ti auguri;INS(ti )augurDEL(ars)i;INS(ti );DEL(ars);V,IND,PRS,2,SG
depolimerizzarsi;mi depolimerizzi;INS(mi )depolimerizzDEL(ars)i;INS(mi );DEL(ars);V,SBJV,PRS,1,SG
proporzionare;proporzionerebbe;proporzionDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a);V,COND,3,SG
ricaricarsi;ti ricaricavi;INS(ti )ricaricaDEL(rs)INS(v)i;INS(ti ),INS(v);DEL(rs);V,IND,PST,2,SG,IPFV
diagrammare;diagrammiamo;diagrammINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,POS,IMP,1,PL
abbruciare;abbruciaste;abbruciaDEL(r)INS(st)e;INS(st);DEL(r);V,IND,PST,2,PL,PFV
avventarsi;si avventasse;INS(si )avventaDEL(r)sDEL(i)INS(se);INS(si ),INS(se);DEL(r),DEL(i);V,SBJV,PST,3,SG
librarsi;si libri;INS(si )librDEL(ars)i;INS(si );DEL(ars);V,SBJV,PRS,3,SG
ricalcificare;ricalcifichi;ricalcificDEL(are)INS(hi);INS(hi);DEL(are);V,SBJV,PRS,3,SG
imbufalire;imbufalissimo;imbufaliDEL(re)INS(ssimo);INS(ssimo);DEL(re);V,SBJV,PST,1,PL
definire;definire;definire;;;V,NFIN
scarrellare;scarrelli;scarrellDEL(are)INS(i);INS(i);DEL(are);V,POS,IMP,3,SG
detrarre;detrassero;detraINS(sse)rDEL(re)INS(o);INS(sse),INS(o);DEL(re);V,IND,PST,3,PL,PFV
caramellare;caramellassi;caramellaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
ritrascrivere;ritrascrissi;ritrascrINS(iss)iDEL(vere);INS(iss);DEL(vere);V,IND,PST,1,SG,PFV
sciorinare;sciorinavano;sciorinaDEL(re)INS(vano);INS(vano);DEL(re);V,IND,PST,3,PL,IPFV
sottostimare;sottostimassi;sottostimaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
affarsi;si affecero;INS(si )affDEL(arsi)INS(ecero);INS(si ),INS(ecero);DEL(arsi);V,IND,PST,3,PL,PFV
rimembrarsi;rimembrato;rimembraDEL(rsi)INS(to);INS(to);DEL(rsi);V.PTCP,PST
cannare;cannino;cannDEL(are)INS(ino);INS(ino);DEL(are);V,SBJV,PRS,3,PL
ritrasformare;ritrasformaste;ritrasformaDEL(r)INS(st)e;INS(st);DEL(r);V,IND,PST,2,PL,PFV
aggrumare;aggrumi;aggrumDEL(are)INS(i);INS(i);DEL(are);V,POS,IMP,3,SG
elettrocoagulare;elettrocoagulai;elettrocoagulaDEL(re)INS(i);INS(i);DEL(re);V,IND,PST,1,SG,PFV
istillare;istilleresti;istillDEL(a)INS(e)reINS(sti);INS(e),INS(sti);DEL(a);V,COND,2,SG
confrontare;confronterai;confrontDEL(ar)eINS(rai);INS(rai);DEL(ar);V,IND,FUT,2,SG
tritare;tritassi;tritaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
taccare;taccherai;taccINS(her)aDEL(re)INS(i);INS(her),INS(i);DEL(re);V,IND,FUT,2,SG
concettare;concettammo;concettaDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
grandinare;grandini;grandinDEL(are)INS(i);INS(i);DEL(are);V,POS,IMP,3,SG
sgravarsi;ci sgravassimo;INS(ci )sgravaDEL(r)sINS(s)iINS(mo);INS(ci ),INS(s),INS(mo);DEL(r);V,SBJV,PST,1,PL
ridursi;ci ridurremo;INS(ci )ridurDEL(si)INS(remo);INS(ci ),INS(remo);DEL(si);V,IND,FUT,1,PL
sottorappresentare;sottorappresentai;sottorappresentaDEL(re)INS(i);INS(i);DEL(re);V,IND,PST,1,SG,PFV
affiochire;affiochito;affiochiDEL(re)INS(to);INS(to);DEL(re);V.PTCP,PST
farsela;ve la farete;INS(ve la )farDEL(s)INS(et)eDEL(la);INS(ve la ),INS(et);DEL(s),DEL(la);V,IND,FUT,2,PL
propinare;propinerebbero;propinDEL(a)INS(e)reINS(bbero);INS(e),INS(bbero);DEL(a);V,COND,3,PL
sfrenare;sfreneranno;sfrenDEL(ar)eINS(ranno);INS(ranno);DEL(ar);V,IND,FUT,3,PL
psichiatrizzare;psichiatrizzaste;psichiatrizzaDEL(r)INS(st)e;INS(st);DEL(r);V,SBJV,PST,2,PL
riallacciarsi;ci riallacciavamo;INS(ci )riallacciaDEL(rsi)INS(vamo);INS(ci ),INS(vamo);DEL(rsi);V,IND,PST,1,PL,IPFV
ravvisare;ravvisavi;ravvisaDEL(re)INS(vi);INS(vi);DEL(re);V,IND,PST,2,SG,IPFV
vanagloriarsi;vi vanagloriate;INS(vi )vanagloriaDEL(rsi)INS(te);INS(vi ),INS(te);DEL(rsi);V,IND,PRS,2,PL
addoppiare;addoppiavano;addoppiaDEL(re)INS(vano);INS(vano);DEL(re);V,IND,PST,3,PL,IPFV
proporzionare;proporzionare;proporzionare;;;V,NFIN
disilludersi;mi disillusi;INS(mi )disilluDEL(der)si;INS(mi );DEL(der);V,IND,PST,1,SG,PFV
aitare;aiterò;aitDEL(ar)eINS(rò);INS(rò);DEL(ar);V,IND,FUT,1,SG
biadare;biadiamo;biadINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,IND,PRS,1,PL
risovvenire;risovvenire;risovvenire;;;V,NFIN
premeditare;premeditassi;premeditaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,2,SG
riallacciare;riallacceranno;riallaccDEL(iar)eINS(ranno);INS(ranno);DEL(iar);V,IND,FUT,3,PL
confezionare;confezionerete;confezionDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a);V,IND,FUT,2,PL
battibeccare;battibeccherei;battibeccDEL(a)INS(he)reINS(i);INS(he),INS(i);DEL(a);V,COND,1,SG
sciancare;sciancherà;sciancDEL(ar)INS(h)eINS(rà);INS(h),INS(rà);DEL(ar);V,IND,FUT,3,SG
trasecolare;trasecolassi;trasecolaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
disfarsi;si disfa;INS(si )disfaDEL(rsi);INS(si );DEL(rsi);V,IND,PRS,3,SG
riddare;riddassimo;riddaDEL(re)INS(ssimo);INS(ssimo);DEL(re);V,SBJV,PST,1,PL
congegnare;congegnerai;congegnDEL(ar)eINS(rai);INS(rai);DEL(ar);V,IND,FUT,2,SG
scherzare;scherzammo;scherzaDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
inurbarsi;si inurberebbe;INS(si )inurbDEL(arsi)INS(erebbe);INS(si ),INS(erebbe);DEL(arsi);V,COND,3,SG
crossare;crosserà;crossDEL(ar)eINS(rà);INS(rà);DEL(ar);V,IND,FUT,3,SG
escutere;escuta;escutDEL(ere)INS(a);INS(a);DEL(ere);V,SBJV,PRS,1,SG
inginocchiarsi;si inginocchiasse;INS(si )inginocchiaDEL(r)sDEL(i)INS(se);INS(si ),INS(se);DEL(r),DEL(i);V,SBJV,PST,3,SG
lamentare;lamentavamo;lamentaDEL(re)INS(vamo);INS(vamo);DEL(re);V,IND,PST,1,PL,IPFV
racemizzare;racemizzeranno;racemizzDEL(ar)eINS(ranno);INS(ranno);DEL(ar);V,IND,FUT,3,PL
snellire;snelliranno;snellirDEL(e)INS(anno);INS(anno);DEL(e);V,IND,FUT,3,PL
controllare;controlla;controllaDEL(re);;DEL(re);V,IND,PRS,3,SG
shakerare;shakeri;shakerDEL(are)INS(i);INS(i);DEL(are);V,SBJV,PRS,2,SG
sbracarsi;ci sbrachiamo;INS(ci )sbracDEL(ars)INS(h)iINS(amo);INS(ci ),INS(h),INS(amo);DEL(ars);V,SBJV,PRS,1,PL
disrompere;disrompemmo;disrompDEL(er)eINS(mmo);INS(mmo);DEL(er);V,IND,PST,1,PL,PFV
rivettare;rivetta;rivettaDEL(re);;DEL(re);V,POS,IMP,2,SG
introdursi;ti introducesti;INS(ti )introduDEL(r)INS(ce)sINS(t)i;INS(ti ),INS(ce),INS(t);DEL(r);V,IND,PST,2,SG,PFV
funghire;funghivate;funghiDEL(r)INS(vat)e;INS(vat);DEL(r);V,IND,PST,2,PL,IPFV
accottimare;accottimassi;accottimaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
premescolare;premescolo;premescolDEL(are)INS(o);INS(o);DEL(are);V,IND,PRS,1,SG
usare;usai;usaDEL(re)INS(i);INS(i);DEL(re);V,IND,PST,1,SG,PFV
abbellirsi;abbelliamoci;abbelliDEL(rs)INS(amoc)i;INS(amoc);DEL(rs);V,POS,IMP,1,PL
assemprare;assemprerà;assempDEL(ra)reINS(rà);INS(rà);DEL(ra);V,IND,FUT,3,SG
rincoraggiare;rincoraggeranno;rincoraggDEL(iar)eINS(ranno);INS(ranno);DEL(iar);V,IND,FUT,3,PL
riverberare;riverbererò;riverbeDEL(ra)reINS(rò);INS(rò);DEL(ra);V,IND,FUT,1,SG
riscalare;riscalante;riscalaDEL(r)INS(nt)e;INS(nt);DEL(r);V.PTCP,PRS
aggiaccare;aggiaccasti;aggiaccaDEL(re)INS(sti);INS(sti);DEL(re);V,IND,PST,2,SG,PFV
fantasticare;fantastichino;fantasticDEL(are)INS(hino);INS(hino);DEL(are);V,SBJV,PRS,3,PL
opsonizzare;opsonizzammo;opsonizzaDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
riesportare;riesporterebbe;riesportDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a);V,COND,3,SG
accagionare;accagioniamo;accagionINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,POS,IMP,1,PL
vangare;vanghereste;vangDEL(a)INS(he)rINS(est)e;INS(he),INS(est);DEL(a);V,COND,2,PL
ingiungere;ingiunga;ingiungDEL(ere)INS(a);INS(a);DEL(ere);V,SBJV,PRS,2,SG
estremizzare;estremizzerebbe;estremizzDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a);V,COND,3,SG
attristire;attristimmo;attristiDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
ingolfare;ingolfò;ingolfDEL(are)INS(ò);INS(ò);DEL(are);V,IND,PST,3,SG,PFV
convincersi;si convincano;INS(si )convincDEL(ersi)INS(ano);INS(si ),INS(ano);DEL(ersi);V,POS,IMP,3,PL
indolenzirsi;mi indolenzirei;INS(mi )indolenzirDEL(s)INS(e)i;INS(mi ),INS(e);DEL(s);V,COND,1,SG
ricolonizzare;ricolonizzaste;ricolonizzaDEL(r)INS(st)e;INS(st);DEL(r);V,IND,PST,2,PL,PFV
ellenizzare;ellenizzo;ellenizzDEL(are)INS(o);INS(o);DEL(are);V,IND,PRS,1,SG
reincontrare;reincontrerete;reincontrDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a);V,IND,FUT,2,PL
certificare;certifichi;certificDEL(are)INS(hi);INS(hi);DEL(are);V,POS,IMP,3,SG
reincarnare;reincarno;reincarnDEL(are)INS(o);INS(o);DEL(are);V,IND,PRS,1,SG
fallire;falliamo;falliDEL(re)INS(amo);INS(amo);DEL(re);V,SBJV,PRS,1,PL
sloggare;sloggheresti;sloggDEL(a)INS(he)reINS(sti);INS(he),INS(sti);DEL(a);V,COND,2,SG
incornare;incorna;incornaDEL(re);;DEL(re);V,POS,IMP,2,SG
desensibilizzare;desensibilizzavo;desensibilizzaDEL(re)INS(vo);INS(vo);DEL(re);V,IND,PST,1,SG,IPFV
autogestirsi;ci autogestivamo;INS(ci )autogestDEL(irs)iINS(vamo);INS(ci ),INS(vamo);DEL(irs);V,IND,PST,1,PL,IPFV
malmettere;malmetteremmo;malmettereINS(mmo);INS(mmo);;V,COND,1,PL
frammezzare;frammezzassimo;frammezzaDEL(re)INS(ssimo);INS(ssimo);DEL(re);V,SBJV,PST,1,PL
sbiellare;sbiellarono;sbiellarDEL(e)INS(ono);INS(ono);DEL(e);V,IND,PST,3,PL,PFV
infittire;infittirei;infittireINS(i);INS(i);;V,COND,1,SG
incardinare;incardinassimo;incardinaDEL(re)INS(ssimo);INS(ssimo);DEL(re);V,SBJV,PST,1,PL
evocare;evocherai;evocINS(her)aDEL(re)INS(i);INS(her),INS(i);DEL(re);V,IND,FUT,2,SG
temersi;temuto;temDEL(ersi)INS(uto);INS(uto);DEL(ersi);V.PTCP,PST
rivedere;rivedeva;rivedDEL(er)eINS(va);INS(va);DEL(er);V,IND,PST,3,SG,IPFV
disdegnare;disdegnò;disdegnDEL(are)INS(ò);INS(ò);DEL(are);V,IND,PST,3,SG,PFV
fingere;fingeva;fingDEL(er)eINS(va);INS(va);DEL(er);V,IND,PST,3,SG,IPFV
circonscrivere;circonscrisse;circonscriDEL(ver)INS(ss)e;INS(ss);DEL(ver);V,IND,PST,3,SG,PFV
confutare;confutavano;confutaDEL(re)INS(vano);INS(vano);DEL(re);V,IND,PST,3,PL,IPFV
ravvivare;ravvivasse;ravvivaDEL(r)INS(ss)e;INS(ss);DEL(r);V,SBJV,PST,3,SG
spicciolare;spicciolava;spicciolINS(av)aDEL(re);INS(av);DEL(re);V,IND,PST,3,SG,IPFV
stridulare;stridulassi;stridulaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,2,SG
razionare;razionassero;razionaINS(sse)rDEL(e)INS(o);INS(sse),INS(o);DEL(e);V,SBJV,PST,3,PL
ridestare;ridestasti;ridestaDEL(re)INS(sti);INS(sti);DEL(re);V,IND,PST,2,SG,PFV
shakerare;shakererebbero;shakerDEL(a)INS(e)reINS(bbero);INS(e),INS(bbero);DEL(a);V,COND,3,PL
marnare;marno;marnDEL(are)INS(o);INS(o);DEL(are);V,IND,PRS,1,SG
sniffare;snifferebbe;sniffDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a);V,COND,3,SG
coinvolgere;coinvolga;coinvolgDEL(ere)INS(a);INS(a);DEL(ere);V,SBJV,PRS,1,SG
abbronzarsi;abbronzantesi;abbronzaDEL(r)INS(nte)si;INS(nte);DEL(r);V.PTCP,PRS
gemicare;gemicassi;gemicaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
soprapprendere;soprappreso;soprappDEL(rende)reINS(so);INS(so);DEL(rende);V.PTCP,PST
toppare;toppate;toppaDEL(r)INS(t)e;INS(t);DEL(r);V,IND,PRS,2,PL
riproporre;riproporresti;riproporreINS(sti);INS(sti);;V,COND,2,SG
luccicare;luccicai;luccicaDEL(re)INS(i);INS(i);DEL(re);V,IND,PST,1,SG,PFV
dimerizzare;dimerizzando;dimerizzaDEL(re)INS(ndo);INS(ndo);DEL(re);V.CVB,PRS
boicottare;boicottava;boicottINS(av)aDEL(re);INS(av);DEL(re);V,IND,PST,3,SG,IPFV
inzaccherarsi;mi inzacchero;INS(mi )inzaccherDEL(arsi)INS(o);INS(mi ),INS(o);DEL(arsi);V,IND,PRS,1,SG
videocomunicare;videocomunicammo;videocomunicaDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
sdoganare;sdoganeresti;sdoganDEL(a)INS(e)reINS(sti);INS(e),INS(sti);DEL(a);V,COND,2,SG
dimezzare;dimezziamo;dimezzINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,SBJV,PRS,1,PL
squilibrare;squilibrate;squilibraDEL(r)INS(t)e;INS(t);DEL(r);V,POS,IMP,2,PL
allentarsi;allentatevi;allentaDEL(rs)INS(tev)i;INS(tev);DEL(rs);V,POS,IMP,2,PL
screscere;screscessimo;screscDEL(er)eINS(ssimo);INS(ssimo);DEL(er);V,SBJV,PST,1,PL
infilzare;infilziamo;infilzINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,POS,IMP,1,PL
pregare;prega;pregaDEL(re);;DEL(re);V,POS,IMP,2,SG
accorcire;accorcisca;accorciDEL(re)INS(sca);INS(sca);DEL(re);V,POS,IMP,3,SG
scappellarsi;si scappellarono;INS(si )scappellarDEL(si)INS(ono);INS(si ),INS(ono);DEL(si);V,IND,PST,3,PL,PFV
svolere;svolere;svolere;;;V,NFIN
ragghiare;ragghiasse;ragghiaDEL(r)INS(ss)e;INS(ss);DEL(r);V,SBJV,PST,3,SG
effondere;effonderà;effonderDEL(e)INS(à);INS(à);DEL(e);V,IND,FUT,3,SG
abbancare;abbanchiamo;abbancINS(hi)aDEL(re)INS(mo);INS(hi),INS(mo);DEL(re);V,IND,PRS,1,PL
limitare;limiterebbe;limitDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a);V,COND,3,SG
farneticare;farneticava;farneticINS(av)aDEL(re);INS(av);DEL(re);V,IND,PST,3,SG,IPFV
sovraintendere;sovraintendente;sovraintendeDEL(r)INS(nt)e;INS(nt);DEL(r);V.PTCP,PRS
sfare;sfarai;sfarDEL(e)INS(ai);INS(ai);DEL(e);V,IND,FUT,2,SG
stallare;stallerebbe;stallDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a);V,COND,3,SG
