Source;Target;Combined;Inserts;Deletes;Grammar
töö;töödeltöil;tööINS(deltöil);INS(deltöil);;N,AT+ESS,PL
mustikas;mustikaid;mustikaDEL(s)INS(id);INS(id);DEL(s);N,PRT,PL
leheneeger;leheneegritega;leheneegDEL(e)rINS(itega);INS(itega);DEL(e);N,COM,PL
õpetaja;õpetajate;õpetajaINS(te);INS(te);;N,GEN,PL
siirup;siirupilt;siirupINS(ilt);INS(ilt);;N,AT+ABL,SG
tapma;ei ole tapnudp;INS(ei ole )taINS(pnud)pDEL(ma);INS(ei ole ),INS(pnud);DEL(ma);V,ACT,PST,NEG,IND
ujuma;oli ujunud;INS(oli )ujuDEL(ma)INS(nud);INS(oli ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,3,SG
vaatama;oleksite vaadanud;INS(oleksite )vaaDEL(tam)INS(d)aINS(nud);INS(oleksite ),INS(d),INS(nud);DEL(tam);V,ACT,PRS,PRF:POS,COND,2,PL
hüüdma;olgu hüüdnud;INS(olgu )hüüINS(dnu)dDEL(ma);INS(olgu ),INS(dnu);DEL(ma);V,ACT,PRS,PRF,POS,IMP,PL
lükkama;lükkate;lükkDEL(am)aINS(te);INS(te);DEL(am);V,ACT,PRS,POS,IND,2,PL
oktoober;oktoobrini;oktoobDEL(e)rINS(ini);INS(ini);DEL(e);N,TERM,SG
ostma;osta;ostDEL(m)a;;DEL(m);V,ACT,PRS,POS,IMP,2,SG
eitama;eitav;eitDEL(am)aINS(v);INS(v);DEL(am);V.PTCP,ACT,PRS
fallos;falloseta;fallosINS(eta);INS(eta);;N,PRIV,SG
loendama;ei loendavat;INS(ei )loendaDEL(m)INS(v)aINS(t);INS(ei ),INS(v),INS(t);DEL(m);V,ACT,PRS,NEG,QUOT
alam;alamatesse;alamINS(atesse);INS(atesse);;N,IN+ALL,PL
kaelakee;kaelakeedes;kaelakeeINS(des);INS(des);;N,IN+ESS,PL
riietumine;riietumises;riietumiDEL(n)INS(s)eINS(s);INS(s),INS(s);DEL(n);N,IN+ESS,SG
õpetamine;õpetamise;õpetamiDEL(n)INS(s)e;INS(s);DEL(n);N,ACC,SG
algama;ärgem alakem;INS(ärgem )alDEL(g)aINS(ke)mDEL(a);INS(ärgem ),INS(ke);DEL(g),DEL(a);V,ACT,PRS,NEG,IMP,1,PL
kaltsium;kaltsiumid;kaltsiumINS(id);INS(id);;N,ACC,PL
hõlmkuu;hõlmkuuks;hõlmkuuINS(ks);INS(ks);;N,TRANS,SG
põlema;põlen;põleDEL(ma)INS(n);INS(n);DEL(ma);V,ACT,PRS,POS,IND,1,SG
sõitma;oleksime sõitnud;INS(oleksime )sõitDEL(ma)INS(nud);INS(oleksime ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,PL
nussima;ei olnud nussitudp;INS(ei olnud )nussiDEL(ma)INS(tudp);INS(ei olnud ),INS(tudp);DEL(ma);V,PASS,PST,PRF,NEG,IND
optik;optiku;optikINS(u);INS(u);;N,ACC,SG
hõbe;hõbedasse;hõbINS(edass)e;INS(edass);;N,IN+ALL,SG
sõda;sõdadega;sõdINS(adeg)a;INS(adeg);;N,COM,PL
ründama;olevat rünnatud;INS(olevat )rünINS(natu)dDEL(ama);INS(olevat ),INS(natu);DEL(ama);V,PASS,PRS,PRF,POS,QUOT
näitlejatar;näitlejatarilt;näitlejatarINS(ilt);INS(ilt);;N,AT+ABL,SG
reisima;ei reisi;INS(ei )reisiDEL(ma);INS(ei );DEL(ma);V,ACT,PRS,NEG,IND
nädal;nädalal;nädINS(al)al;INS(al);;N,AT+ESS,SG
höövel;höövlitelt;höövINS(lit)elINS(t);INS(lit),INS(t);;N,AT+ABL,PL
lavastama;lavastavad;lavastaDEL(m)INS(v)aINS(d);INS(v),INS(d);DEL(m);V,ACT,PRS,POS,IND,3,PL
mõla;mõla;mõla;;;N,GEN,SG
muutus;muutustesse;muutusINS(tesse);INS(tesse);;N,IN+ALL,PL
paber;paberil;paberINS(il);INS(il);;N,AT+ESS,SG
häirima;ei ole häirinudp;INS(ei ole )häiriDEL(ma)INS(nudp);INS(ei ole ),INS(nudp);DEL(ma);V,ACT,PST,NEG,IND
isadus;isadused;isadusINS(ed);INS(ed);;N,NOM,PL
imetama;on imetanud;INS(on )imetDEL(am)aINS(nud);INS(on ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,3,PL
ollus;olluseni;ollusINS(eni);INS(eni);;N,TERM,SG
öökima;öögitavat;ööDEL(kim)INS(gitav)aINS(t);INS(gitav),INS(t);DEL(kim);V,PASS,PRS,POS,QUOT
sahkluu;sahkluudeks;sahkluuINS(deks);INS(deks);;N,TRANS,PL
tegema;tehakse;teDEL(g)INS(haks)eDEL(ma);INS(haks);DEL(g),DEL(ma);V,PASS,PRS,POS,IND
pisar;pisara;pisarINS(a);INS(a);;N,GEN,SG
ründama;ründasime;ründaINS(si)mDEL(a)INS(e);INS(si),INS(e);DEL(a);V,ACT,PST,POS,IND,1,PL
helmekuu;helmekuus;helmekuuINS(s);INS(s);;N,IN+ESS,SG
saabuma;saabute;saabuDEL(ma)INS(te);INS(te);DEL(ma);V,ACT,PRS,POS,IND,2,PL
jumalus;jumaluselt;jumalusINS(elt);INS(elt);;N,AT+ABL,SG
jõulukuu;jõulukuult;jõulukuuINS(lt);INS(lt);;N,AT+ABL,SG
oda;odades;odaINS(des);INS(des);;N,IN+ESS,PL
soekuu;soekuuna;soekuuINS(na);INS(na);;N,FRML,SG
arutelu;aruteludel;aruteluINS(del);INS(del);;N,AT+ESS,PL
tegema;tegema;tegema;;;V,NFIN
hööveldama;oleksite hööveldanud;INS(oleksite )hööveldDEL(am)aINS(nud);INS(oleksite ),INS(nud);DEL(am);V,ACT,PRS,PRF:POS,COND,2,PL
jäätama;ei jäätatavat;INS(ei )jäätaDEL(m)INS(tav)aINS(t);INS(ei ),INS(tav),INS(t);DEL(m);V,PASS,PRS,NEG,QUOT
andma;andma;andma;;;V,NFIN
kanarbikukuu;kanarbikukuus;kanarbikukuuINS(s);INS(s);;N,IN+ESS,SG
õunapuu;õunapuude;õunapuuINS(de);INS(de);;N,GEN,PL
kurat;kuraditeta;kuraINS(dite)tINS(a);INS(dite),INS(a);;N,PRIV,PL
vaidlema;olevat vaielnud;INS(olevat )vaiINS(elnu)dDEL(lema);INS(olevat ),INS(elnu);DEL(lema);V,ACT,PRS,PRF,POS,QUOT
ravim;ravimitena;ravimINS(itena);INS(itena);;N,FRML,PL
nülgima;oleksite nülginud;INS(oleksite )nülgiDEL(ma)INS(nud);INS(oleksite ),INS(nud);DEL(ma);V,ACT,PRS,PRF:POS,COND,2,PL
põletama;ärgu olgu põletanud;INS(ärgu olgu )põletDEL(am)aINS(nud);INS(ärgu olgu ),INS(nud);DEL(am);V,ACT,PRS,PRF,NEG,IMP,SG
lehis;lehisena;lehisINS(ena);INS(ena);;N,FRML,SG
vasar;vasarasse;vasarINS(asse);INS(asse);;N,IN+ALL,SG
lendama;lennatakse;lenDEL(dam)INS(n)aINS(takse);INS(n),INS(takse);DEL(dam);V,PASS,PRS,POS,IND
jõulukuu;jõulukuud;jõulukuuINS(d);INS(d);;N,PRT,SG
helistama;olgu helistanud;INS(olgu )helistDEL(am)aINS(nud);INS(olgu ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IMP,PL
sõdur;sõdurite;sõdurINS(ite);INS(ite);;N,GEN,PL
itsitama;ärgu itsitagu;INS(ärgu )itsitDEL(am)aINS(gu);INS(ärgu ),INS(gu);DEL(am);V,ACT,PRS,NEG,IMP,3,SG
suitsetama;suitsetavad;suitsetaDEL(m)INS(v)aINS(d);INS(v),INS(d);DEL(m);V,ACT,PRS,POS,IND,3,PL
saabuma;ei saabutavat;INS(ei )saabuDEL(m)INS(tav)aINS(t);INS(ei ),INS(tav),INS(t);DEL(m);V,PASS,PRS,NEG,QUOT
süstal;süstaldeks;süstalINS(deks);INS(deks);;N,TRANS,PL
tundma;ei ole tundnudp;INS(ei ole )tundDEL(ma)INS(nudp);INS(ei ole ),INS(nudp);DEL(ma);V,ACT,PST,NEG,IND
tapma;ei tapetud;INS(ei )tapDEL(ma)INS(etud);INS(ei ),INS(etud);DEL(ma);V,PASS,PST,NEG,IND
hukkama;ei hukata;INS(ei )huDEL(k)kaDEL(m)INS(t)a;INS(ei ),INS(t);DEL(k),DEL(m);V,PASS,PRS,NEG,IND
polüester;polüestriteks;polüestDEL(e)rINS(iteks);INS(iteks);DEL(e);N,TRANS,PL
varastama;ei varastata;INS(ei )varastaDEL(m)INS(t)a;INS(ei ),INS(t);DEL(m);V,PASS,PRS,NEG,IND
koperniitsium;koperniitsiumil;koperniitsiumINS(il);INS(il);;N,AT+ESS,SG
kallistama;kallistav;kallistDEL(am)aINS(v);INS(v);DEL(am);V.PTCP,ACT,PRS
jääma;oleksid jäänud;INS(oleksid )jääDEL(ma)INS(nud);INS(oleksid ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,3,PL
üterbium;üterbiumis;üterbiumINS(is);INS(is);;N,IN+ESS,SG
liibuma;liibud;liibuDEL(ma)INS(d);INS(d);DEL(ma);V,ACT,PRS,POS,IND,2,SG
otsetabamus;otsetabamuseta;otsetabamusINS(eta);INS(eta);;N,PRIV,SG
einsteinium;einsteiniumdeta;einsteiniumINS(deta);INS(deta);;N,PRIV,PL
papagoi;papagoiks;papagoiINS(ks);INS(ks);;N,TRANS,SG
häirima;häirisid;häiriDEL(ma)INS(sid);INS(sid);DEL(ma);V,ACT,PST,POS,IND,3,PL
nokkima;nokkisid;nokkiDEL(ma)INS(sid);INS(sid);DEL(ma);V,ACT,PST,POS,IND,3,PL
kuldmedal;kuldmedalini;kuldmedalINS(ini);INS(ini);;N,TERM,SG
pilu;piludeks;piluINS(deks);INS(deks);;N,TRANS,PL
puu;puuta;puuINS(ta);INS(ta);;N,PRIV,SG
viitsima;olgu viitsinud;INS(olgu )viitsiDEL(ma)INS(nud);INS(olgu ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IMP,SG
kobar;kobarateks;kobarINS(ateks);INS(ateks);;N,TRANS,PL
alkohol;alkoholilt;alkoholINS(ilt);INS(ilt);;N,AT+ABL,SG
aste;aste;aste;;;N,NOM,SG
võtma;võtaksin;võtDEL(m)aINS(ksin);INS(ksin);DEL(m);V,ACT,PRS,POS,COND,1,SG
sünnitama;sünnitame;sünnitamDEL(a)INS(e);INS(e);DEL(a);V,ACT,PRS,POS,IND,1,PL
suitsetama;ei suitsetavat;INS(ei )suitsetaDEL(m)INS(v)aINS(t);INS(ei ),INS(v),INS(t);DEL(m);V,ACT,PRS,NEG,QUOT
teadma;teadku;teadDEL(ma)INS(ku);INS(ku);DEL(ma);V,ACT,PRS,POS,IMP,3,PL
põlema;põletaks;põleDEL(m)INS(t)aINS(ks);INS(t),INS(ks);DEL(m);V,PASS,PRS,POS,COND
hõlmkuu;hõlmkuid;hõlmkDEL(u)uINS(id);INS(id);DEL(u);N,PRT,PL
tahtma;olid tahtnud;INS(olid )tahtDEL(ma)INS(nud);INS(olid ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,2,SG
tähendama;tähendataks;tähendaDEL(m)INS(t)aINS(ks);INS(t),INS(ks);DEL(m);V,PASS,PRS,POS,COND
kooljakuu;kooljakuusse;kooljakuuINS(sse);INS(sse);;N,IN+ALL,SG
õpetaja;õpetajatena;õpetajINS(aten)a;INS(aten);;N,FRML,PL
aitama;oleksin aidanud;INS(oleksin )aiDEL(tam)INS(d)aINS(nud);INS(oleksin ),INS(d),INS(nud);DEL(tam);V,ACT,PRS,PRF,POS,COND
tähendama;ei tähendata;INS(ei )tähendaDEL(m)INS(t)a;INS(ei ),INS(t);DEL(m);V,PASS,PRS,NEG,IND
sakslane;sakslased;sakslaDEL(n)INS(s)eINS(d);INS(s),INS(d);DEL(n);N,ACC,PL
kopikas;kopikatesse;kopikaINS(tes)sINS(e);INS(tes),INS(e);;N,IN+ALL,PL
naerma;naervat;naerDEL(m)INS(v)aINS(t);INS(v),INS(t);DEL(m);V,ACT,PRS,POS,QUOT
vabastama;vabastatud;vabastDEL(am)aINS(tud);INS(tud);DEL(am);V.PTCP,PASS,PST
keiser;keisrist;keisDEL(e)rINS(ist);INS(ist);DEL(e);N,IN+ABL,SG
saatma;saadeti;saaINS(de)tDEL(ma)INS(i);INS(de),INS(i);DEL(ma);V,PASS,PST,POS,IND
kadakasakslane;kadakasakslastest;kadakasakslaDEL(n)INS(st)eINS(st);INS(st),INS(st);DEL(n);N,IN+ABL,PL
langema;olgu langenud;INS(olgu )langeDEL(ma)INS(nud);INS(olgu ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IMP,PL
katus;katusele;katusINS(ele);INS(ele);;N,AT+ALL,SG
kopikas;kopikani;kopikaDEL(s)INS(ni);INS(ni);DEL(s);N,TERM,SG
looma;lõid;lDEL(ooma)INS(õid);INS(õid);DEL(ooma);V,ACT,PST,POS,IND,3,PL
tulema;tuleme;tulemDEL(a)INS(e);INS(e);DEL(a);V,ACT,PRS,POS,IND,1,PL
suitsetama;suitsetasin;suitsetDEL(am)aINS(sin);INS(sin);DEL(am);V,ACT,PST,POS,IND,1,SG
nussima;nussite;nussiDEL(ma)INS(te);INS(te);DEL(ma);V,ACT,PRS,POS,IND,2,PL
orkester;orkestritesse;orkestINS(ritess)eDEL(r);INS(ritess);DEL(r);N,IN+ALL,PL
tapma;tapeti;tapDEL(ma)INS(eti);INS(eti);DEL(ma);V,PASS,PST,POS,IND
kohtama;oleks kohatud;INS(oleks )kohDEL(tam)aINS(tud);INS(oleks ),INS(tud);DEL(tam);V,PASS,PRS,PRF,POS,COND
õpetaja;õpetajateni;õpetajaINS(teni);INS(teni);;N,TERM,PL
aabe;aabetestaapeist;aabeINS(testaapeist);INS(testaapeist);;N,IN+ABL,PL
paluma;palume;palumDEL(a)INS(e);INS(e);DEL(a);V,ACT,PRS,POS,IND,1,PL
ameriitsium;ameriitsiumi;ameriitsiumINS(i);INS(i);;N,ACC,SG
kerjama;on kerjanud;INS(on )kerjDEL(am)aINS(nud);INS(on ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,3,PL
langev;langevaid;langevINS(aid);INS(aid);;N,PRT,PL
hirmuma;olgu hirmunud;INS(olgu )hirmuDEL(ma)INS(nud);INS(olgu ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IMP,SG
võitma;võidaksid;võiDEL(tm)INS(d)aINS(ksid);INS(d),INS(ksid);DEL(tm);V,ACT,PRS,POS,COND,3,PL
kirik;kirikuid;kirikINS(uid);INS(uid);;N,PRT,PL
niisutama;oleksime niisutanud;INS(oleksime )niisutDEL(am)aINS(nud);INS(oleksime ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,1,PL
kerjama;kerjatagu;kerjaDEL(m)INS(t)aINS(gu);INS(t),INS(gu);DEL(m);V,PASS,PRS,POS,IMP
kuurium;kuuriume;kuuriumINS(e);INS(e);;N,PRT,PL
tõlkima;tõlkisite;tõlkiDEL(ma)INS(site);INS(site);DEL(ma);V,ACT,PST,POS,IND,2,PL
narkar;narkarites;narkarINS(ites);INS(ites);;N,IN+ESS,PL
teietama;on teietanud;INS(on )teietDEL(am)aINS(nud);INS(on ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,3,SG
jalanõu;jalanõule;jalanõuINS(le);INS(le);;N,AT+ALL,SG
kohin;kohinatena;kohinINS(atena);INS(atena);;N,FRML,PL
masturbeerimine;masturbeerimised;masturbeerimiDEL(n)INS(s)eINS(d);INS(s),INS(d);DEL(n);N,ACC,PL
õppima;õpitagu;õDEL(p)piDEL(m)INS(t)aINS(gu);INS(t),INS(gu);DEL(p),DEL(m);V,PASS,PRS,POS,IMP
omandama;omandav;omandDEL(am)aINS(v);INS(v);DEL(am);V.PTCP,ACT,PRS
ootama;ei olnud oodatudp;INS(ei olnud )ooDEL(tam)INS(d)aINS(tudp);INS(ei olnud ),INS(d),INS(tudp);DEL(tam);V,PASS,PST,PRF,NEG,IND
jõuluöö;jõuluöösse;jõuluööINS(sse);INS(sse);;N,IN+ALL,SG
siduma;seome;sDEL(iduma)INS(eome);INS(eome);DEL(iduma);V,ACT,PRS,POS,IND,1,PL
sipelgas;sipelgateni;sipelgaDEL(s)INS(teni);INS(teni);DEL(s);N,TERM,PL
käsitlema;on käsitlenud;INS(on )käsitleDEL(ma)INS(nud);INS(on ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,3,SG
oletama;oleks oletatud;INS(oleks )oletDEL(am)aINS(tud);INS(oleks ),INS(tud);DEL(am);V,PASS,PRS,PRF,POS,COND
ilu;ilul;iluINS(l);INS(l);;N,AT+ESS,SG
soovima;ärgu soovigu;INS(ärgu )sooviDEL(ma)INS(gu);INS(ärgu ),INS(gu);DEL(ma);V,ACT,PRS,NEG,IMP,3,SG
läbistama;läbistatavat;läbistaDEL(m)INS(tav)aINS(t);INS(tav),INS(t);DEL(m);V,PASS,PRS,POS,QUOT
õppima;ärgu õppigu;INS(ärgu )õppiDEL(ma)INS(gu);INS(ärgu ),INS(gu);DEL(ma);V,ACT,PRS,NEG,IMP,3,SG
tundma;tunneksid;tunINS(neksi)dDEL(ma);INS(neksi);DEL(ma);V,ACT,PRS,POS,COND,2,SG
sadam;sadamatega;sadamINS(atega);INS(atega);;N,COM,PL
moslem;moslemilt;moslemINS(ilt);INS(ilt);;N,AT+ABL,SG
kastan;kastanid;kastanINS(id);INS(id);;N,ACC,PL
ajama;ajatagu;ajaDEL(m)INS(t)aINS(gu);INS(t),INS(gu);DEL(m);V,PASS,PRS,POS,IMP
nädal;nädal;nädal;;;N,NOM,SG
algama;oleksid alanud;INS(oleksid )alDEL(gam)aINS(nud);INS(oleksid ),INS(nud);DEL(gam);V,ACT,PRS,PRF,POS,COND,3,PL
veski;veski;veski;;;N,GEN,SG
hööveldama;ei olnud hööveldanudp;INS(ei olnud )hööveldDEL(am)aINS(nudp);INS(ei olnud ),INS(nudp);DEL(am);V,ACT,PST,PRF,NEG,IND
nikkuma;nikud;niDEL(k)kuDEL(ma)INS(d);INS(d);DEL(k),DEL(ma);V,ACT,PRS,POS,IND,2,SG
käsitlema;käsitleti;käsitleDEL(ma)INS(ti);INS(ti);DEL(ma);V,PASS,PST,POS,IND
kanarbikukuu;kanarbikukuud;kanarbikukuuINS(d);INS(d);;N,ACC,PL
sittuma;ärgu sittugu;INS(ärgu )sittINS(ug)uDEL(ma);INS(ärgu ),INS(ug);DEL(ma);V,ACT,PRS,NEG,IMP,3,PL
närima;ei ole näritudp;INS(ei ole )näriDEL(ma)INS(tudp);INS(ei ole ),INS(tudp);DEL(ma);V,PASS,PRS,PRF,NEG,IND
põrgu;põrgutel;põrguINS(tel);INS(tel);;N,AT+ESS,PL
maasikas;maasikateks;maasikaINS(tek)s;INS(tek);;N,TRANS,PL
tõlkima;oleksid tõlkinud;INS(oleksid )tõlkiDEL(ma)INS(nud);INS(oleksid ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,3,PL
surema;sureksid;sureDEL(ma)INS(ksid);INS(ksid);DEL(ma);V,ACT,PRS,POS,COND,2,SG
vabastama;ei oleks vabastatudp;INS(ei oleks )vabastDEL(am)aINS(tudp);INS(ei oleks ),INS(tudp);DEL(am);V,PASS,PRS,PRF,NEG,COND
elavhõbe;elavhõbedatena;elavhõbeINS(datena);INS(datena);;N,FRML,PL
põletama;ei põletatud;INS(ei )põletDEL(am)aINS(tud);INS(ei ),INS(tud);DEL(am);V,PASS,PST,NEG,IND
raamat;raamatuta;raamatINS(uta);INS(uta);;N,PRIV,SG
protsessor;protsessorini;protsessorINS(ini);INS(ini);;N,TERM,SG
pubi;pubi;pubi;;;N,NOM,SG
toorium;tooriumi;tooriumINS(i);INS(i);;N,ACC,SG
pürgima;pürgib;pürgiDEL(ma)INS(b);INS(b);DEL(ma);V,ACT,PRS,POS,IND,3,SG
muutma;ärgu muutku;INS(ärgu )muutDEL(ma)INS(ku);INS(ärgu ),INS(ku);DEL(ma);V,ACT,PRS,NEG,IMP,3,PL
vöö;vöödeksvöiks;vööINS(deksvöiks);INS(deksvöiks);;N,TRANS,PL
otsima;ärgu olgu otsitud;INS(ärgu olgu )otsiDEL(ma)INS(tud);INS(ärgu olgu ),INS(tud);DEL(ma);V,PASS,PRS,PRF,NEG,IMP
vibutama;vibutatavat;vibutaDEL(m)INS(tav)aINS(t);INS(tav),INS(t);DEL(m);V,PASS,PRS,POS,QUOT
keppima;olete keppinud;INS(olete )keppiDEL(ma)INS(nud);INS(olete ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,2,PL
einsteinium;einsteiniumilt;einsteiniumINS(ilt);INS(ilt);;N,AT+ABL,SG
protaktiinium;protaktiiniumdest;protaktiiniumINS(dest);INS(dest);;N,IN+ABL,PL
keraamik;keraamikuks;keraamikINS(uks);INS(uks);;N,TRANS,SG
avama;avat;avDEL(am)aINS(t);INS(t);DEL(am);V,PASS,PRS,POS,QUOT
alalütlev;alalütlevatesse;alalütlevINS(atesse);INS(atesse);;N,IN+ALL,PL
rootslane;rootslased;rootslaDEL(n)INS(s)eINS(d);INS(s),INS(d);DEL(n);N,ACC,PL
rääkima;räägiksite;rääINS(gi)kINS(s)iDEL(ma)INS(te);INS(gi),INS(s),INS(te);DEL(ma);V,ACT,PRS,POS,COND,2,PL
kaelkirjak;kaelkirjakud;kaelkirjakINS(ud);INS(ud);;N,NOM,PL
tuumor;tuumorita;tuumorINS(ita);INS(ita);;N,PRIV,SG
tarkvara;tarkvaradesse;tarkvaraINS(desse);INS(desse);;N,IN+ALL,PL
kapital;kapitalis;kapitalINS(is);INS(is);;N,IN+ESS,SG
pärak;pärakute;pärakINS(ute);INS(ute);;N,GEN,PL
õnnetu;õnnetuteks;õnnetuINS(teks);INS(teks);;N,TRANS,PL
läbistama;oleksid läbistanud;INS(oleksid )läbistDEL(am)aINS(nud);INS(oleksid ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,3,PL
surema;surdagu;surDEL(em)INS(d)aINS(gu);INS(d),INS(gu);DEL(em);V,PASS,PRS,POS,IMP
nikkuma;on nikkunud;INS(on )nikkuDEL(ma)INS(nud);INS(on ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,3,SG
järjehoidja;järjehoidjaga;järjehoidjINS(ag)a;INS(ag);;N,COM,SG
mõistma;mõisteti;mõistDEL(ma)INS(eti);INS(eti);DEL(ma);V,PASS,PST,POS,IND
ankur;ankruid;ankDEL(u)rINS(uid);INS(uid);DEL(u);N,PRT,PL
kajakas;kajakani;kajakaDEL(s)INS(ni);INS(ni);DEL(s);N,TERM,SG
panema;ei pandud;INS(ei )panDEL(ema)INS(dud);INS(ei ),INS(dud);DEL(ema);V,PASS,PST,NEG,IND
katma;olgu katetud;INS(olgu )katDEL(ma)INS(etud);INS(olgu ),INS(etud);DEL(ma);V,PASS,PRS,PRF,POS,IMP
lendama;oleksin lennanud;INS(oleksin )lenINS(nanu)dDEL(ama);INS(oleksin ),INS(nanu);DEL(ama);V,ACT,PRS,PRF,POS,COND
keerama;oli keeranud;INS(oli )keerDEL(am)aINS(nud);INS(oli ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,3,SG
kustutama;ärgu kustutagu;INS(ärgu )kustutDEL(am)aINS(gu);INS(ärgu ),INS(gu);DEL(am);V,ACT,PRS,NEG,IMP,3,SG
kaevama;kaevaksite;kaevDEL(am)aINS(ksite);INS(ksite);DEL(am);V,ACT,PRS,POS,COND,2,PL
käsi;käteskäsis;INS(kätes)käsiINS(s);INS(kätes),INS(s);;N,IN+ESS,PL
eesel;eeslina;eesDEL(e)lINS(ina);INS(ina);DEL(e);N,FRML,SG
ununoktium;ununoktiumi;ununoktiumINS(i);INS(i);;N,ACC,SG
diivan;diivaniks;diivanINS(iks);INS(iks);;N,TRANS,SG
kange;kangeid;kangeINS(id);INS(id);;N,PRT,PL
andma;ära anna;INS(ära )anDEL(dm)INS(n)a;INS(ära ),INS(n);DEL(dm);V,ACT,PRS,NEG,IMP,2,SG
olev;olevana;olevINS(ana);INS(ana);;N,FRML,SG
jääpurikas;jääpurikatel;jääpurikaDEL(s)INS(tel);INS(tel);DEL(s);N,AT+ESS,PL
keefir;keefirisse;keefirINS(isse);INS(isse);;N,IN+ALL,SG
näitlejatar;näitlejatari;näitlejatarINS(i);INS(i);;N,GEN,SG
kaelakee;kaelakeid;kaelakDEL(e)eINS(id);INS(id);DEL(e);N,PRT,PL
arvuti;arvutitel;arvutiINS(tel);INS(tel);;N,AT+ESS,PL
sudenkuu;sudenkuudest;sudenkuuINS(dest);INS(dest);;N,IN+ABL,PL
ettur;etturilt;etturINS(ilt);INS(ilt);;N,AT+ABL,SG
sinatama;sinatab;sinatDEL(am)aINS(b);INS(b);DEL(am);V,ACT,PRS,POS,IND,3,SG
kahvel;kahvliks;kahvDEL(e)lINS(iks);INS(iks);DEL(e);N,TRANS,SG
koristama;ärgu koristatagu;INS(ärgu )koristaDEL(m)INS(t)aINS(gu);INS(ärgu ),INS(t),INS(gu);DEL(m);V,PASS,PRS,NEG,IMP
küsima;ärgu küsigu;INS(ärgu )küsiDEL(ma)INS(gu);INS(ärgu ),INS(gu);DEL(ma);V,ACT,PRS,NEG,IMP,3,SG
purema;puresid;pureDEL(ma)INS(sid);INS(sid);DEL(ma);V,ACT,PST,POS,IND,3,PL
avama;olgu avatud;INS(olgu )avDEL(am)aINS(tud);INS(olgu ),INS(tud);DEL(am);V,PASS,PRS,PRF,POS,IMP
aiamaa;aiamaani;aiamaaINS(ni);INS(ni);;N,TERM,SG
tanner;tandrile;taDEL(n)nINS(dril)eDEL(r);INS(dril);DEL(n),DEL(r);N,AT+ALL,SG
tegema;olite teinud;INS(oli)teDEL(gema)INS( teinud);INS(oli),INS( teinud);DEL(gema);V,ACT,PRS,PRF,POS,COND,2,PL
algaja;algajatega;algajINS(ateg)a;INS(ateg);;N,COM,PL
männik;männikule;männikINS(ule);INS(ule);;N,AT+ALL,SG
rula;rulale;rulaINS(le);INS(le);;N,AT+ALL,SG
sinine;sinistena;siniINS(ste)nDEL(e)INS(a);INS(ste),INS(a);DEL(e);N,FRML,PL
sigar;sigarites;sigarINS(ites);INS(ites);;N,IN+ESS,PL
riidekoi;riidekoide;riidekoiINS(de);INS(de);;N,GEN,PL
püüdma;oli püüetud;INS(oli )püüINS(etu)dDEL(ma);INS(oli ),INS(etu);DEL(ma);V,PASS,PST,PRF,POS,IND
diameeter;diameetritesse;diameetINS(ritess)eDEL(r);INS(ritess);DEL(r);N,IN+ALL,PL
kaklema;kaklev;kakleDEL(ma)INS(v);INS(v);DEL(ma);V.PTCP,ACT,PRS
sõitma;sõitsid;sõitDEL(ma)INS(sid);INS(sid);DEL(ma);V,ACT,PST,POS,IND,2,SG
ühendama;ühendasin;ühendDEL(am)aINS(sin);INS(sin);DEL(am);V,ACT,PST,POS,IND,1,SG
läbistama;läbistasid;läbistDEL(am)aINS(sid);INS(sid);DEL(am);V,ACT,PST,POS,IND,2,SG
rahaühik;rahaühikutes;rahaühikINS(utes);INS(utes);;N,IN+ESS,PL
katma;oleksin katnud;INS(oleksin )katDEL(ma)INS(nud);INS(oleksin ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND
mardikas;mardikatel;mardikaDEL(s)INS(tel);INS(tel);DEL(s);N,AT+ESS,PL
hoiduma;ärgu hoidugu;INS(ärgu )hoidINS(ug)uDEL(ma);INS(ärgu ),INS(ug);DEL(ma);V,ACT,PRS,NEG,IMP,3,SG
pere;peredeta;pereINS(deta);INS(deta);;N,PRIV,PL
