Source;Target;Combined;Inserts;Deletes
gagga;gagga;gagga;;
hlymja;hlymdi;hlymDEL(ja)INS(di);INS(di);DEL(ja)
ærsl;ærsla;ærslINS(a);INS(a);
þáttur;þáttarins;þáttDEL(u)INS(a)rINS(ins);INS(a),INS(ins);DEL(u)
knattspyrnufélag;knattspyrnufélag;knattspyrnufélag;;
háspil;háspil;háspil;;
hvítasunna;hvítasunna;hvítasunna;;
vindur;vindi;vindDEL(ur)INS(i);INS(i);DEL(ur)
númer;númers;númerINS(s);INS(s);
séní;séníinu;séníINS(inu);INS(inu);
skoðun;skoðunina;skoðunINS(ina);INS(ina);
þak;þaki;þakINS(i);INS(i);
hnoð;hnoðin;hnoðINS(in);INS(in);
hjálmur;hjálmana;hjálmDEL(ur)INS(ana);INS(ana);DEL(ur)
hnýta;hnýtið;hnýtDEL(a)INS(ið);INS(ið);DEL(a)
lófatölva;lófatölvuna;lófatölvINS(un)a;INS(un);
klæði;klæðanna;klæðDEL(i)INS(anna);INS(anna);DEL(i)
áfrýja;áfrýjaðir;áfrýjaINS(ðir);INS(ðir);
vestri;vestrar;vestINS(ra)rDEL(i);INS(ra);DEL(i)
kukl;kuklinu;kuklINS(inu);INS(inu);
ropi;roparnir;ropINS(arn)iINS(r);INS(arn),INS(r);
heppni;heppnanna;heppnDEL(i)INS(anna);INS(anna);DEL(i)
vindmylla;vindmyllan;vindmyllaINS(n);INS(n);
mar;mar;mar;;
fingurbjörg;fingurbjörgina;fingurbjörgINS(ina);INS(ina);
happ;höppin;hDEL(a)INS(ö)ppINS(in);INS(ö),INS(in);DEL(a)
orðskviður;orðskviðarins;orðskviðDEL(u)INS(a)rINS(ins);INS(a),INS(ins);DEL(u)
tigl;tiglunum;tiglINS(unum);INS(unum);
löggjafarvald;löggjafarvaldið;löggjafarvaldINS(ið);INS(ið);
drekkja;drekkja;drekkja;;
getnaðarlimur;getnaðarlimir;getnaðarlimDEL(u)INS(i)r;INS(i);DEL(u)
fræða;fræða;fræða;;
svíkja;svikir;svDEL(íkja)INS(ikir);INS(ikir);DEL(íkja)
munnþurrka;munnþurrkurnar;munnþurrkINS(urn)aINS(r);INS(urn),INS(r);
fyrirtæki;fyrirtækjunum;fyrirtækDEL(i)INS(junum);INS(junum);DEL(i)
box;boxið;boxINS(ið);INS(ið);
þefa;þefuðu;þefDEL(a)INS(uðu);INS(uðu);DEL(a)
grís;grísir;grísINS(ir);INS(ir);
klumpur;klumpsins;klumpDEL(ur)INS(sins);INS(sins);DEL(ur)
tæla;tæl;tælDEL(a);;DEL(a)
sjúkraþjálfari;sjúkraþjálfara;sjúkraþjálfarDEL(i)INS(a);INS(a);DEL(i)
klæðaskápur;klæðaskápar;klæðaskápDEL(u)INS(a)r;INS(a);DEL(u)
staðaratviksorð;staðaratviksorð;staðaratviksorð;;
forði;forðanna;forðDEL(i)INS(anna);INS(anna);DEL(i)
búðarþjófnaður;búðarþjófnaðinum;búðarþjófnaðINS(in)uDEL(r)INS(m);INS(in),INS(m);DEL(r)
list;listir;listINS(ir);INS(ir);
hjóm;hjómi;hjómINS(i);INS(i);
gaupa;gaupur;gaupDEL(a)INS(ur);INS(ur);DEL(a)
sæstjarna;sæstjörnuna;sæstjDEL(a)INS(ö)rINS(nu)na;INS(ö),INS(nu);DEL(a)
flokka;flokkir;flokkDEL(a)INS(ir);INS(ir);DEL(a)
leikrit;leikritunum;leikritINS(unum);INS(unum);
poppa;poppaði;poppaINS(ði);INS(ði);
spurnaratviksorð;spurnaratviksorð;spurnaratviksorð;;
leður;leður;leður;;
andarungi;andarunga;andarungDEL(i)INS(a);INS(a);DEL(i)
síða;síðurnar;síðINS(urn)aINS(r);INS(urn),INS(r);
fingurbjörg;fingurbjörgin;fingurbjörgINS(in);INS(in);
jarðskjálfti;jarðskjálfti;jarðskjálfti;;
þýfi;þýfi;þýfi;;
met;mets;metINS(s);INS(s);
heróín;heróíns;heróínINS(s);INS(s);
persóna;persónunum;persónDEL(a)INS(unum);INS(unum);DEL(a)
skipun;skipununum;skipunINS(unum);INS(unum);
laða;löðuðuð;lDEL(a)INS(öðuðu)ðDEL(a);INS(öðuðu);DEL(a),DEL(a)
þrefa;þrefið;þrefDEL(a)INS(ið);INS(ið);DEL(a)
snjógæs;snjógæsunum;snjógæsINS(unum);INS(unum);
aldur;aldurs;aldurINS(s);INS(s);
logn;lognið;lognINS(ið);INS(ið);
þamba;þamba;þamba;;
lífsgleði;lífsgleði;lífsgleði;;
fyrirgjöra;fyrirgjörið;fyrirgjörDEL(a)INS(ið);INS(ið);DEL(a)
létta;létti;léttDEL(a)INS(i);INS(i);DEL(a)
kunta;kuntu;kuntDEL(a)INS(u);INS(u);DEL(a)
nefnifall;nefnifall;nefnifall;;
strandlengja;strandlengjurnar;strandlengjINS(urn)aINS(r);INS(urn),INS(r);
leikmynd;leikmyndum;leikmyndINS(um);INS(um);
biskupskápa;biskupskápu;biskupskápDEL(a)INS(u);INS(u);DEL(a)
blekpenni;blekpennann;blekpeINS(nna)nnDEL(i);INS(nna);DEL(i)
ending;endingunum;endingINS(unum);INS(unum);
belgur;belgs;belgDEL(ur)INS(s);INS(s);DEL(ur)
myrða;myrða;myrða;;
tylla;tylli;tyllDEL(a)INS(i);INS(i);DEL(a)
hlátur;hlátursins;hláturINS(sins);INS(sins);
merkja;merkja;merkja;;
ryðga;ryðgaðir;ryðgaINS(ðir);INS(ðir);
fjórðapartsnóta;fjórðapartsnótu;fjórðapartsnótDEL(a)INS(u);INS(u);DEL(a)
þýðing;þýðinguna;þýðingINS(una);INS(una);
berklar;berklarnir;berklaINS(rni)r;INS(rni);
stærð;stærðinni;stærðINS(inni);INS(inni);
æðiskast;æðisköst;æðiskDEL(a)INS(ö)st;INS(ö);DEL(a)
vítaspyrna;vítaspyrnu;vítaspyrnDEL(a)INS(u);INS(u);DEL(a)
svíri;svírana;svírDEL(i)INS(ana);INS(ana);DEL(i)
grynna;grynntir;grynnDEL(a)INS(tir);INS(tir);DEL(a)
folald;folald;folald;;
semball;sembala;sembaDEL(l)lINS(a);INS(a);DEL(l)
aðalsögn;aðalsagna;aðalsDEL(ö)INS(a)gnINS(a);INS(a),INS(a);DEL(ö)
hrotti;hrottana;hrottDEL(i)INS(ana);INS(ana);DEL(i)
miðaldalatína;miðaldalatína;miðaldalatína;;
emja;emja;emja;;
öfund;öfund;öfund;;
tilvitnun;tilvitnun;tilvitnun;;
blundur;blundanna;blundDEL(ur)INS(anna);INS(anna);DEL(ur)
járna;járni;járnDEL(a)INS(i);INS(i);DEL(a)
Þjóðverji;Þjóðverjinn;ÞjóðverjiINS(nn);INS(nn);
kajak;kajakinn;kajakINS(inn);INS(inn);
bur;burirnir;buINS(rirni)r;INS(rirni);
mænudeyfing;mænudeyfingunni;mænudeyfingINS(unni);INS(unni);
leigja;leigðir;leigDEL(ja)INS(ðir);INS(ðir);DEL(ja)
glundra;glundra;glundra;;
augntönn;augntanna;augntDEL(ö)INS(a)nnINS(a);INS(a),INS(a);DEL(ö)
hola;holum;holDEL(a)INS(um);INS(um);DEL(a)
lexía;lexíu;lexíDEL(a)INS(u);INS(u);DEL(a)
lögmaður;lögmönnum;lögINS(mönnu)mDEL(aður);INS(mönnu);DEL(aður)
ferill;ferla;ferDEL(il)lINS(a);INS(a);DEL(il)
aís;aíssins;aíINS(ssin)s;INS(ssin);
hópa;hópaði;hópaINS(ði);INS(ði);
kínaskák;kínaskák;kínaskák;;
skemmta;skemmtir;skemmtDEL(a)INS(ir);INS(ir);DEL(a)
þanki;þanka;þankDEL(i)INS(a);INS(a);DEL(i)
stykkja;stykkjandi;stykkjaINS(ndi);INS(ndi);
stjórnarskrá;stjórnarskrárinnar;stjórnarskráINS(rinnar);INS(rinnar);
innfeldi;innfeldi;innfeldi;;
glundra;glundruðum;glundrDEL(a)INS(uðum);INS(uðum);DEL(a)
banda;bandi;bandDEL(a)INS(i);INS(i);DEL(a)
rósmarín;rósmaríns;rósmarínINS(s);INS(s);
þurrlendi;þurrlendum;þurrlendDEL(i)INS(um);INS(um);DEL(i)
þvarga;þvargi;þvargDEL(a)INS(i);INS(i);DEL(a)
æðiskast;æðiskasts;æðiskastINS(s);INS(s);
lík;líkunum;líkINS(unum);INS(unum);
trikk;trikkið;trikkINS(ið);INS(ið);
fjöl;fjala;fjDEL(ö)INS(a)lINS(a);INS(a),INS(a);DEL(ö)
rengja;rengjum;rengjDEL(a)INS(um);INS(um);DEL(a)
hneppa;hneppi;hneppDEL(a)INS(i);INS(i);DEL(a)
læknir;lækna;læknDEL(ir)INS(a);INS(a);DEL(ir)
möndull;möndlum;möndDEL(ul)lINS(um);INS(um);DEL(ul)
bátaskýli;bátaskýlisins;bátaskýliINS(sins);INS(sins);
getnaðarlimur;getnaðarlimum;getnaðarlimuDEL(r)INS(m);INS(m);DEL(r)
valmúi;valmúar;valmúDEL(i)INS(ar);INS(ar);DEL(i)
sker;skerið;skerINS(ið);INS(ið);
yngja;yngið;yngDEL(ja)INS(ið);INS(ið);DEL(ja)
ferðaáætlun;ferðaáætlunin;ferðaáætluINS(ni)n;INS(ni);
kjói;kjóum;kjóDEL(i)INS(um);INS(um);DEL(i)
afla;afli;aflDEL(a)INS(i);INS(i);DEL(a)
tálga;tálgaði;tálgaINS(ði);INS(ði);
koli;kolinn;koliINS(nn);INS(nn);
hornblendi;hornblendisins;hornblendiINS(sins);INS(sins);
hnakkur;hnakk;hnakkDEL(ur);;DEL(ur)
pósthús;pósthúss;pósthúsINS(s);INS(s);
kofi;kofi;kofi;;
hlé;hléið;hléINS(ið);INS(ið);
skjóla;skjólu;skjólDEL(a)INS(u);INS(u);DEL(a)
adda;ödduðuð;DEL(a)INS(ö)ddDEL(a)INS(uðuð);INS(ö),INS(uðuð);DEL(a),DEL(a)
stígvél;stígvélunum;stígvélINS(unum);INS(unum);
hræða;hrætt;hræDEL(ða)INS(tt);INS(tt);DEL(ða)
hita;hitaði;hitaINS(ði);INS(ði);
lófatölva;lófatölvu;lófatölvDEL(a)INS(u);INS(u);DEL(a)
forma;formið;formDEL(a)INS(ið);INS(ið);DEL(a)
jötunn;jötunn;jötunn;;
japanska;japanska;japanska;;
finka;finkanna;finkINS(ann)a;INS(ann);
tegra;tegraði;tegraINS(ði);INS(ði);
amaba;amöbunum;aINS(möbunu)mDEL(aba);INS(möbunu);DEL(aba)
hálfendir;hálfendi;hálfendiDEL(r);;DEL(r)
krýna;krýndi;krýnDEL(a)INS(di);INS(di);DEL(a)
diskur;diskanna;diskDEL(ur)INS(anna);INS(anna);DEL(ur)
grey;greyjanna;greyINS(janna);INS(janna);
sakna;saknað;saknaINS(ð);INS(ð);
gluggi;gluggunum;gluggDEL(i)INS(unum);INS(unum);DEL(i)
brjálæði;brjálæðið;brjálæðiINS(ð);INS(ð);
leiðsögumaður;leiðsögumennirnir;leiðsögumDEL(aðu)INS(ennirni)r;INS(ennirni);DEL(aðu)
kringla;kringlu;kringlDEL(a)INS(u);INS(u);DEL(a)
geimur;geima;geimDEL(ur)INS(a);INS(a);DEL(ur)
skrafa;skrafar;skrafaINS(r);INS(r);
hverfi;hverfi;hverfi;;
fugl;fuglarnir;fuglINS(arnir);INS(arnir);
geisladiskur;geisladiskurinn;geisladiskurINS(inn);INS(inn);
skrækskaði;skrækskaðar;skrækskaðDEL(i)INS(ar);INS(ar);DEL(i)
kefja;kafði;kDEL(efj)aINS(fði);INS(fði);DEL(efj)
skrofa;skrofurnar;skrofINS(urn)aINS(r);INS(urn),INS(r);
ká;káanna;káINS(anna);INS(anna);
dropi;dropanna;dropDEL(i)INS(anna);INS(anna);DEL(i)
bróðursonur;bróðursonanna;bróðursonDEL(ur)INS(anna);INS(anna);DEL(ur)
þéra;þéri;þérDEL(a)INS(i);INS(i);DEL(a)
hálfleiðari;hálfleiðarans;hálfleiðarDEL(i)INS(ans);INS(ans);DEL(i)
borða;borðandi;borðaINS(ndi);INS(ndi);
verkur;verkja;verkDEL(ur)INS(ja);INS(ja);DEL(ur)
knattspyrnumaður;knattspyrnumennina;knattspyrnumINS(ennin)aDEL(ður);INS(ennin);DEL(ður)
stama;stamar;stamaINS(r);INS(r);
vit;vitið;vitINS(ið);INS(ið);
peningur;peninga;peningDEL(ur)INS(a);INS(a);DEL(ur)
leiðsögn;leiðsögn;leiðsögn;;
jata;jötur;jDEL(ata)INS(ötur);INS(ötur);DEL(ata)
auðga;auðgar;auðgaINS(r);INS(r);
riddari;riddara;riddarDEL(i)INS(a);INS(a);DEL(i)
þingforseti;þingforsetunum;þingforsetDEL(i)INS(unum);INS(unum);DEL(i)
hvelatengsl;hvelatengsla;hvelatengslINS(a);INS(a);
hjámengi;hjámengi;hjámengi;;
gólf;gólfs;gólfINS(s);INS(s);
skráning;skráningar;skráningINS(ar);INS(ar);
rykkilín;rykkilín;rykkilín;;
raula;raular;raulaINS(r);INS(r);
eldstöð;eldstöðin;eldstöðINS(in);INS(in);
skýstrokkur;skýstrokkur;skýstrokkur;;
píka;píkurnar;píkINS(urn)aINS(r);INS(urn),INS(r);
kíló;kílóum;kílóINS(um);INS(um);
tómatsósa;tómatsósan;tómatsósaINS(n);INS(n);
svindla;svindla;svindla;;
kúfur;kúfar;kúfDEL(u)INS(a)r;INS(a);DEL(u)
flugstjóri;flugstjórans;flugstjórDEL(i)INS(ans);INS(ans);DEL(i)
slóvenska;slóvensku;slóvenskDEL(a)INS(u);INS(u);DEL(a)
morð;morðanna;morðINS(anna);INS(anna);
hanna;hönnuðu;hDEL(a)INS(ö)nnDEL(a)INS(uðu);INS(ö),INS(uðu);DEL(a),DEL(a)
gegna;gegnið;gegnDEL(a)INS(ið);INS(ið);DEL(a)
pipra;pipruðuð;piprDEL(a)INS(uðuð);INS(uðuð);DEL(a)
skalla;skalla;skalla;;
nafnháttarmerki;nafnháttarmerki;nafnháttarmerki;;
skýrsla;skýrslan;skýrslaINS(n);INS(n);
framkvæmdastjóri;framkvæmdastjórarnir;framkvæmdastjórINS(arn)iINS(r);INS(arn),INS(r);
fanga;fangaði;fangaINS(ði);INS(ði);
múgæsing;múgæsinga;múgæsingINS(a);INS(a);
kasta;kastar;kastaINS(r);INS(r);
trommari;trommurunum;tromINS(murunu)mDEL(ari);INS(murunu);DEL(ari)
hjala;hjali;hjalDEL(a)INS(i);INS(i);DEL(a)
starfsmaður;starfsmanna;starfsmINS(ann)aDEL(ður);INS(ann);DEL(ður)
skyn;skyn;skyn;;
davíðshjörtur;davíðshirtina;davíðshDEL(jö)INS(i)rtDEL(ur)INS(ina);INS(i),INS(ina);DEL(jö),DEL(ur)
kveða;kvæði;kvDEL(eða)INS(æði);INS(æði);DEL(eða)
miðjarðarhafslanga;miðjarðarhafslöngur;miðjarðarhafslDEL(a)INS(ö)ngDEL(a)INS(ur);INS(ö),INS(ur);DEL(a),DEL(a)
dúkur;dúkur;dúkur;;
munaðarleysingi;munaðarleysingja;munaðarleysingDEL(i)INS(ja);INS(ja);DEL(i)
endurtaka;endurtaka;endurtaka;;
hrópa;hrópir;hrópDEL(a)INS(ir);INS(ir);DEL(a)
hrafn;hrafni;hrafnINS(i);INS(i);
skósmiður;skósmiðanna;skósmiðDEL(ur)INS(anna);INS(anna);DEL(ur)
sker;skersins;skerINS(sins);INS(sins);
góla;góluðuð;gólDEL(a)INS(uðuð);INS(uðuð);DEL(a)
litaröð;litaröðunum;litaröðINS(unum);INS(unum);
dómur;dómana;dómDEL(ur)INS(ana);INS(ana);DEL(ur)
þjófur;þjófurinn;þjófurINS(inn);INS(inn);
lesandi;lesenda;lesINS(end)aDEL(ndi);INS(end);DEL(ndi)
haull;haular;hauDEL(l)lINS(ar);INS(ar);DEL(l)
héla;héla;héla;;
mótherji;mótherjar;mótherjDEL(i)INS(ar);INS(ar);DEL(i)
hnegg;hnegg;hnegg;;
skýli;skýli;skýli;;
flís;flís;flís;;
millipils;millipils;millipils;;
trúlofa;trúlofar;trúlofaINS(r);INS(r);
drynja;drynja;drynja;;
æðigangur;æðigangurinn;æðigangurINS(inn);INS(inn);
skokka;skokkaði;skokkaINS(ði);INS(ði);
svindlari;svindlari;svindlari;;
gelda;geldum;geldDEL(a)INS(um);INS(um);DEL(a)
múrmeldýr;múrmeldýr;múrmeldýr;;
ökumaður;ökumenn;ökumDEL(aður)INS(enn);INS(enn);DEL(aður)
embætti;embætti;embætti;;
herpa;herpi;herpDEL(a)INS(i);INS(i);DEL(a)
framhjáhlaup;framhjáhlaup;framhjáhlaup;;
hylur;hylirnir;hylDEL(u)INS(irni)r;INS(irni);DEL(u)
fappa;fappar;fappaINS(r);INS(r);
örvænta;örvænta;örvænta;;
garg;garg;garg;;
gredda;greddunnar;greddINS(unn)aINS(r);INS(unn),INS(r);
kyssa;kysst;kyssDEL(a)INS(t);INS(t);DEL(a)
hermd;hermd;hermd;;
pipra;pipri;piprDEL(a)INS(i);INS(i);DEL(a)
nauðsyn;nauðsyn;nauðsyn;;
franska;frönsku;frDEL(a)INS(ö)nskDEL(a)INS(u);INS(ö),INS(u);DEL(a),DEL(a)
flengja;flengja;flengja;;
sandali;sandalinn;sandaliINS(nn);INS(nn);
innflytjandi;innflytjenda;innflytjINS(end)aDEL(ndi);INS(end);DEL(ndi)
ökumaður;ökumanninum;ökumaDEL(ður)INS(nninum);INS(nninum);DEL(ður)
tanta;tantan;tantaINS(n);INS(n);
líffræðingur;líffræðingurinn;líffræðingurINS(inn);INS(inn);
ófreskja;ófreskju;ófreskjDEL(a)INS(u);INS(u);DEL(a)
kútur;kútsins;kútDEL(ur)INS(sins);INS(sins);DEL(ur)
geimfar;geimför;geimfDEL(a)INS(ö)r;INS(ö);DEL(a)
samþykkja;samþykktir;samþykkDEL(ja)INS(tir);INS(tir);DEL(ja)
fræ;fræi;fræINS(i);INS(i);
fægja;fægðu;fægDEL(ja)INS(ðu);INS(ðu);DEL(ja)
nagdýr;nagdýrið;nagdýrINS(ið);INS(ið);
smári;smáranna;smárDEL(i)INS(anna);INS(anna);DEL(i)
tígull;tígulinn;tíguDEL(l)lINS(inn);INS(inn);DEL(l)
ferskja;ferskjurnar;ferskjINS(urn)aINS(r);INS(urn),INS(r);
ryðga;ryðgandi;ryðgaINS(ndi);INS(ndi);
kotra;kotrunni;kotrDEL(a)INS(unni);INS(unni);DEL(a)
fæll;fælinn;fæDEL(l)lINS(inn);INS(inn);DEL(l)
rokk;rokksins;rokkINS(sins);INS(sins);
áhersla;áhersluna;áherslINS(un)a;INS(un);
mengjafræði;mengjafræði;mengjafræði;;
vodka;vodkans;vodkaINS(ns);INS(ns);
beikon;beikon;beikon;;
atriði;atriðið;atriðiINS(ð);INS(ð);
pallur;pallsins;pallDEL(ur)INS(sins);INS(sins);DEL(ur)
okfruma;okfruma;okfruma;;
funi;funinn;funiINS(nn);INS(nn);
afsetning;afsetningar;afsetningINS(ar);INS(ar);
kafna;kafnaði;kafnaINS(ði);INS(ði);
læknisfræði;læknisfræði;læknisfræði;;
músarrindill;músarrindlar;músarrindDEL(il)lINS(ar);INS(ar);DEL(il)
skita;skitu;skitDEL(a)INS(u);INS(u);DEL(a)
horn;hornin;horINS(ni)n;INS(ni);
hnoð;hnoða;hnoðINS(a);INS(a);
toga;togað;togaINS(ð);INS(ð);
bilun;bilunarinnar;bilunINS(arinnar);INS(arinnar);
baun;baunir;baunINS(ir);INS(ir);
stuttbuxur;stuttbuxum;stuttbuxuDEL(r)INS(m);INS(m);DEL(r)
jarðepli;jarðeplið;jarðepliINS(ð);INS(ð);
engispretta;engisprettunni;engisprettDEL(a)INS(unni);INS(unni);DEL(a)
loga;logar;logaINS(r);INS(r);
djóka;djókandi;djókaINS(ndi);INS(ndi);
hönk;hankir;hDEL(ö)INS(a)nkINS(ir);INS(a),INS(ir);DEL(ö)
sannleikur;sannleiknum;sannleikINS(n)uDEL(r)INS(m);INS(n),INS(m);DEL(r)
jaðar;jöðrum;jDEL(a)INS(ö)ðDEL(a)rINS(um);INS(ö),INS(um);DEL(a),DEL(a)
gláka;glákan;glákaINS(n);INS(n);
færi;færa;færDEL(i)INS(a);INS(a);DEL(i)
sement;sement;sement;;
vaf;vöfum;vDEL(a)INS(ö)fINS(um);INS(ö),INS(um);DEL(a)
padda;pöddunum;pDEL(a)INS(ö)ddDEL(a)INS(unum);INS(ö),INS(unum);DEL(a),DEL(a)
sólúr;sólúrinu;sólúrINS(inu);INS(inu);
gagntaka;gagntakið;gagntakDEL(a)INS(ið);INS(ið);DEL(a)
æðarfugl;æðarfuglinn;æðarfuglINS(inn);INS(inn);
lifur;lifur;lifur;;
bókstafur;bókstafurinn;bókstafurINS(inn);INS(inn);
bátaskýli;bátaskýlin;bátaskýliINS(n);INS(n);
úlpa;úlpa;úlpa;;
prinsessa;prinsessa;prinsessa;;
skarfur;skarfi;skarfDEL(ur)INS(i);INS(i);DEL(ur)
skjóta;skyti;skDEL(jóta)INS(yti);INS(yti);DEL(jóta)
afmarka;afmörkuðu;afmDEL(a)INS(ö)rkDEL(a)INS(uðu);INS(ö),INS(uðu);DEL(a),DEL(a)
klæindi;klæindi;klæindi;;
pardusdýr;pardusdýrum;pardusdýrINS(um);INS(um);
staða;stöðuna;stDEL(a)INS(ö)ðINS(un)a;INS(ö),INS(un);DEL(a)
kroppa;kroppaði;kroppaINS(ði);INS(ði);
slakna;slaknið;slaknDEL(a)INS(ið);INS(ið);DEL(a)
gári;gára;gárDEL(i)INS(a);INS(a);DEL(i)
hvirfilvindur;hvirfilvindi;hvirfilvindDEL(ur)INS(i);INS(i);DEL(ur)
svíða;svíð;svíðDEL(a);;DEL(a)
iðka;iðki;iðkDEL(a)INS(i);INS(i);DEL(a)
högni;högnann;högINS(nan)nDEL(i);INS(nan);DEL(i)
smokkur;smokkum;smokkuDEL(r)INS(m);INS(m);DEL(r)
mjálma;mjálmum;mjálINS(mu)mDEL(a);INS(mu);DEL(a)
hnetusmjör;hnetusmjöri;hnetusmjörINS(i);INS(i);
kjör;kjörs;kjörINS(s);INS(s);
goði;goðum;goðDEL(i)INS(um);INS(um);DEL(i)
mauka;maukuðu;maukDEL(a)INS(uðu);INS(uðu);DEL(a)
eintala;eintölu;eintDEL(ala)INS(ölu);INS(ölu);DEL(ala)
ermi;ermi;ermi;;
adamsepli;adamseplin;adamsepliINS(n);INS(n);
hylling;hyllingarnar;hyllingINS(arnar);INS(arnar);
píla;pílurnar;pílINS(urn)aINS(r);INS(urn),INS(r);
majór;majórarnir;majóINS(rarni)r;INS(rarni);
kaffihús;kaffihúsinu;kaffihúsINS(inu);INS(inu);
grameðla;grameðlunnar;grameðlINS(unn)aINS(r);INS(unn),INS(r);
stampur;stampurinn;stampurINS(inn);INS(inn);
spil;spils;spilINS(s);INS(s);
kveikikerti;kveikikertum;kveikikertDEL(i)INS(um);INS(um);DEL(i)
plana;planið;planDEL(a)INS(ið);INS(ið);DEL(a)
meðtaka;meðtakið;meðtakDEL(a)INS(ið);INS(ið);DEL(a)
jarma;jarmi;jarmDEL(a)INS(i);INS(i);DEL(a)
brekkusóley;brekkusóleyinni;brekkusóleyINS(inni);INS(inni);
aðdáandi;aðdáanda;aðdáandDEL(i)INS(a);INS(a);DEL(i)
rífa;rifi;rDEL(ífa)INS(ifi);INS(ifi);DEL(ífa)
ófreskja;ófreskjurnar;ófreskjINS(urn)aINS(r);INS(urn),INS(r);
miðaftann;miðöftnunum;miðDEL(a)INS(ö)ftDEL(a)nINS(u)nINS(um);INS(ö),INS(u),INS(um);DEL(a),DEL(a)
rykkur;rykkjum;rykkINS(j)uDEL(r)INS(m);INS(j),INS(m);DEL(r)
þörf;þörfinni;þörfINS(inni);INS(inni);
trjóna;trjóna;trjóna;;
undantaka;undantækjum;undantDEL(aka)INS(ækjum);INS(ækjum);DEL(aka)
hatur;hatursins;haturINS(sins);INS(sins);
hjörð;hjörðin;hjörðINS(in);INS(in);
þrot;þrot;þrot;;
gleði;gleðinnar;gleðiINS(nnar);INS(nnar);
slím;slím;slím;;
álfadrottning;álfadrottningum;álfadrottningINS(um);INS(um);
glóð;glóðar;glóðINS(ar);INS(ar);
bókstafur;bókstafsins;bókstafDEL(ur)INS(sins);INS(sins);DEL(ur)
metfé;metfé;metfé;;
hnífur;hnífanna;hnífDEL(ur)INS(anna);INS(anna);DEL(ur)
herfi;herfi;herfi;;
freista;freistaði;freistaINS(ði);INS(ði);
bland;blandið;blandINS(ið);INS(ið);
for;fora;forINS(a);INS(a);
pottur;potts;pottDEL(ur)INS(s);INS(s);DEL(ur)
leðurblaka;leðurblökuna;leðurblDEL(a)INS(ö)kINS(un)a;INS(ö),INS(un);DEL(a)
paxblað;paxblaðanna;paxblaðINS(anna);INS(anna);
úlfaldi;úlfaldann;úlfaldDEL(i)INS(ann);INS(ann);DEL(i)
tónlistarmaður;tónlistarmaður;tónlistarmaður;;
utangarðsmaður;utangarðsmennirnir;utangarðsmDEL(aðu)INS(ennirni)r;INS(ennirni);DEL(aðu)
fag;fagi;fagINS(i);INS(i);
gálgi;gálga;gálgDEL(i)INS(a);INS(a);DEL(i)
úrskurða;úrskurða;úrskurða;;
rismál;rismáli;rismálINS(i);INS(i);
girðing;girðingu;girðingINS(u);INS(u);
melting;meltingunni;meltingINS(unni);INS(unni);
skán;skánum;skánINS(um);INS(um);
afla;aflar;aflaINS(r);INS(r);
skemmta;skemmti;skemmtDEL(a)INS(i);INS(i);DEL(a)
lið;liðið;lINS(ið)ið;INS(ið);
fjandmaður;fjandmannsins;fjandmaDEL(ður)INS(nnsins);INS(nnsins);DEL(ður)
hís;hísið;hísINS(ið);INS(ið);
hvítblæði;hvítblæði;hvítblæði;;
trúleysingi;trúleysingjarnir;trúleysingINS(jarn)iINS(r);INS(jarn),INS(r);
klekkja;klekkja;klekkja;;
þökk;þakkar;þDEL(ö)INS(a)kkINS(ar);INS(a),INS(ar);DEL(ö)
lækur;læki;lækDEL(ur)INS(i);INS(i);DEL(ur)
þokuský;þokuskýsins;þokuskýINS(sins);INS(sins);
vatnslitur;vatnslitum;vatnslituDEL(r)INS(m);INS(m);DEL(r)
þjáning;þjáningin;þjáningINS(in);INS(in);
píla;pílunum;pílDEL(a)INS(unum);INS(unum);DEL(a)
fyrirgera;fyrirgerum;fyrirgerDEL(a)INS(um);INS(um);DEL(a)
nýta;nýtið;nýtDEL(a)INS(ið);INS(ið);DEL(a)
kaf;kafsins;kafINS(sins);INS(sins);
skrýða;skrýðir;skrýðDEL(a)INS(ir);INS(ir);DEL(a)
undantaka;undantaka;undantaka;;
lágmynd;lágmynd;lágmynd;;
ærsl;ærslin;ærslINS(in);INS(in);
rak;rakið;rakINS(ið);INS(ið);
ljóðskáld;ljóðskáld;ljóðskáld;;
gregorssöngur;gregorssöngsins;gregorssöngDEL(ur)INS(sins);INS(sins);DEL(ur)
bakuggi;bakuggans;bakuggDEL(i)INS(ans);INS(ans);DEL(i)
danska;dönskuna;dDEL(a)INS(ö)nskINS(un)a;INS(ö),INS(un);DEL(a)
flakaský;flakaskýinu;flakaskýINS(inu);INS(inu);
flæmingi;flæmingja;flæmingDEL(i)INS(ja);INS(ja);DEL(i)
kvörn;kvörnin;kvörINS(ni)n;INS(ni);
prútta;prúttar;prúttaINS(r);INS(r);
endurræsa;endurræsið;endurræsDEL(a)INS(ið);INS(ið);DEL(a)
amper;amper;amper;;
geitaostur;geitaosti;geitaostDEL(ur)INS(i);INS(i);DEL(ur)
umfjöllun;umfjöllun;umfjöllun;;
brók;bróka;brókINS(a);INS(a);
dúkka;dúkka;dúkka;;
garg;gargs;gargINS(s);INS(s);
efni;efnum;efnDEL(i)INS(um);INS(um);DEL(i)
æðiskast;æðiskastið;æðiskastINS(ið);INS(ið);
skemmd;skemmdum;skemmdINS(um);INS(um);
