Source;Target;Combined;Inserts;Deletes
petrogrāfija;petrogrāfiju;petrogrāfijDEL(a)INS(u);INS(u);DEL(a)
salāts;salātus;salātINS(u)s;INS(u);
dzestrais;dzestrās;dzestrDEL(ai)INS(ā)s;INS(ā);DEL(ai)
biežāks;biežāku;biežākDEL(s)INS(u);INS(u);DEL(s)
liekt;lieca;lieDEL(kt)INS(ca);INS(ca);DEL(kt)
dūre;dūrē;dūrDEL(e)INS(ē);INS(ē);DEL(e)
personisks;personiskos;personiskINS(o)s;INS(o);
vishumānākais;vishumānākā;vishumānākDEL(ais)INS(ā);INS(ā);DEL(ais)
visakmeņainākais;visakmeņainākos;visakmeņainākDEL(ai)INS(o)s;INS(o);DEL(ai)
dzīvojamā istaba;dzīvojamā istabu;dzīvojamā istabDEL(a)INS(u);INS(u);DEL(a)
plauksta;plaukstās;plaukstDEL(a)INS(ās);INS(ās);DEL(a)
apstākļa vārds;apstākļa vārd;apstākļa vārdDEL(s);;DEL(s)
aziāts;aziātu;aziātDEL(s)INS(u);INS(u);DEL(s)
apvienot;apvienojot;apvienINS(oj)ot;INS(oj);
piecept;piecep;piecepDEL(t);;DEL(t)
starene;starenes;stareneINS(s);INS(s);
vēders;vēders;vēders;;
visneparastākais;visneparastākajām;visneparastākaDEL(is)INS(jām);INS(jām);DEL(is)
medicīniskāks;medicīniskāku;medicīniskākDEL(s)INS(u);INS(u);DEL(s)
sinonīmisks;sinonīmiska;sinonīmiskDEL(s)INS(a);INS(a);DEL(s)
lauve;lauves;lauveINS(s);INS(s);
glīšākais;glīšākajos;glīšākaDEL(i)INS(jo)s;INS(jo);DEL(i)
laimīgāks;laimīgāku;laimīgākDEL(s)INS(u);INS(u);DEL(s)
jēdzīgākais;jēdzīgākās;jēdzīgākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
lauvene;lauvenēm;lauvenDEL(e)INS(ēm);INS(ēm);DEL(e)
iepelēkais;iepelēkajam;iepelēkaDEL(is)INS(jam);INS(jam);DEL(is)
vismožākais;vismožāko;vismožākDEL(ais)INS(o);INS(o);DEL(ais)
riktīgais;riktīgajām;riktīgaDEL(is)INS(jām);INS(jām);DEL(is)
solīt;jāsolot;INS(jā)solDEL(ī)INS(o)t;INS(jā),INS(o);DEL(ī)
politiskākais;politiskākā;politiskākDEL(ais)INS(ā);INS(ā);DEL(ais)
psiholoģiskākais;psiholoģiskāko;psiholoģiskākDEL(ais)INS(o);INS(o);DEL(ais)
konfederācija;konfederācijas;konfederācijaINS(s);INS(s);
pazīt;pazīstot;pazīINS(sto)t;INS(sto);
vājdzirdīgs;vājdzirdīgam;vājdzirdīgDEL(s)INS(am);INS(am);DEL(s)
topogrāfisks;topogrāfiskas;topogrāfiskINS(a)s;INS(a);
lēnais;lēno;lēnDEL(ais)INS(o);INS(o);DEL(ais)
iezaļganākais;iezaļganākajos;iezaļganākaDEL(i)INS(jo)s;INS(jo);DEL(i)
rakstīt;rakstot;rakstDEL(ī)INS(o)t;INS(o);DEL(ī)
viscentīgākais;viscentīgākajos;viscentīgākaDEL(i)INS(jo)s;INS(jo);DEL(i)
fizikālākais;fizikālākajos;fizikālākaDEL(i)INS(jo)s;INS(jo);DEL(i)
sēklinieku maisiņš;sēklinieku maisiņos;sēklinieku maisiņDEL(š)INS(os);INS(os);DEL(š)
redzamāks;redzamākiem;redzamākDEL(s)INS(iem);INS(iem);DEL(s)
imperiālistiskākais;imperiālistiskāko;imperiālistiskākDEL(ais)INS(o);INS(o);DEL(ais)
rieties;riesimies;rieDEL(t)INS(sim)ies;INS(sim);DEL(t)
staigņākais;staigņākais;staigņākais;;
arktiskākais;arktiskākās;arktiskākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
rumāniskāks;rumāniskākas;rumāniskākINS(a)s;INS(a);
nedzimt;nedzimis;nedzimDEL(t)INS(is);INS(is);DEL(t)
kartons;kartonā;kartonDEL(s)INS(ā);INS(ā);DEL(s)
demokrāte;demokrātēs;demokrātDEL(e)INS(ēs);INS(ēs);DEL(e)
visbulgāriskākais;visbulgāriskāko;visbulgāriskākDEL(ais)INS(o);INS(o);DEL(ais)
visiesarkanākais;visiesarkanākajam;visiesarkanākaDEL(is)INS(jam);INS(jam);DEL(is)
zīdīšana;zīdīšana;zīdīšana;;
amerikāniete;amerikānietes;amerikānieteINS(s);INS(s);
kaste;kaste;kaste;;
ceļinieks;ceļinieki;ceļiniekDEL(s)INS(i);INS(i);DEL(s)
skaitīt;skaita;skaiDEL(tī)tINS(a);INS(a);DEL(tī)
lipīgs;lipīgā;lipīgDEL(s)INS(ā);INS(ā);DEL(s)
biedēklis;biedēkli;biedēkliDEL(s);;DEL(s)
pilsoniskais;pilsoniskajām;pilsoniskaDEL(is)INS(jām);INS(jām);DEL(is)
valgāks;valgākām;valgākDEL(s)INS(ām);INS(ām);DEL(s)
zviedziens;zviedzieniem;zviedzienDEL(s)INS(iem);INS(iem);DEL(s)
iesarkans;iesarkanu;iesarkanDEL(s)INS(u);INS(u);DEL(s)
jēdzieniskākais;jēdzieniskāko;jēdzieniskākDEL(ais)INS(o);INS(o);DEL(ais)
ziepjainais;ziepjainās;ziepjainDEL(ai)INS(ā)s;INS(ā);DEL(ai)
svešais;svešajai;svešINS(aj)aiDEL(s);INS(aj);DEL(s)
neziepēt;neziepējam;neziepēDEL(t)INS(jam);INS(jam);DEL(t)
neitralizēšana;neitralizēšana;neitralizēšana;;
baltais;baltajiem;baltaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
meitenīgais;meitenīgo;meitenīgDEL(ais)INS(o);INS(o);DEL(ais)
psihisks;psihiskiem;psihiskDEL(s)INS(iem);INS(iem);DEL(s)
veikals;veikaliem;veikalDEL(s)INS(iem);INS(iem);DEL(s)
vasarīgāks;vasarīgākās;vasarīgākINS(ā)s;INS(ā);
indīgākais;indīgāko;indīgākDEL(ais)INS(o);INS(o);DEL(ais)
aizpērnējais;aizpērnējās;aizpērnējDEL(ai)INS(ā)s;INS(ā);DEL(ai)
sievišķīgākais;sievišķīgākajai;sievišķīgākINS(aj)aiDEL(s);INS(aj);DEL(s)
pirmdiena;pirmdienas;pirmdienaINS(s);INS(s);
ungāriskākais;ungāriskāko;ungāriskākDEL(ais)INS(o);INS(o);DEL(ais)
piederīgs;piederīgu;piederīgDEL(s)INS(u);INS(u);DEL(s)
darbīgais;darbīgajos;darbīgaDEL(i)INS(jo)s;INS(jo);DEL(i)
stulbais;stulbajā;stulbaDEL(is)INS(jā);INS(jā);DEL(is)
neitralizēt;lai neitralizējot;INS(lai )neitralizēINS(jo)t;INS(lai ),INS(jo);
spilva;spilvām;spilvDEL(a)INS(ām);INS(ām);DEL(a)
neturēšana;neturēšanā;neturēšanDEL(a)INS(ā);INS(ā);DEL(a)
vērtīgs;vērtīgiem;vērtīgDEL(s)INS(iem);INS(iem);DEL(s)
prāvākais;prāvākie;prāvākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s)
spilve;spilvi;spilvDEL(e)INS(i);INS(i);DEL(e)
visrozīgākais;visrozīgākās;visrozīgākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
nodoklis;nodokļu;nodokDEL(lis)INS(ļu);INS(ļu);DEL(lis)
konstatēšana;konstatēšanā;konstatēšanDEL(a)INS(ā);INS(ā);DEL(a)
visanālākais;visanālāko;visanālākDEL(ais)INS(o);INS(o);DEL(ais)
kirgīziskais;kirgīzisko;kirgīziskDEL(ais)INS(o);INS(o);DEL(ais)
metafiziskākais;metafiziskāko;metafiziskākDEL(ais)INS(o);INS(o);DEL(ais)
visziepjainākais;visziepjaināko;visziepjainākDEL(ais)INS(o);INS(o);DEL(ais)
čūska;čūsku;čūskDEL(a)INS(u);INS(u);DEL(a)
reģistrs;reģistriem;reģistrDEL(s)INS(iem);INS(iem);DEL(s)
trūcīgākais;trūcīgāko;trūcīgākDEL(ais)INS(o);INS(o);DEL(ais)
ķēnišķīgākais;ķēnišķīgākā;ķēnišķīgākDEL(ais)INS(ā);INS(ā);DEL(ais)
afgāniskāks;afgāniskākā;afgāniskākDEL(s)INS(ā);INS(ā);DEL(s)
rudenīgākais;rudenīgākie;rudenīgākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s)
kakls;kaklus;kaklINS(u)s;INS(u);
eiropeiskākais;eiropeiskākajiem;eiropeiskākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
ķirbis;ķirbjiem;ķirbINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
riktīgais;riktīgās;riktīgDEL(ai)INS(ā)s;INS(ā);DEL(ai)
niknais;niknais;niknais;;
netraucēt;netraucē;netraucēDEL(t);;DEL(t)
vislieliskākais;vislieliskākajos;vislieliskākaDEL(i)INS(jo)s;INS(jo);DEL(i)
aparšana;aparšanas;aparšanaINS(s);INS(s);
afrikāniskāks;afrikāniskākiem;afrikāniskākDEL(s)INS(iem);INS(iem);DEL(s)
bibliotēka;bibliotēkas;bibliotēkaINS(s);INS(s);
ārstniecisks;ārstnieciskus;ārstnieciskINS(u)s;INS(u);
sirmis;sirmis;sirmis;;
greznāks;greznāku;greznākDEL(s)INS(u);INS(u);DEL(s)
tumšāks;tumšākiem;tumšākDEL(s)INS(iem);INS(iem);DEL(s)
ievads;ievadus;ievadINS(u)s;INS(u);
tirgotava;tirgotava;tirgotava;;
nekļūt;nekļūt;nekļūt;;
visraksturīgākais;visraksturīgākajās;visraksturīgākaDEL(i)INS(jā)s;INS(jā);DEL(i)
diennakts;diennakts;diennakts;;
vissaulainākais;vissaulainākās;vissaulainākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
satiksmes vārds;satiksmes vārdus;satiksmes vārdINS(u)s;INS(u);
drēgnums;drēgnumā;drēgnumDEL(s)INS(ā);INS(ā);DEL(s)
smagāks;smagākām;smagākDEL(s)INS(ām);INS(ām);DEL(s)
rezultāts;rezultāt;rezultātDEL(s);;DEL(s)
klausīties;klausījies;klausīDEL(t)INS(j)ies;INS(j);DEL(t)
neapart;neaparsim;neaparDEL(t)INS(sim);INS(sim);DEL(t)
lejas tece;lejas teci;lejas tecDEL(e)INS(i);INS(i);DEL(e)
zīdināt;zīdināšu;zīdināDEL(t)INS(šu);INS(šu);DEL(t)
viesu istaba;viesu istabu;viesu istabDEL(a)INS(u);INS(u);DEL(a)
kurdiskāks;kurdiskākās;kurdiskākINS(ā)s;INS(ā);
indietis;indieši;indieDEL(t)INS(š)iDEL(s);INS(š);DEL(t),DEL(s)
reliģiozākais;reliģiozāko;reliģiozākDEL(ais)INS(o);INS(o);DEL(ais)
reliģisks;reliģiskam;reliģiskDEL(s)INS(am);INS(am);DEL(s)
nabadze;nabadzes;nabadzeINS(s);INS(s);
dzemdēt;lai dzemdē;INS(lai )dzemdēDEL(t);INS(lai );DEL(t)
dziedājums;dziedājumos;dziedājumINS(o)s;INS(o);
vēceklis;vēcekli;vēcekliDEL(s);;DEL(s)
reliģiskākais;reliģiskākajam;reliģiskākaDEL(is)INS(jam);INS(jam);DEL(is)
saldenākais;saldenākā;saldenākDEL(ais)INS(ā);INS(ā);DEL(ais)
atmiņa;atmiņu;atmiņDEL(a)INS(u);INS(u);DEL(a)
nedemokratizēt;nedemokratizēsit;nedemokratizēINS(si)t;INS(si);
politiskais;politisko;politiskDEL(ais)INS(o);INS(o);DEL(ais)
apspriešana;apspriešana;apspriešana;;
turpināt;turpinājāt;turpinINS(āj)āt;INS(āj);
fotogrāfiskāks;fotogrāfiskākus;fotogrāfiskākINS(u)s;INS(u);
etimoloģisks;etimoloģiskai;etimoloģiskDEL(s)INS(ai);INS(ai);DEL(s)
astoņnieks;astoņnieks;astoņnieks;;
Japānas redīss;Japānas redīsos;Japānas redīsINS(o)s;INS(o);
vismoldāviskākais;vismoldāviskāko;vismoldāviskākDEL(ais)INS(o);INS(o);DEL(ais)
patiesība;patiesībā;patiesībDEL(a)INS(ā);INS(ā);DEL(a)
ābols;ābolus;ābolINS(u)s;INS(u);
atvasarīgāks;atvasarīgāku;atvasarīgākDEL(s)INS(u);INS(u);DEL(s)
nozīmēt;nozīmēsim;nozīmēDEL(t)INS(sim);INS(sim);DEL(t)
slimais;slimajā;slimaDEL(is)INS(jā);INS(jā);DEL(is)
stādīt;stādošs;stādDEL(īt)INS(ošs);INS(ošs);DEL(īt)
visbēdīgākais;visbēdīgākos;visbēdīgākDEL(ai)INS(o)s;INS(o);DEL(ai)
mīlāks;mīlāku;mīlākDEL(s)INS(u);INS(u);DEL(s)
tapirs;tapiru;tapirDEL(s)INS(u);INS(u);DEL(s)
zemākais;zemākajiem;zemākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
ekonomiskais;ekonomiskā;ekonomiskDEL(ais)INS(ā);INS(ā);DEL(ais)
visčehiskākais;visčehiskākā;visčehiskākDEL(ais)INS(ā);INS(ā);DEL(ais)
kļūdainais;kļūdaino;kļūdainDEL(ais)INS(o);INS(o);DEL(ais)
etnisks;etniskām;etniskDEL(s)INS(ām);INS(ām);DEL(s)
precīzais;precīzajai;precīzINS(aj)aiDEL(s);INS(aj);DEL(s)
pliks;plikās;plikINS(ā)s;INS(ā);
ķermens;ķermeniem;ķermenDEL(s)INS(iem);INS(iem);DEL(s)
taurs;tauru;taurDEL(s)INS(u);INS(u);DEL(s)
visizcilākais;visizcilākais;visizcilākais;;
nebloķēt;nebloķēs;nebloķēDEL(t)INS(s);INS(s);DEL(t)
ašums;ašumā;ašumDEL(s)INS(ā);INS(ā);DEL(s)
mongoliete;mongoliete;mongoliete;;
nešūšana;nešūšanā;nešūšanDEL(a)INS(ā);INS(ā);DEL(a)
tuklākais;tuklākajās;tuklākaDEL(i)INS(jā)s;INS(jā);DEL(i)
uzbekiete;uzbekietes;uzbekieteINS(s);INS(s);
nespriest;nespriedīšot;nesprieDEL(s)INS(dīšo)t;INS(dīšo);DEL(s)
slims;slimiem;sliINS(mie)mDEL(s);INS(mie);DEL(s)
visticamākais;visticamāko;visticamākDEL(ais)INS(o);INS(o);DEL(ais)
studēšana;studēšanu;studēšanDEL(a)INS(u);INS(u);DEL(a)
ķēnišķīgāks;ķēnišķīgāku;ķēnišķīgākDEL(s)INS(u);INS(u);DEL(s)
slavenais;slavenajām;slavenaDEL(is)INS(jām);INS(jām);DEL(is)
asiņainais;asiņaino;asiņainDEL(ais)INS(o);INS(o);DEL(ais)
jūnijs;jūnija;jūnijDEL(s)INS(a);INS(a);DEL(s)
mitrākais;mitrākos;mitrākDEL(ai)INS(o)s;INS(o);DEL(ai)
glābt;glābsim;glābDEL(t)INS(sim);INS(sim);DEL(t)
zaļāks;zaļākas;zaļākINS(a)s;INS(a);
badmintons;badminton;badmintonDEL(s);;DEL(s)
aizstāvība;aizstāvībā;aizstāvībDEL(a)INS(ā);INS(ā);DEL(a)
libāniskais;libāniskajā;libāniskaDEL(is)INS(jā);INS(jā);DEL(is)
žests;žests;žests;;
elpot;elpo;elpoDEL(t);;DEL(t)
bālākais;bālāko;bālākDEL(ais)INS(o);INS(o);DEL(ais)
raksts;rakstu;rakstDEL(s)INS(u);INS(u);DEL(s)
purvainākais;purvaināko;purvainākDEL(ais)INS(o);INS(o);DEL(ais)
valdība;valdības;valdībaINS(s);INS(s);
baigāks;baigāku;baigākDEL(s)INS(u);INS(u);DEL(s)
sēklis;sēkļiem;sēkDEL(lis)INS(ļiem);INS(ļiem);DEL(lis)
klupšana;klupšanai;klupšanaINS(i);INS(i);
iekļūt;iekļūt;iekļūt;;
dzīves biedrs;dzīves biedrus;dzīves biedrINS(u)s;INS(u);
acsābols;acsābolos;acsābolINS(o)s;INS(o);
visagrākais;visagrākās;visagrākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
visbiezākais;visbiezākajā;visbiezākaDEL(is)INS(jā);INS(jā);DEL(is)
vislaipnākais;vislaipnāko;vislaipnākDEL(ais)INS(o);INS(o);DEL(ais)
acs ābols;acs āboliem;acs ābolDEL(s)INS(iem);INS(iem);DEL(s)
neparastāks;neparastāku;neparastākDEL(s)INS(u);INS(u);DEL(s)
tēvs;tēva;tēvDEL(s)INS(a);INS(a);DEL(s)
cariene;carienēm;carienDEL(e)INS(ēm);INS(ēm);DEL(e)
visziņkārākais;visziņkārāko;visziņkārākDEL(ais)INS(o);INS(o);DEL(ais)
muklaināks;muklainākam;muklainākDEL(s)INS(am);INS(am);DEL(s)
mobilais;mobilos;mobilDEL(ai)INS(o)s;INS(o);DEL(ai)
duļķes;duļķēm;duļķDEL(es)INS(ēm);INS(ēm);DEL(es)
reliģiozāks;reliģiozākai;reliģiozākDEL(s)INS(ai);INS(ai);DEL(s)
caurredzamāks;caurredzamākai;caurredzamākDEL(s)INS(ai);INS(ai);DEL(s)
jemenietis;jemenietim;jemenietiDEL(s)INS(m);INS(m);DEL(s)
mežmale;mežmale;mežmale;;
visspirgtākais;visspirgtākajā;visspirgtākaDEL(is)INS(jā);INS(jā);DEL(is)
rādītājpirksts;rādītājpirkstu;rādītājpirkstDEL(s)INS(u);INS(u);DEL(s)
astronoms;astronomiem;astronoINS(mie)mDEL(s);INS(mie);DEL(s)
visacīgākais;visacīgāko;visacīgākDEL(ais)INS(o);INS(o);DEL(ais)
niknākais;niknāko;niknākDEL(ais)INS(o);INS(o);DEL(ais)
visīriskākais;visīriskākajā;visīriskākaDEL(is)INS(jā);INS(jā);DEL(is)
vissidrabainākais;vissidrabaināko;vissidrabainākDEL(ais)INS(o);INS(o);DEL(ais)
likt;būt jāliek;INS(būt jā)liINS(e)kDEL(t);INS(būt jā),INS(e);DEL(t)
visamizantākais;visamizantāko;visamizantākDEL(ais)INS(o);INS(o);DEL(ais)
spēcīgāks;spēcīgākam;spēcīgākDEL(s)INS(am);INS(am);DEL(s)
ministrija;ministrijas;ministrijaINS(s);INS(s);
turciskais;turciskajos;turciskaDEL(i)INS(jo)s;INS(jo);DEL(i)
vismīlākais;vismīlākajās;vismīlākaDEL(i)INS(jā)s;INS(jā);DEL(i)
vēstule;vēstule;vēstule;;
nemazgāt;nebūtu mazgājis;neINS(būtu )mazgāDEL(t)INS(jis);INS(būtu ),INS(jis);DEL(t)
izteikt;izteiktu;izteiktINS(u);INS(u);
labāks;labākām;labākDEL(s)INS(ām);INS(ām);DEL(s)
līdzskaņa;līdzskaņa;līdzskaņa;;
neziemošana;neziemošanu;neziemošanDEL(a)INS(u);INS(u);DEL(a)
visazerbaidžāniskākais;visazerbaidžāniskāko;visazerbaidžāniskākDEL(ais)INS(o);INS(o);DEL(ais)
garais ā;garais ā;garais ā;;
vienīgs;vienīgām;vienīgDEL(s)INS(ām);INS(ām);DEL(s)
aizmirstība;aizmirstība;aizmirstība;;
princis;princim;princiDEL(s)INS(m);INS(m);DEL(s)
bahreiniete;bahreinietēm;bahreinietDEL(e)INS(ēm);INS(ēm);DEL(e)
nemirst;nemirsi;nemirsDEL(t)INS(i);INS(i);DEL(t)
turkmēniskais;turkmēniskajās;turkmēniskaDEL(i)INS(jā)s;INS(jā);DEL(i)
portugāliskais;portugāliskajai;portugāliskINS(aj)aiDEL(s);INS(aj);DEL(s)
blāvākais;blāvākie;blāvākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s)
sudabrs;sudabr;sudabrDEL(s);;DEL(s)
visdailākais;visdailākā;visdailākDEL(ais)INS(ā);INS(ā);DEL(ais)
tante;tante;tante;;
neaudzināt;neaudzināt;neaudzināt;;
krieviskais;krieviskās;krieviskDEL(ai)INS(ā)s;INS(ā);DEL(ai)
necentrēt;necentrējams;necentrēDEL(t)INS(jams);INS(jams);DEL(t)
lēca;lēcās;lēcDEL(a)INS(ās);INS(ās);DEL(a)
visbiklākais;visbiklākajai;visbiklākINS(aj)aiDEL(s);INS(aj);DEL(s)
vismatainākais;vismatainākajām;vismatainākaDEL(is)INS(jām);INS(jām);DEL(is)
mantīgais;mantīgo;mantīgDEL(ais)INS(o);INS(o);DEL(ais)
neaizmirst;lai neaizmirst;INS(lai )neaizmirst;INS(lai );
stiept;stiepa;stiepDEL(t)INS(a);INS(a);DEL(t)
talants;talanta;talantDEL(s)INS(a);INS(a);DEL(s)
slapjš;slapju;slapjDEL(š)INS(u);INS(u);DEL(š)
pateikt;pateic;pateiDEL(kt)INS(c);INS(c);DEL(kt)
rits;rit;ritDEL(s);;DEL(s)
pediņš;pediņ;pediņDEL(š);;DEL(š)
dobjākais;dobjākās;dobjākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
beļģiskais;beļģiskajiem;beļģiskaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
brokastis;brokastu;brokastDEL(is)INS(u);INS(u);DEL(is)
parašana;parašanu;parašanDEL(a)INS(u);INS(u);DEL(a)
skābēt;skābēšu;skābēDEL(t)INS(šu);INS(šu);DEL(t)
rubenis;rubenim;rubeniDEL(s)INS(m);INS(m);DEL(s)
vissmilšainākais;vissmilšainākie;vissmilšainākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s)
necentralizēt;necentralizētu;necentralizētINS(u);INS(u);
vismundrākais;vismundrākās;vismundrākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
neprostituēt;nebūtu prostituējis;neINS(būtu )prostituēDEL(t)INS(jis);INS(būtu ),INS(jis);DEL(t)
visūdeņainākais;visūdeņainākajam;visūdeņainākaDEL(is)INS(jam);INS(jam);DEL(is)
redzoklis;redzokļa;redzokDEL(lis)INS(ļa);INS(ļa);DEL(lis)
pelēkums;pelēkumu;pelēkumDEL(s)INS(u);INS(u);DEL(s)
rasmīgākais;rasmīgākajiem;rasmīgākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
sivēns;sivēniem;sivēnDEL(s)INS(iem);INS(iem);DEL(s)
atbildēt;atbildiet;atbildDEL(ē)INS(ie)t;INS(ie);DEL(ē)
pāksts;pākstīm;pākstDEL(s)INS(īm);INS(īm);DEL(s)
rupjvīle;rupjvīles;rupjvīleINS(s);INS(s);
cepināt;cepinot;cepinDEL(ā)INS(o)t;INS(o);DEL(ā)
slovākisks;slovākisku;slovākiskDEL(s)INS(u);INS(u);DEL(s)
daļa;daļas;daļaINS(s);INS(s);
veiklība;veiklībai;veiklībaINS(i);INS(i);
cukurs;cukuriem;cukurDEL(s)INS(iem);INS(iem);DEL(s)
strazdiene;strazdienes;strazdieneINS(s);INS(s);
katalāniskāks;katalāniskākos;katalāniskākINS(o)s;INS(o);
antropoloģiskais;antropoloģisko;antropoloģiskDEL(ais)INS(o);INS(o);DEL(ais)
neubagot;neubagojam;neubagoDEL(t)INS(jam);INS(jam);DEL(t)
stīvs;stīvai;stīvDEL(s)INS(ai);INS(ai);DEL(s)
lūsis;lūsī;lūDEL(si)sINS(ī);INS(ī);DEL(si)
beļģiskāks;beļģiskāku;beļģiskākDEL(s)INS(u);INS(u);DEL(s)
humoristiskākais;humoristiskākajā;humoristiskākaDEL(is)INS(jā);INS(jā);DEL(is)
cariskais;cariskais;cariskais;;
pasīvākais;pasīvākajām;pasīvākaDEL(is)INS(jām);INS(jām);DEL(is)
enerģisks;enerģiskām;enerģiskDEL(s)INS(ām);INS(ām);DEL(s)
tips;tipa;tipDEL(s)INS(a);INS(a);DEL(s)
visnabadzīgākais;visnabadzīgākās;visnabadzīgākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
humānistiskākais;humānistiskākajos;humānistiskākaDEL(i)INS(jo)s;INS(jo);DEL(i)
bloķēt;bloķējot;bloķēINS(jo)t;INS(jo);
tipoloģija;tipoloģijas;tipoloģijaINS(s);INS(s);
toksīns;toksīni;toksīnDEL(s)INS(i);INS(i);DEL(s)
pisējiņa;pisējiņām;pisējiņDEL(a)INS(ām);INS(ām);DEL(a)
ziepjainākais;ziepjainākās;ziepjainākDEL(ai)INS(ā)s;INS(ā);DEL(ai)
nedomāt;nedomāsim;nedomāDEL(t)INS(sim);INS(sim);DEL(t)
slaikākais;slaikākajās;slaikākaDEL(i)INS(jā)s;INS(jā);DEL(i)
politisks;politiska;politiskDEL(s)INS(a);INS(a);DEL(s)
alksnis;alkšņos;alkDEL(sni)INS(šņo)s;INS(šņo);DEL(sni)
labības mēnesis;labības mēnešiem;labības mēneDEL(sis)INS(šiem);INS(šiem);DEL(sis)
skaidrāks;skaidrāka;skaidrākDEL(s)INS(a);INS(a);DEL(s)
neražot;lai neražojot;INS(lai )neražINS(oj)ot;INS(lai ),INS(oj);
nīderlandisks;nīderlandiskai;nīderlandiskDEL(s)INS(ai);INS(ai);DEL(s)
kaulene;kauleņu;kaulDEL(en)eINS(ņu);INS(ņu);DEL(en)
visjaukākais;visjaukākajiem;visjaukākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s)
visapātiskākais;visapātiskākā;visapātiskākDEL(ais)INS(ā);INS(ā);DEL(ais)
kristadelfietis;kristadelfiešiem;kristadelfieDEL(tis)INS(šiem);INS(šiem);DEL(tis)
velnišķīgāks;velnišķīgāku;velnišķīgākDEL(s)INS(u);INS(u);DEL(s)
naskākais;naskākajās;naskākaDEL(i)INS(jā)s;INS(jā);DEL(i)
mūks;mūki;mūkDEL(s)INS(i);INS(i);DEL(s)
cilvēciskums;cilvēciskumam;cilvēciskuINS(ma)mDEL(s);INS(ma);DEL(s)
demokratizēšana;demokratizēšana;demokratizēšana;;
raudulīgais;raudulīgās;raudulīgDEL(ai)INS(ā)s;INS(ā);DEL(ai)
germānijs;germānijā;germānijDEL(s)INS(ā);INS(ā);DEL(s)
divskanis;divskani;divskaniDEL(s);;DEL(s)
nelidot;nelido;nelidoDEL(t);;DEL(t)
visjēdzīgākais;visjēdzīgākajām;visjēdzīgākaDEL(is)INS(jām);INS(jām);DEL(is)
filoloģiskais;filoloģisko;filoloģiskDEL(ais)INS(o);INS(o);DEL(ais)
kadmijs;kadmijam;kadmijDEL(s)INS(am);INS(am);DEL(s)
domāt;domājot;domāINS(jo)t;INS(jo);
kaķe;kaķēs;kaķDEL(e)INS(ēs);INS(ēs);DEL(e)
nekurināt;nekurinājis;nekurināDEL(t)INS(jis);INS(jis);DEL(t)
odzs;odzij;odzDEL(s)INS(ij);INS(ij);DEL(s)
visdrosākais;visdrosākajos;visdrosākaDEL(i)INS(jo)s;INS(jo);DEL(i)
visreliģiskākais;visreliģiskāko;visreliģiskākDEL(ais)INS(o);INS(o);DEL(ais)
strauts;strautu;strautDEL(s)INS(u);INS(u);DEL(s)
baznedce;baznedcēm;baznedcDEL(e)INS(ēm);INS(ēm);DEL(e)
rūgtais;rūgto;rūgtDEL(ais)INS(o);INS(o);DEL(ais)
vissiltākais;vissiltāko;vissiltākDEL(ais)INS(o);INS(o);DEL(ais)
turīgāks;turīgākām;turīgākDEL(s)INS(ām);INS(ām);DEL(s)
puse;puses;puseINS(s);INS(s);
necepšanās;necepšanos;necepšanDEL(ā)INS(o)s;INS(o);DEL(ā)
etniskāks;etniskākus;etniskākINS(u)s;INS(u);
velnišķīgākais;velnišķīgākie;velnišķīgākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s)
vismaķedoniskākais;vismaķedoniskākie;vismaķedoniskākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s)
nestāstīšana;nestāstīšanu;nestāstīšanDEL(a)INS(u);INS(u);DEL(a)
visreliģiskākais;visreliģiskāko;visreliģiskākDEL(ais)INS(o);INS(o);DEL(ais)
ģermāniete;ģermānietes;ģermānieteINS(s);INS(s);
rudens mēnesis;rudens mēnešus;rudens mēneDEL(si)INS(šu)s;INS(šu);DEL(si)
pērnais;pērnajā;pērnaDEL(is)INS(jā);INS(jā);DEL(is)
leitiete;leitietes;leitieteINS(s);INS(s);
